"TOA5","6550","CR6","6550","CR6.Std.06.03","CPU:Lab_atmos_phys.CR6","45515","Sonic_Anemometer"
"TIMESTAMP","RECORD","u","v","w","t"
"TS","RN","m/s","m/s","m/s","C"
"","","Smp","Smp","Smp","Smp"
"2021-12-03 09:20:52.45",5132554,0.17,-0.11,0.306,24.98
"2021-12-03 09:20:52.5",5132555,0.195,-0.052,0.331,25.09
"2021-12-03 09:20:52.55",5132556,0.219,-0.028,0.353,25.21
"2021-12-03 09:20:52.6",5132557,0.215,0.032,0.359,25.48
"2021-12-03 09:20:52.65",5132558,0.171,0.074,0.432,25.85
"2021-12-03 09:20:52.7",5132559,0.108,0.062,0.434,26.95
"2021-12-03 09:20:52.75",5132560,0.043,0.02,0.365,27
"2021-12-03 09:20:52.8",5132561,0.092,0.085,0.416,26.52
"2021-12-03 09:20:52.85",5132562,0.04,0.109,0.364,25.97
"2021-12-03 09:20:52.9",5132563,0.122,0.07,0.37,25.69
"2021-12-03 09:20:52.95",5132564,0.093,0.153,0.36,24.54
"2021-12-03 09:20:53",5132565,0.147,0.19,0.273,23.54
"2021-12-03 09:20:53.05",5132566,0.171,0.177,0.273,22.77
"2021-12-03 09:20:53.1",5132567,0.185,0.173,0.262,22.7
"2021-12-03 09:20:53.15",5132568,0.21,0.227,0.226,22.46
"2021-12-03 09:20:53.2",5132569,0.194,0.181,0.234,22.59
"2021-12-03 09:20:53.25",5132570,0.124,0.156,0.259,23.54
"2021-12-03 09:20:53.3",5132571,0.094,0.148,0.32,23.9
"2021-12-03 09:20:53.35",5132572,0.058,0.03,0.391,24.38
"2021-12-03 09:20:53.4",5132573,0.123,-0.002,0.365,24.73
"2021-12-03 09:20:53.45",5132574,0.006,-0.051,0.414,24.59
"2021-12-03 09:20:53.5",5132575,-0.181,0.024,0.449,24.68
"2021-12-03 09:20:53.55",5132576,-0.132,-0.042,0.494,25.74
"2021-12-03 09:20:53.6",5132577,-0.043,-0.119,0.398,25.54
"2021-12-03 09:20:53.65",5132578,0.035,-0.071,0.372,26.14
"2021-12-03 09:20:53.7",5132579,0.167,-0.042,0.377,26.18
"2021-12-03 09:20:53.75",5132580,0.17,0.007,0.393,26.13
"2021-12-03 09:20:53.8",5132581,0.095,-0.076,0.379,26.19
"2021-12-03 09:20:53.85",5132582,0.107,0.073,0.343,26.24
"2021-12-03 09:20:53.9",5132583,0.112,0.084,0.356,26.41
"2021-12-03 09:20:53.95",5132584,0.115,0.072,0.379,26.29
"2021-12-03 09:20:54",5132585,0.087,-0.009,0.365,26.24
"2021-12-03 09:20:54.05",5132586,-0.019,-0.026,0.364,26.02
"2021-12-03 09:20:54.1",5132587,0.068,0.04,0.317,25.57
"2021-12-03 09:20:54.15",5132588,0.044,0.06,0.391,25.21
"2021-12-03 09:20:54.2",5132589,0.066,0.107,0.379,24.75
"2021-12-03 09:20:54.25",5132590,0.079,0.04,0.37,24.52
"2021-12-03 09:20:54.3",5132591,0.084,0.044,0.363,24.27
"2021-12-03 09:20:54.35",5132592,0.17,-0.043,0.361,24.28
"2021-12-03 09:20:54.4",5132593,0.113,0.057,0.35,24.28
"2021-12-03 09:20:54.45",5132594,0.147,0.106,0.381,24.13
"2021-12-03 09:20:54.5",5132595,0.019,0.227,0.359,24.9
"2021-12-03 09:20:54.55",5132596,0.074,0.255,0.378,24.95
"2021-12-03 09:20:54.6",5132597,0.033,0.291,0.397,25.29
"2021-12-03 09:20:54.65",5132598,-0.026,0.336,0.395,24.96
"2021-12-03 09:20:54.7",5132599,0.004,0.294,0.446,24.37
"2021-12-03 09:20:54.75",5132600,0.024,0.316,0.472,24
"2021-12-03 09:20:54.8",5132601,0.048,0.357,0.398,23.7
"2021-12-03 09:20:54.85",5132602,0.036,0.35,0.359,23.55
"2021-12-03 09:20:54.9",5132603,0.024,0.24,0.321,23.3
"2021-12-03 09:20:54.95",5132604,0.033,0.179,0.276,23.22
"2021-12-03 09:20:55",5132605,0.066,0.215,0.252,23.26
"2021-12-03 09:20:55.05",5132606,0.13,0.157,0.242,23.33
"2021-12-03 09:20:55.1",5132607,0.094,0.066,0.286,23.4
"2021-12-03 09:20:55.15",5132608,0.1,0.013,0.266,23.18
"2021-12-03 09:20:55.2",5132609,0.064,0,0.282,23.61
"2021-12-03 09:20:55.25",5132610,0.049,0.022,0.254,23.7
"2021-12-03 09:20:55.3",5132611,0.065,0.077,0.254,23.93
"2021-12-03 09:20:55.35",5132612,0.036,0.068,0.319,25.04
"2021-12-03 09:20:55.4",5132613,0.009,0.047,0.362,25.83
"2021-12-03 09:20:55.45",5132614,0.015,0.066,0.416,27.76
"2021-12-03 09:20:55.5",5132615,0.063,-0.124,0.379,27.94
"2021-12-03 09:20:55.55",5132616,0.045,-0.16,0.469,28.26
"2021-12-03 09:20:55.6",5132617,-0.065,-0.125,0.442,26.81
"2021-12-03 09:20:55.65",5132618,0.138,-0.112,0.436,26.09
"2021-12-03 09:20:55.7",5132619,0.123,-0.029,0.481,25.54
"2021-12-03 09:20:55.75",5132620,0.127,0.068,0.485,25.06
"2021-12-03 09:20:55.8",5132621,0.06,0.183,0.503,24.86
"2021-12-03 09:20:55.85",5132622,0.01,0.196,0.471,25.14
"2021-12-03 09:20:55.9",5132623,-0.008,0.208,0.481,25.24
"2021-12-03 09:20:55.95",5132624,0.039,0.105,0.493,24.92
"2021-12-03 09:20:56",5132625,0.13,0.14,0.499,25.05
"2021-12-03 09:20:56.05",5132626,0.21,0.182,0.458,25.64
"2021-12-03 09:20:56.1",5132627,0.248,0.205,0.416,25.81
"2021-12-03 09:20:56.15",5132628,0.139,0.21,0.438,26.12
"2021-12-03 09:20:56.2",5132629,0.037,0.252,0.46,25.71
"2021-12-03 09:20:56.25",5132630,-0.073,0.136,0.452,25.42
"2021-12-03 09:20:56.3",5132631,-0.033,0.1,0.44,25.02
"2021-12-03 09:20:56.35",5132632,0.105,0.019,0.415,24.38
"2021-12-03 09:20:56.4",5132633,0.172,0.022,0.414,23.79
"2021-12-03 09:20:56.45",5132634,0.066,0.049,0.382,23.44
"2021-12-03 09:20:56.5",5132635,0.061,0.048,0.394,23.3
"2021-12-03 09:20:56.55",5132636,0.058,0.098,0.375,23.35
"2021-12-03 09:20:56.6",5132637,0.049,0.138,0.359,23.31
"2021-12-03 09:20:56.65",5132638,0.085,0.147,0.353,23.51
"2021-12-03 09:20:56.7",5132639,0.131,0.086,0.347,23.74
"2021-12-03 09:20:56.75",5132640,0.162,0.073,0.394,24.92
"2021-12-03 09:20:56.8",5132641,0.094,0.148,0.336,25.08
"2021-12-03 09:20:56.85",5132642,0.169,0.1,0.388,25.79
"2021-12-03 09:20:56.9",5132643,0.054,0.052,0.383,25.64
"2021-12-03 09:20:56.95",5132644,0.086,0.009,0.388,25.45
"2021-12-03 09:20:57",5132645,0.019,0.074,0.349,25.47
"2021-12-03 09:20:57.05",5132646,0.025,0.087,0.352,25.28
"2021-12-03 09:20:57.1",5132647,0.039,0.08,0.389,25.83
"2021-12-03 09:20:57.15",5132648,0.018,0.087,0.377,26.05
"2021-12-03 09:20:57.2",5132649,0.122,-0.031,0.293,25.87
"2021-12-03 09:20:57.25",5132650,0.008,-0.033,0.302,25.28
"2021-12-03 09:20:57.3",5132651,-0.047,-0.059,0.358,25.31
"2021-12-03 09:20:57.35",5132652,0.034,-0.052,0.373,25.4
"2021-12-03 09:20:57.4",5132653,-0.053,-0.048,0.371,25
"2021-12-03 09:20:57.45",5132654,-0.11,0.077,0.318,25.21
"2021-12-03 09:20:57.5",5132655,-0.228,0.073,0.247,25.73
"2021-12-03 09:20:57.55",5132656,-0.169,0.112,0.249,25.61
"2021-12-03 09:20:57.6",5132657,-0.038,0.119,0.205,25.28
"2021-12-03 09:20:57.65",5132658,-0.045,0.203,0.242,25.31
"2021-12-03 09:20:57.7",5132659,0.002,0.228,0.255,25.21
"2021-12-03 09:20:57.75",5132660,0.032,0.21,0.279,25.06
"2021-12-03 09:20:57.8",5132661,0.056,0.153,0.26,25.04
"2021-12-03 09:20:57.85",5132662,0.082,0.134,0.289,24.8
"2021-12-03 09:20:57.9",5132663,0.109,0.1,0.277,24.59
"2021-12-03 09:20:57.95",5132664,0.136,0.067,0.269,24.22
"2021-12-03 09:20:58",5132665,0.14,0.105,0.229,23.99
"2021-12-03 09:20:58.05",5132666,0.147,0.157,0.263,23.64
"2021-12-03 09:20:58.1",5132667,0.164,0.159,0.29,23.29
"2021-12-03 09:20:58.15",5132668,0.194,0.139,0.281,23.38
"2021-12-03 09:20:58.2",5132669,0.181,0.113,0.304,23.51
"2021-12-03 09:20:58.25",5132670,0.131,0.129,0.329,23.64
"2021-12-03 09:20:58.3",5132671,0.175,0.042,0.356,24.34
"2021-12-03 09:20:58.35",5132672,0.201,-0.059,0.323,24.18
"2021-12-03 09:20:58.4",5132673,0.19,-0.144,0.401,24
"2021-12-03 09:20:58.45",5132674,0.223,-0.021,0.359,24.34
"2021-12-03 09:20:58.5",5132675,0.218,-0.011,0.36,24.07
"2021-12-03 09:20:58.55",5132676,0.181,0.021,0.338,24.06
"2021-12-03 09:20:58.6",5132677,0.112,-0.007,0.319,24.11
"2021-12-03 09:20:58.65",5132678,0.088,-0.017,0.326,24.14
"2021-12-03 09:20:58.7",5132679,0.121,0.052,0.314,24.11
"2021-12-03 09:20:58.75",5132680,0.113,0.089,0.312,24.33
"2021-12-03 09:20:58.8",5132681,0.083,0.027,0.252,24.35
"2021-12-03 09:20:58.85",5132682,0.119,0.08,0.24,24.52
"2021-12-03 09:20:58.9",5132683,0.159,0.075,0.22,24.38
"2021-12-03 09:20:58.95",5132684,0.152,0.091,0.238,23.98
"2021-12-03 09:20:59",5132685,0.132,0.08,0.255,23.85
"2021-12-03 09:20:59.05",5132686,0.136,0.025,0.237,23.12
"2021-12-03 09:20:59.1",5132687,0.132,0.006,0.242,22.8
"2021-12-03 09:20:59.15",5132688,0.213,-0.075,0.261,22
"2021-12-03 09:20:59.2",5132689,0.271,-0.112,0.298,22.27
"2021-12-03 09:20:59.25",5132690,0.269,-0.163,0.314,22.8
"2021-12-03 09:20:59.3",5132691,0.229,-0.152,0.383,23.6
"2021-12-03 09:20:59.35",5132692,0.264,-0.072,0.449,25.06
"2021-12-03 09:20:59.4",5132693,0.221,-0.079,0.448,26.18
"2021-12-03 09:20:59.45",5132694,0.144,-0.173,0.372,26.36
"2021-12-03 09:20:59.5",5132695,0.21,0,0.354,26.81
"2021-12-03 09:20:59.55",5132696,0.159,0.173,0.294,26
"2021-12-03 09:20:59.6",5132697,-0.018,0.252,0.302,25.48
"2021-12-03 09:20:59.65",5132698,-0.051,0.014,0.488,25.88
"2021-12-03 09:20:59.7",5132699,-0.079,0.043,0.524,25.99
"2021-12-03 09:20:59.75",5132700,-0.106,0.245,0.516,27.05
"2021-12-03 09:20:59.8",5132701,-0.052,0.113,0.528,26.66
"2021-12-03 09:20:59.85",5132702,-0.079,0.19,0.493,26.19
"2021-12-03 09:20:59.9",5132703,0.049,0.235,0.564,25.3
"2021-12-03 09:20:59.95",5132704,0.118,0.169,0.543,25.28
"2021-12-03 09:21:00",5132705,0.146,0.207,0.486,24.94
"2021-12-03 09:21:00.05",5132706,0.146,0.284,0.417,24.97
"2021-12-03 09:21:00.1",5132707,0.132,0.196,0.474,27.14
"2021-12-03 09:21:00.15",5132708,0.126,-0.011,0.464,27.8
"2021-12-03 09:21:00.2",5132709,0.144,-0.024,0.516,27.87
"2021-12-03 09:21:00.25",5132710,0.014,-0.093,0.494,28.13
"2021-12-03 09:21:00.3",5132711,0.138,-0.09,0.463,28.51
"2021-12-03 09:21:00.35",5132712,0.203,0.004,0.413,27.87
"2021-12-03 09:21:00.4",5132713,0.138,0.006,0.445,27.83
"2021-12-03 09:21:00.45",5132714,0.086,0.094,0.486,27.87
"2021-12-03 09:21:00.5",5132715,0.039,0.107,0.456,27.87
"2021-12-03 09:21:00.55",5132716,0.187,-0.014,0.445,27.81
"2021-12-03 09:21:00.6",5132717,0.093,-0.044,0.462,27.59
"2021-12-03 09:21:00.65",5132718,0.009,0.023,0.466,27.61
"2021-12-03 09:21:00.7",5132719,0.121,0.018,0.499,27
"2021-12-03 09:21:00.75",5132720,0.058,0.066,0.523,26.21
"2021-12-03 09:21:00.8",5132721,0.01,0.077,0.468,26.15
"2021-12-03 09:21:00.85",5132722,0.057,0.152,0.418,25.57
"2021-12-03 09:21:00.9",5132723,0.032,0.168,0.465,25.02
"2021-12-03 09:21:00.95",5132724,0.038,0.141,0.547,24.8
"2021-12-03 09:21:01",5132725,0.051,0.173,0.519,24.64
"2021-12-03 09:21:01.05",5132726,0.203,0.132,0.409,24.15
"2021-12-03 09:21:01.1",5132727,0.093,0.196,0.446,24.33
"2021-12-03 09:21:01.15",5132728,0.056,0.187,0.355,24.26
"2021-12-03 09:21:01.2",5132729,0.045,0.223,0.329,23.99
"2021-12-03 09:21:01.25",5132730,0.182,0.231,0.308,24.3
"2021-12-03 09:21:01.3",5132731,0.129,0.045,0.268,24.13
"2021-12-03 09:21:01.35",5132732,0.049,0.005,0.322,24.05
"2021-12-03 09:21:01.4",5132733,0.057,0.043,0.318,24.13
"2021-12-03 09:21:01.45",5132734,0.063,0.034,0.311,24.21
"2021-12-03 09:21:01.5",5132735,0.043,0.025,0.295,24.4
"2021-12-03 09:21:01.55",5132736,0.074,0.018,0.269,24.64
"2021-12-03 09:21:01.6",5132737,0.094,0.028,0.226,24.55
"2021-12-03 09:21:01.65",5132738,0.095,-0.011,0.223,24.83
"2021-12-03 09:21:01.7",5132739,0.095,0.035,0.183,24.52
"2021-12-03 09:21:01.75",5132740,0.11,0.038,0.186,24.45
"2021-12-03 09:21:01.8",5132741,0.109,0.05,0.15,24.29
"2021-12-03 09:21:01.85",5132742,0.103,0.036,0.15,24.24
"2021-12-03 09:21:01.9",5132743,0.134,0.006,0.161,24.05
"2021-12-03 09:21:01.95",5132744,0.142,0.066,0.178,23.73
"2021-12-03 09:21:02",5132745,0.203,0.124,0.181,23.54
"2021-12-03 09:21:02.05",5132746,0.222,0.15,0.161,23.56
"2021-12-03 09:21:02.1",5132747,0.174,0.16,0.168,23.84
"2021-12-03 09:21:02.15",5132748,0.149,0.201,0.205,24.23
"2021-12-03 09:21:02.2",5132749,0.135,0.169,0.264,24.18
"2021-12-03 09:21:02.25",5132750,0.149,0.172,0.283,24.23
"2021-12-03 09:21:02.3",5132751,0.098,0.166,0.323,24.29
"2021-12-03 09:21:02.35",5132752,0.105,0.13,0.305,24.05
"2021-12-03 09:21:02.4",5132753,0.121,0.097,0.263,24.06
"2021-12-03 09:21:02.45",5132754,0.106,0.067,0.26,23.68
"2021-12-03 09:21:02.5",5132755,0.111,0.058,0.256,23.51
"2021-12-03 09:21:02.55",5132756,0.119,-0.01,0.283,23.22
"2021-12-03 09:21:02.6",5132757,0.114,-0.021,0.308,23.32
"2021-12-03 09:21:02.65",5132758,0.16,-0.067,0.293,23
"2021-12-03 09:21:02.7",5132759,0.176,-0.101,0.259,22.82
"2021-12-03 09:21:02.75",5132760,0.161,-0.124,0.266,23.11
"2021-12-03 09:21:02.8",5132761,0.156,-0.109,0.279,23.88
"2021-12-03 09:21:02.85",5132762,0.146,-0.14,0.308,24.64
"2021-12-03 09:21:02.9",5132763,0.132,-0.15,0.276,24.89
"2021-12-03 09:21:02.95",5132764,0.118,-0.113,0.286,25.23
"2021-12-03 09:21:03",5132765,0.124,-0.096,0.325,25.33
"2021-12-03 09:21:03.05",5132766,0.07,-0.058,0.302,25.73
"2021-12-03 09:21:03.1",5132767,-0.008,0.076,0.287,25.57
"2021-12-03 09:21:03.15",5132768,0.014,0.088,0.268,25.34
"2021-12-03 09:21:03.2",5132769,0.084,0.043,0.253,25.21
"2021-12-03 09:21:03.25",5132770,0.152,0.104,0.28,24.48
"2021-12-03 09:21:03.3",5132771,0.191,0.135,0.305,24.02
"2021-12-03 09:21:03.35",5132772,0.178,0.13,0.302,23.46
"2021-12-03 09:21:03.4",5132773,0.134,0.161,0.329,23.51
"2021-12-03 09:21:03.45",5132774,0.104,0.151,0.334,23.29
"2021-12-03 09:21:03.5",5132775,0.189,0.123,0.292,23.22
"2021-12-03 09:21:03.55",5132776,0.154,0.082,0.27,23.45
"2021-12-03 09:21:03.6",5132777,0.145,0.052,0.275,23.39
"2021-12-03 09:21:03.65",5132778,0.139,0.024,0.283,23.37
"2021-12-03 09:21:03.7",5132779,0.135,-0.087,0.314,23.71
"2021-12-03 09:21:03.75",5132780,0.181,-0.082,0.303,23.62
"2021-12-03 09:21:03.8",5132781,0.186,-0.069,0.307,23.93
"2021-12-03 09:21:03.85",5132782,0.142,-0.118,0.345,24.44
"2021-12-03 09:21:03.9",5132783,0.084,-0.002,0.333,23.96
"2021-12-03 09:21:03.95",5132784,0.1,0.059,0.334,23.76
"2021-12-03 09:21:04",5132785,0.069,0.114,0.319,24.04
"2021-12-03 09:21:04.05",5132786,0.014,0.108,0.338,23.82
"2021-12-03 09:21:04.1",5132787,0.034,0.231,0.337,24.13
"2021-12-03 09:21:04.15",5132788,0.04,0.304,0.405,24.21
"2021-12-03 09:21:04.2",5132789,-0.007,0.311,0.471,24.6
"2021-12-03 09:21:04.25",5132790,0.022,0.352,0.427,24.58
"2021-12-03 09:21:04.3",5132791,-0.059,0.284,0.4,24.7
"2021-12-03 09:21:04.35",5132792,-0.031,0.172,0.334,24.51
"2021-12-03 09:21:04.4",5132793,-0.006,0.063,0.345,24.69
"2021-12-03 09:21:04.45",5132794,0.091,-0.037,0.36,24.89
"2021-12-03 09:21:04.5",5132795,0.152,-0.136,0.374,24.86
"2021-12-03 09:21:04.55",5132796,0.148,-0.22,0.393,25.33
"2021-12-03 09:21:04.6",5132797,0.015,-0.224,0.437,26.98
"2021-12-03 09:21:04.65",5132798,0,-0.235,0.408,26.77
"2021-12-03 09:21:04.7",5132799,0.035,0.043,0.46,27.61
"2021-12-03 09:21:04.75",5132800,0.084,-0.027,0.428,27.92
"2021-12-03 09:21:04.8",5132801,0.132,-0.065,0.366,28.24
"2021-12-03 09:21:04.85",5132802,-0.013,-0.015,0.317,28.1
"2021-12-03 09:21:04.9",5132803,0.06,0.048,0.3,27.55
"2021-12-03 09:21:04.95",5132804,0.101,0.055,0.268,27.11
"2021-12-03 09:21:05",5132805,0.145,0.099,0.268,26.52
"2021-12-03 09:21:05.05",5132806,0.13,0.171,0.258,26.12
"2021-12-03 09:21:05.1",5132807,0.094,0.122,0.259,25.79
"2021-12-03 09:21:05.15",5132808,0.043,0.118,0.325,25.48
"2021-12-03 09:21:05.2",5132809,0.035,0.132,0.343,25.45
"2021-12-03 09:21:05.25",5132810,-0.018,0.131,0.455,25.59
"2021-12-03 09:21:05.3",5132811,-0.015,0.229,0.419,25.65
"2021-12-03 09:21:05.35",5132812,0.015,0.132,0.407,25.62
"2021-12-03 09:21:05.4",5132813,-0.026,0.118,0.449,25.36
"2021-12-03 09:21:05.45",5132814,0.079,0.128,0.409,24.63
"2021-12-03 09:21:05.5",5132815,0.06,0.087,0.442,24.71
"2021-12-03 09:21:05.55",5132816,0.044,0.161,0.473,24.71
"2021-12-03 09:21:05.6",5132817,0.059,0.146,0.524,25.22
"2021-12-03 09:21:05.65",5132818,0.136,-0.019,0.472,25.14
"2021-12-03 09:21:05.7",5132819,0.044,0.005,0.548,25.37
"2021-12-03 09:21:05.75",5132820,-0.008,0.006,0.463,25.73
"2021-12-03 09:21:05.8",5132821,0.098,-0.008,0.476,26.36
"2021-12-03 09:21:05.85",5132822,0.14,-0.084,0.444,26.31
"2021-12-03 09:21:05.9",5132823,0.039,-0.054,0.43,27.3
"2021-12-03 09:21:05.95",5132824,-0.037,-0.016,0.405,27.78
"2021-12-03 09:21:06",5132825,-0.021,0.038,0.359,27.3
"2021-12-03 09:21:06.05",5132826,0.055,0.015,0.337,26.95
"2021-12-03 09:21:06.1",5132827,0.168,-0.032,0.282,26.42
"2021-12-03 09:21:06.15",5132828,0.104,-0.073,0.389,25.73
"2021-12-03 09:21:06.2",5132829,0.107,0.12,0.339,24.92
"2021-12-03 09:21:06.25",5132830,0.111,0.08,0.433,24.83
"2021-12-03 09:21:06.3",5132831,0.121,0.134,0.381,24.35
"2021-12-03 09:21:06.35",5132832,0.131,0.116,0.383,23.96
"2021-12-03 09:21:06.4",5132833,0.117,0.113,0.368,23.93
"2021-12-03 09:21:06.45",5132834,0.1,-0.009,0.375,24.13
"2021-12-03 09:21:06.5",5132835,0.136,0.002,0.377,24.88
"2021-12-03 09:21:06.55",5132836,0.106,0.076,0.303,24.7
"2021-12-03 09:21:06.6",5132837,0.103,0.143,0.291,24.75
"2021-12-03 09:21:06.65",5132838,0.142,0.135,0.313,24.65
"2021-12-03 09:21:06.7",5132839,0.114,0.065,0.326,24.73
"2021-12-03 09:21:06.75",5132840,0.107,0.009,0.291,24.45
"2021-12-03 09:21:06.8",5132841,0.056,0.037,0.297,24.18
"2021-12-03 09:21:06.85",5132842,0.083,0.066,0.27,23.96
"2021-12-03 09:21:06.9",5132843,0.131,0.096,0.24,23.85
"2021-12-03 09:21:06.95",5132844,0.155,0.061,0.253,23.95
"2021-12-03 09:21:07",5132845,0.119,0.076,0.313,23.8
"2021-12-03 09:21:07.05",5132846,0.118,0.054,0.336,23.79
"2021-12-03 09:21:07.1",5132847,0.062,0.043,0.34,23.97
"2021-12-03 09:21:07.15",5132848,0.055,0.046,0.294,23.78
"2021-12-03 09:21:07.2",5132849,0.081,-0.068,0.293,23.96
"2021-12-03 09:21:07.25",5132850,0.069,-0.062,0.339,24.12
"2021-12-03 09:21:07.3",5132851,0.037,-0.081,0.352,24.49
"2021-12-03 09:21:07.35",5132852,0.023,-0.131,0.37,24.68
"2021-12-03 09:21:07.4",5132853,-0.085,-0.194,0.432,25.45
"2021-12-03 09:21:07.45",5132854,-0.154,0.018,0.492,26.35
"2021-12-03 09:21:07.5",5132855,-0.213,0.008,0.477,26.92
"2021-12-03 09:21:07.55",5132856,-0.047,-0.005,0.427,26.45
"2021-12-03 09:21:07.6",5132857,-0.097,0.044,0.425,26.85
"2021-12-03 09:21:07.65",5132858,-0.093,0.149,0.399,27.28
"2021-12-03 09:21:07.7",5132859,-0.003,0.153,0.349,26.97
"2021-12-03 09:21:07.75",5132860,0.048,0.127,0.411,26.38
"2021-12-03 09:21:07.8",5132861,0.045,0.223,0.438,26.13
"2021-12-03 09:21:07.85",5132862,0.001,0.217,0.463,25.45
"2021-12-03 09:21:07.9",5132863,0.063,0.235,0.488,25.15
"2021-12-03 09:21:07.95",5132864,0.094,0.218,0.465,24.99
"2021-12-03 09:21:08",5132865,0.085,0.203,0.445,24.3
"2021-12-03 09:21:08.05",5132866,0.054,0.195,0.444,24.26
"2021-12-03 09:21:08.1",5132867,0.062,0.16,0.407,24.09
"2021-12-03 09:21:08.15",5132868,0.07,0.169,0.372,23.87
"2021-12-03 09:21:08.2",5132869,0.001,0.209,0.37,23.82
"2021-12-03 09:21:08.25",5132870,-0.02,0.244,0.371,24.01
"2021-12-03 09:21:08.3",5132871,0.075,0.03,0.387,24.29
"2021-12-03 09:21:08.35",5132872,0.142,0.001,0.347,24.54
"2021-12-03 09:21:08.4",5132873,0.158,0.108,0.445,26.05
"2021-12-03 09:21:08.45",5132874,0.032,0.073,0.506,26.77
"2021-12-03 09:21:08.5",5132875,0.136,0.219,0.465,26.14
"2021-12-03 09:21:08.55",5132876,-0.029,0.091,0.356,26.23
"2021-12-03 09:21:08.6",5132877,0.037,0.191,0.358,26.26
"2021-12-03 09:21:08.65",5132878,-0.03,0.121,0.32,26.64
"2021-12-03 09:21:08.7",5132879,0.042,0.126,0.341,26.24
"2021-12-03 09:21:08.75",5132880,0.041,0.045,0.374,25.73
"2021-12-03 09:21:08.8",5132881,0.074,0.021,0.368,25.33
"2021-12-03 09:21:08.85",5132882,0.126,-0.018,0.329,24.63
"2021-12-03 09:21:08.9",5132883,0.144,-0.057,0.323,24.15
"2021-12-03 09:21:08.95",5132884,0.113,0.028,0.362,23.96
"2021-12-03 09:21:09",5132885,0.122,0.04,0.379,23.66
"2021-12-03 09:21:09.05",5132886,0.148,0.046,0.426,24.16
"2021-12-03 09:21:09.1",5132887,0.173,0.15,0.424,24.83
"2021-12-03 09:21:09.15",5132888,0.109,0.046,0.393,24.8
"2021-12-03 09:21:09.2",5132889,0.15,0.056,0.342,24.89
"2021-12-03 09:21:09.25",5132890,0.151,0.019,0.365,24.78
"2021-12-03 09:21:09.3",5132891,0.119,-0.047,0.375,24.41
"2021-12-03 09:21:09.35",5132892,0.091,-0.005,0.343,24.55
"2021-12-03 09:21:09.4",5132893,0.109,-0.045,0.31,24.56
"2021-12-03 09:21:09.45",5132894,0.156,-0.07,0.274,24.4
"2021-12-03 09:21:09.5",5132895,0.161,-0.036,0.291,24.89
"2021-12-03 09:21:09.55",5132896,0.197,-0.069,0.358,25.13
"2021-12-03 09:21:09.6",5132897,0.163,-0.039,0.369,25.23
"2021-12-03 09:21:09.65",5132898,0.132,-0.046,0.381,25.76
"2021-12-03 09:21:09.7",5132899,0.177,-0.015,0.413,25.59
"2021-12-03 09:21:09.75",5132900,0.177,0.006,0.391,25.86
"2021-12-03 09:21:09.8",5132901,0.106,0.002,0.31,25.92
"2021-12-03 09:21:09.85",5132902,0.169,-0.006,0.301,25.63
"2021-12-03 09:21:09.9",5132903,0.173,-0.017,0.317,26.16
"2021-12-03 09:21:09.95",5132904,0.097,0.004,0.363,25.84
"2021-12-03 09:21:10",5132905,0.035,0.061,0.363,25.34
"2021-12-03 09:21:10.05",5132906,0.05,0.016,0.352,25.4
"2021-12-03 09:21:10.1",5132907,0.075,0.029,0.377,25.54
"2021-12-03 09:21:10.15",5132908,0.046,0.06,0.345,25.81
"2021-12-03 09:21:10.2",5132909,-0.043,0.066,0.375,26.09
"2021-12-03 09:21:10.25",5132910,-0.008,0.009,0.389,26.23
"2021-12-03 09:21:10.3",5132911,0.087,-0.053,0.415,26.35
"2021-12-03 09:21:10.35",5132912,0.061,0,0.325,26.04
"2021-12-03 09:21:10.4",5132913,0.058,-0.057,0.418,26.67
"2021-12-03 09:21:10.45",5132914,-0.093,-0.071,0.419,26.26
"2021-12-03 09:21:10.5",5132915,-0.151,0.006,0.425,26.02
"2021-12-03 09:21:10.55",5132916,-0.054,0.051,0.384,25.88
"2021-12-03 09:21:10.6",5132917,-0.012,0.075,0.37,25.78
"2021-12-03 09:21:10.65",5132918,0.113,0.163,0.318,25.64
"2021-12-03 09:21:10.7",5132919,0.092,0.185,0.324,25.11
"2021-12-03 09:21:10.75",5132920,0.049,0.141,0.371,24.8
"2021-12-03 09:21:10.8",5132921,-0.078,0.252,0.464,24.72
"2021-12-03 09:21:10.85",5132922,-0.008,0.182,0.503,25.03
"2021-12-03 09:21:10.9",5132923,-0.025,0.17,0.444,25.59
"2021-12-03 09:21:10.95",5132924,0.026,0.105,0.348,25.4
"2021-12-03 09:21:11",5132925,-0.066,0.132,0.426,25.28
"2021-12-03 09:21:11.05",5132926,-0.021,0.22,0.419,25.5
"2021-12-03 09:21:11.1",5132927,0.124,0.158,0.46,25.78
"2021-12-03 09:21:11.15",5132928,0.109,0.157,0.438,25.23
"2021-12-03 09:21:11.2",5132929,0.059,0.128,0.386,25.16
"2021-12-03 09:21:11.25",5132930,0.065,0.216,0.358,25.66
"2021-12-03 09:21:11.3",5132931,0.096,0.196,0.334,25.66
"2021-12-03 09:21:11.35",5132932,0.065,0.133,0.257,25.93
"2021-12-03 09:21:11.4",5132933,0.023,0.091,0.26,25.48
"2021-12-03 09:21:11.45",5132934,0.004,0.055,0.322,24.99
"2021-12-03 09:21:11.5",5132935,0.038,0.047,0.292,24.57
