Date	Pressione atmosferica istantanea al livello della stazione a 2 m dal suolo (PA)	Irradianza globale visibile media oraria - componente dall'alto (W/M**2)	Precipitazione cumulata su 1 ora (KG/M**2)	Umidita' relativa dell'aria istantanea a 2 m dal suolo (%)	Temperatura dell'aria istantanea a 2 m dal suolo (°C)
09/05/2017 08:00:00	100250	76	5.6	101	12.2
09/05/2017 09:00:00	100250	368	0.4	88	13.8
09/05/2017 10:00:00	100310	506	0	86	13.9
09/05/2017 11:00:00	100280	703	0	76	15.3
09/05/2017 12:00:00	100240	483	0	62	15.7
09/05/2017 13:00:00	100190	767	0	48	16.9
09/05/2017 14:00:00	100130	778	0	43	18
09/05/2017 15:00:00	100090	613	0	46	17.9
09/05/2017 16:00:00	100050	345	0	48	18.1
09/05/2017 17:00:00	100000	197	0	48	17.6
09/05/2017 18:00:00	100000	70	0	52	17
09/05/2017 19:00:00	100040	2	0	60	15.8
09/05/2017 20:00:00	100090	-2	0	65	15
09/05/2017 21:00:00	100130	-1	0	71	13.8
09/05/2017 22:00:00	100180	-1	0	81	13.2
09/05/2017 23:00:00	100190	-5	0	85	12.5
10/05/2017 00:00:00	100170	0	0	76	12.9
10/05/2017 01:00:00	100170	-1	0	74	12.5
10/05/2017 02:00:00	100200	-8	0	76	12.3
10/05/2017 03:00:00	100200	-13	0	88	10.3
10/05/2017 04:00:00	100200	-7	0	85	10.6
10/05/2017 05:00:00	100220	60	0	80	12
10/05/2017 06:00:00	100270	258	0	75	13.1
10/05/2017 07:00:00	100280	378	0	72	14.2
10/05/2017 08:00:00	100290	569	0	65	15.5
10/05/2017 09:00:00	100300	776	0	62	16.3
10/05/2017 10:00:00	100290	850	0	60	17
10/05/2017 11:00:00	100280	900	0	57	18.2
10/05/2017 12:00:00	100280	911	0	58	18.5
10/05/2017 13:00:00	100260	525	0	64	18.2
10/05/2017 14:00:00	100220	738	0	61	18.7
10/05/2017 15:00:00	100220	300	0	64	18
10/05/2017 16:00:00	100230	124	0	65	17.6
10/05/2017 17:00:00	100220	139	0	66	17
10/05/2017 18:00:00	100210	66	0	66	16.8
10/05/2017 19:00:00	100230	4	0	69	15.9
10/05/2017 20:00:00	100250	0	0	75	15.2
10/05/2017 21:00:00	100250	-2	0	76	14.9
10/05/2017 22:00:00	100270	-1	0	79	14.8
10/05/2017 23:00:00	100260	0	0	85	14.1
11/05/2017 00:00:00	100220	0	0	91	13.5
11/05/2017 01:00:00	100170	0	0	95	13.1
11/05/2017 02:00:00	100130	-3	0	97	13.2
11/05/2017 03:00:00	100060	-7	0	96	13.4
11/05/2017 04:00:00	100040	-2	0	96	13.3
11/05/2017 05:00:00	100050	16	0	96	13.5
11/05/2017 06:00:00	100090	65	0	93	13.9
11/05/2017 07:00:00	100070	150	0	90	14.7
11/05/2017 08:00:00	100080	252	0	81	15.7
11/05/2017 09:00:00	100060	307	0	80	16.5
11/05/2017 10:00:00	100020	453	0	74	17.6
11/05/2017 11:00:00	99920	628	0	67	18.9
11/05/2017 12:00:00	99870	502	0	61	19.8
11/05/2017 13:00:00	99830	298	0	61	19.8
11/05/2017 14:00:00	99770	366	0	69	19.3
11/05/2017 15:00:00	99750	397	0	70	19
11/05/2017 16:00:00	99680	224	0	76	18.2
11/05/2017 17:00:00	99660	125	0	79	17.7
11/05/2017 18:00:00	99630	51	0	82	17.5
11/05/2017 19:00:00	99660	9	0	86	17
11/05/2017 20:00:00	99640	0	0	90	16.6
11/05/2017 21:00:00	99590	0	0	94	16.2
11/05/2017 22:00:00	99590	0	0	96	15.6
11/05/2017 23:00:00	99660	-1	0	99	15
12/05/2017 00:00:00	99630	0	0	99	15.3
12/05/2017 01:00:00	99640	-1	0	97	15.5
12/05/2017 02:00:00	99650	-5	0	94	15.7
12/05/2017 03:00:00	99610	-12	0	94	15.3
12/05/2017 04:00:00	99610	-9	0	95	14.5
12/05/2017 05:00:00	99700	58	0	94	14.6
12/05/2017 06:00:00	99740	147	0	92	14.8
12/05/2017 07:00:00	99760	361	0	77	17.9
12/05/2017 08:00:00	99770	549	0	68	19.8
12/05/2017 09:00:00	99820	710	0	63	21.2
12/05/2017 10:00:00	99850	793	0	70	20.5
12/05/2017 11:00:00	99850	846	0	65	21.2
12/05/2017 12:00:00	99810	699	0	62	22.2
12/05/2017 13:00:00	99830	304	0.2	65	22.1
12/05/2017 14:00:00	99760	474	2	71	22
12/05/2017 15:00:00	99760	428	0	58	22.8
12/05/2017 16:00:00	99830	28	14.4	87	16.9
12/05/2017 17:00:00	99810	86	0.2	85	17.9
12/05/2017 18:00:00	99830	28	0	87	18.1
12/05/2017 19:00:00	99900	4	0	89	17.1
12/05/2017 20:00:00	99950	-1	0	87	18.1
12/05/2017 21:00:00	99970	0	0	75	18
12/05/2017 22:00:00	100030	-1	0	75	17.7
12/05/2017 23:00:00	100020	-1	0	67	17.7
13/05/2017 00:00:00	100020	0	0	66	17.7
13/05/2017 01:00:00	100040	0	0	64	17.3
13/05/2017 02:00:00	100050	-6	0	62	17.2
13/05/2017 03:00:00	100060	-8	0	66	16.7
13/05/2017 04:00:00	100120	-6	0	70	16.1
13/05/2017 05:00:00	100190	76	0	73	16
13/05/2017 06:00:00	100250	260	0	68	17.4
13/05/2017 07:00:00	100320	356	0	56	19.7
13/05/2017 08:00:00	100370	561	0	54	21
13/05/2017 09:00:00	100390	751	0	49	21.5
13/05/2017 10:00:00	100430	850	0	45	22.6
13/05/2017 11:00:00	100440	895	0	43	23.2
13/05/2017 12:00:00	100450	853	0	43	23.5
13/05/2017 13:00:00	100460	735	0	41	24.4
13/05/2017 14:00:00	100450	776	0	39	25
13/05/2017 15:00:00	100430	547	0	41	25
13/05/2017 16:00:00	100430	210	0	42	24.6
13/05/2017 17:00:00	100430	155	0	38	25.1
13/05/2017 18:00:00	100470	66	0	43	22.9
13/05/2017 19:00:00	100650	4	0	45	21.7
13/05/2017 20:00:00	100740	-4	0	61	20
13/05/2017 21:00:00	100750	-1	0	51	19.5
13/05/2017 22:00:00	100770	-2	0	52	19
13/05/2017 23:00:00	100820	-4	0	52	18.8
14/05/2017 00:00:00	100850	-2	0	52	18.5
14/05/2017 01:00:00	100850	-5	0	50	18.4
14/05/2017 02:00:00	100890	-11	0	60	16.8
14/05/2017 03:00:00	100920	-9	0	62	15.9
14/05/2017 04:00:00	100960	-5	0	63	15.6
14/05/2017 05:00:00	101030	82	0	60	16.3
14/05/2017 06:00:00	101080	270	0	57	17.8
14/05/2017 07:00:00	101140	340	0	52	19.3
14/05/2017 08:00:00	101180	575	0	50	21
14/05/2017 09:00:00	101170	752	0	49	21.4
14/05/2017 10:00:00	101160	849	0	42	22.8
14/05/2017 11:00:00	101170	887	0	41	23.5
14/05/2017 12:00:00	101130	845	0	37	25.5
14/05/2017 13:00:00	101110	594	0	42	24.4
14/05/2017 14:00:00	101050	435	0	35	25.5
14/05/2017 15:00:00	100990	598	0	33	25.6
14/05/2017 16:00:00	100990	283	0	30	25.8
14/05/2017 17:00:00	100990	88	0	42	23.4
14/05/2017 18:00:00	101040	45	0	44	22.4
14/05/2017 19:00:00	101080	2	0	46	21.6
14/05/2017 20:00:00	101170	-2	0	49	20.7
14/05/2017 21:00:00	101210	-1	0	53	19.9
14/05/2017 22:00:00	101240	-2	0	55	19.5
14/05/2017 23:00:00	101270	0	0	56	19.2
15/05/2017 00:00:00	101350	0	0	61	19.4
15/05/2017 01:00:00	101360	0	0	82	17.6
15/05/2017 02:00:00	101390	-4	0	80	17.1
15/05/2017 03:00:00	101450	-6	0	78	16.5
15/05/2017 04:00:00	101460	-9	0	81	16.4
15/05/2017 05:00:00	101480	12	0	84	16.8
15/05/2017 06:00:00	101550	52	0	82	16.8
15/05/2017 07:00:00	101600	162	0	73	18.1
15/05/2017 08:00:00	101650	501	0	62	19.3
15/05/2017 09:00:00	101650	708	0	59	19.8
15/05/2017 10:00:00	101670	557	0	57	20.3
15/05/2017 11:00:00	101640	689	0	54	21.4
15/05/2017 12:00:00	101610	732	0	51	21.8
15/05/2017 13:00:00	101560	844	0	42	23.2
15/05/2017 14:00:00	101520	653	0	41	23.2
15/05/2017 15:00:00	101490	449	0	41	23.7
15/05/2017 16:00:00	101480	332	0	43	23.4
15/05/2017 17:00:00	101500	229	0	42	23.3
15/05/2017 18:00:00	101570	101	0	42	23
15/05/2017 19:00:00	101660	7	0	47	21
15/05/2017 20:00:00	101690	-2	0	47	20.5
15/05/2017 21:00:00	101740	-6	0	50	19.8
15/05/2017 22:00:00	101760	-5	0	61	17.5
15/05/2017 23:00:00	101810	-5	0	62	17.5
16/05/2017 00:00:00	101820	0	0	65	16.8
16/05/2017 01:00:00	101810	-4	0	68	15.6
16/05/2017 02:00:00	101780	-9	0	71	15.1
16/05/2017 03:00:00	101760	-8	0	69	15.1
16/05/2017 04:00:00	101770	0	0	71	14.6
16/05/2017 05:00:00	101820	82	0	67	15.6
16/05/2017 06:00:00	101870	259	0	56	17.9
16/05/2017 07:00:00	101890	342	0	54	19
16/05/2017 08:00:00	101900	588	0	47	21.3
16/05/2017 09:00:00	101900	759	0	49	21.4
16/05/2017 10:00:00	101870	842	0	46	22.5
16/05/2017 11:00:00	101820	933	0	39	23.5
16/05/2017 12:00:00	101760	836	0	34	23.9
16/05/2017 13:00:00	101710	737	0	33	24.3
16/05/2017 14:00:00	101660	686	0	32	25
16/05/2017 15:00:00	101600	488	0	34	24.2
16/05/2017 16:00:00	101560	249	0	33	24.6
16/05/2017 17:00:00	101540	252	0	31	24.7
16/05/2017 18:00:00	101530	100	0	32	24.3
16/05/2017 19:00:00	101540	8	0	44	22.1
16/05/2017 20:00:00	101580	-7	0	49	20.2
16/05/2017 21:00:00	101580	-7	0	51	19.3
16/05/2017 22:00:00	101600	-2	0	55	18
16/05/2017 23:00:00	101620	1	0	56	17.5
17/05/2017 00:00:00	101610	-1	0	58	17.2
17/05/2017 01:00:00	101570	-2	0	59	16.6
17/05/2017 02:00:00	101540	-1	0	61	16
17/05/2017 03:00:00	101520	-5	0	61	15.7
17/05/2017 04:00:00	101530	-4	0	64	15
17/05/2017 05:00:00	101550	79	0	63	15.5
17/05/2017 06:00:00	101520	263	0	57	17.3
17/05/2017 07:00:00	101510	345	0	45	20.2
17/05/2017 08:00:00	101500	574	0	40	22.7
17/05/2017 09:00:00	101460	734	0	36	24.2
17/05/2017 10:00:00	101400	832	0	31	24.4
17/05/2017 11:00:00	101340	887	0	28	24.7
17/05/2017 12:00:00	101280	891	0	27	25.4
17/05/2017 13:00:00	101220	843	0	28	25.8
17/05/2017 14:00:00	101150	743	0	31	25.7
17/05/2017 15:00:00	101110	579	0	31	25.7
17/05/2017 16:00:00	101060	319	0	29	25.6
17/05/2017 17:00:00	101030	269	0	28	25.2
17/05/2017 18:00:00	101020	104	0	29	24.3
17/05/2017 19:00:00	101010	8	0	32	23.2
17/05/2017 20:00:00	101040	-5	0	32	22.3
17/05/2017 21:00:00	101040	-7	0	33	21.8
17/05/2017 22:00:00	101030	-5	0	42	19.9
17/05/2017 23:00:00	101010	-2	0	48	18.1
18/05/2017 00:00:00	100990	-6	0	48	18.2
18/05/2017 01:00:00	100960	-5	0	51	17.8
18/05/2017 02:00:00	100910	-8	0	56	16.3
18/05/2017 03:00:00	100900	-12	0	57	15.9
18/05/2017 04:00:00	100880	-3	0	62	14.9
18/05/2017 05:00:00	100880	86	0	57	15.8
18/05/2017 06:00:00	100900	266	0	56	17
18/05/2017 07:00:00	100910	358	0	38	21.5
18/05/2017 08:00:00	100900	578	0	37	22.7
18/05/2017 09:00:00	100870	751	0	36	23.1
18/05/2017 10:00:00	100840	855	0	35	23.6
18/05/2017 11:00:00	100790	912	0	32	25
18/05/2017 12:00:00	100740	884	0	30	25
18/05/2017 13:00:00	100700	853	0	30	25.6
18/05/2017 14:00:00	100660	702	0	33	25.4
18/05/2017 15:00:00	100640	508	0	31	25.3
18/05/2017 16:00:00	100600	270	0	31	25
18/05/2017 17:00:00	100600	158	0	37	23.8
18/05/2017 18:00:00	100580	78	0	38	22.8
18/05/2017 19:00:00	100580	9	0	44	21.8
18/05/2017 20:00:00	100580	-3	0	49	21.1
18/05/2017 21:00:00	100560	0	0	52	20.4
18/05/2017 22:00:00	100540	0	0	53	19.8
18/05/2017 23:00:00	100500	0	0	56	19.4
19/05/2017 00:00:00	100440	-4	0	55	19.9
19/05/2017 01:00:00	100400	-7	0	60	18.5
19/05/2017 02:00:00	100390	-12	0	59	18.7
19/05/2017 03:00:00	100400	-10	0	82	17
19/05/2017 04:00:00	100370	-4	0	82	17.2
19/05/2017 05:00:00	100360	57	0	54	19.6
19/05/2017 06:00:00	100380	225	0	45	20.8
19/05/2017 07:00:00	100400	273	0	40	21.4
19/05/2017 08:00:00	100410	219	0	38	22.2
19/05/2017 09:00:00	100400	480	0	33	23.9
19/05/2017 10:00:00	100400	302	0	32	23.5
19/05/2017 11:00:00	100360	321	0	30	24.4
19/05/2017 12:00:00	100320	764	0	26	25.6
19/05/2017 13:00:00	100420	748	0	32	24.9
19/05/2017 14:00:00	100400	527	0	35	22.7
19/05/2017 15:00:00	100340	388	0	33	24.1
19/05/2017 16:00:00	100330	325	0	25	25.5
19/05/2017 17:00:00	100340	282	0	27	24.8
19/05/2017 18:00:00	100370	113	0	32	23.9
19/05/2017 19:00:00	100420	15	0	36	22.8
19/05/2017 20:00:00	100480	-3	0	42	21.4
19/05/2017 21:00:00	100510	-3	0	45	20.9
19/05/2017 22:00:00	100520	-3	0	49	20.1
19/05/2017 23:00:00	100510	-4	0	50	18.3
20/05/2017 00:00:00	100490	0	0	53	17.6
20/05/2017 01:00:00	100500	-1	0	54	17.4
20/05/2017 02:00:00	100480	-10	0	59	17.3
20/05/2017 03:00:00	100510	-6	0	58	17.4
20/05/2017 04:00:00	100530	-7	0	59	16.2
20/05/2017 05:00:00	100550	36	0	59	16.3
20/05/2017 06:00:00	100560	113	0	61	15.9
20/05/2017 07:00:00	100630	177	0	52	17.1
20/05/2017 08:00:00	100640	273	0	47	18.1
20/05/2017 09:00:00	100700	333	0	45	18.6
20/05/2017 10:00:00	100700	487	0	44	19.6
20/05/2017 11:00:00	100710	723	0	42	20.7
20/05/2017 12:00:00	100670	812	0	51	19.7
20/05/2017 13:00:00	100660	618	0	58	18.4
20/05/2017 14:00:00	100640	428	0	59	18.6
20/05/2017 15:00:00	100640	266	0	53	19.3
20/05/2017 16:00:00	100660	344	0	49	20
20/05/2017 17:00:00	100720	178	0	49	19.5
20/05/2017 18:00:00	100780	101	0	59	17.9
20/05/2017 19:00:00	100800	2	0	51	17.8
20/05/2017 20:00:00	100830	-1	0	54	17.6
20/05/2017 21:00:00	100850	-2	0	54	17.5
20/05/2017 22:00:00	100910	0	0	56	17.3
20/05/2017 23:00:00	100950	-2	0	56	17.4
21/05/2017 00:00:00	100950	-2	0	58	17.1
21/05/2017 01:00:00	100950	-1	0	59	16.7
21/05/2017 02:00:00	100930	-8	0	59	16.2
21/05/2017 03:00:00	100950	-7	0	57	16.3
21/05/2017 04:00:00	100960	-4	0	59	16
21/05/2017 05:00:00	101000	40	0	60	16.3
21/05/2017 06:00:00	101040	250	0	62	16.5
21/05/2017 07:00:00	101070	367	0	54	18.2
21/05/2017 08:00:00	101100	596	0	47	19.8
21/05/2017 09:00:00	101120	775	0	35	21.8
21/05/2017 10:00:00	101130	885	0	32	22.8
21/05/2017 11:00:00	101120	921	0	31	23.6
21/05/2017 12:00:00	101110	903	0	29	23.6
21/05/2017 13:00:00	101070	856	0	28	24.6
21/05/2017 14:00:00	101040	755	0	25	24.9
21/05/2017 15:00:00	101020	622	0	25	25
21/05/2017 16:00:00	100990	308	0	26	24.8
21/05/2017 17:00:00	100980	279	0	26	24.4
21/05/2017 18:00:00	100990	107	0	30	23.7
21/05/2017 19:00:00	101010	15	0	34	22.6
21/05/2017 20:00:00	101040	-6	0	38	21.3
21/05/2017 21:00:00	101050	-5	0	44	19.4
21/05/2017 22:00:00	101050	-5	0	49	18.3
21/05/2017 23:00:00	101050	-5	0	49	17.9
22/05/2017 00:00:00	101030	-2	0	49	17.8
22/05/2017 01:00:00	101030	-2	0	53	16.6
22/05/2017 02:00:00	101000	-8	0	53	16.6
22/05/2017 03:00:00	100970	-7	0	55	15.9
22/05/2017 04:00:00	100970	0	0	57	15.4
22/05/2017 05:00:00	100980	90	0	53	16.5
22/05/2017 06:00:00	100980	275	0	48	18.2
22/05/2017 07:00:00	100980	377	0	45	20.3
22/05/2017 08:00:00	100970	582	0	38	23.1
22/05/2017 09:00:00	100950	733	0	36	24.3
22/05/2017 10:00:00	100930	821	0	32	24.9
22/05/2017 11:00:00	100890	817	0	32	24.9
22/05/2017 12:00:00	100850	806	0	30	25.9
22/05/2017 13:00:00	100790	774	0	31	25.8
22/05/2017 14:00:00	100740	707	0	30	26
22/05/2017 15:00:00	100690	548	0	29	26.3
22/05/2017 16:00:00	100640	307	0	30	26.5
22/05/2017 17:00:00	100590	274	0	29	26.7
22/05/2017 18:00:00	100570	109	0	32	25.8
22/05/2017 19:00:00	100600	9	0	38	24.6
22/05/2017 20:00:00	100650	-3	0	46	22.9
22/05/2017 21:00:00	100690	-1	0	51	21.2
22/05/2017 22:00:00	100700	-2	0	51	21.3
22/05/2017 23:00:00	100710	-2	0	46	21.2
23/05/2017 00:00:00	100710	-1	0	47	20.4
23/05/2017 01:00:00	100700	-3	0	49	19.7
23/05/2017 02:00:00	100690	-7	0	53	18.7
23/05/2017 03:00:00	100710	-8	0	57	17.9
23/05/2017 04:00:00	100730	4	0	60	17.1
23/05/2017 05:00:00	100750	92	0	60	17.4
23/05/2017 06:00:00	100790	278	0	54	19.5
23/05/2017 07:00:00	100830	369	0	46	22.1
23/05/2017 08:00:00	100850	575	0	36	23.9
23/05/2017 09:00:00	100860	744	0	32	25.3
23/05/2017 10:00:00	100850	740	0	30	26.5
23/05/2017 11:00:00	100840	855	0	29	26.8
23/05/2017 12:00:00	100780	889	0	28	27.6
23/05/2017 13:00:00	100730	847	0	25	28.4
23/05/2017 14:00:00	100680	746	0	25	28.7
23/05/2017 15:00:00	100640	613	0	24	29.2
23/05/2017 16:00:00	100600	293	0	24	28.9
23/05/2017 17:00:00	100590	279	0	25	29.1
23/05/2017 18:00:00	100620	106	0	25	28.2
23/05/2017 19:00:00	100660	9	0	39	25.4
23/05/2017 20:00:00	100720	-6	0	39	24.4
23/05/2017 21:00:00	100720	-1	0	38	23.7
23/05/2017 22:00:00	100730	-3	0	36	23.3
23/05/2017 23:00:00	100750	-3	0	35	22.8
24/05/2017 00:00:00	100740	-5	0	35	22.1
24/05/2017 01:00:00	100740	-3	0	38	21.4
24/05/2017 02:00:00	100730	-7	0	41	20.9
24/05/2017 03:00:00	100730	-2	0	44	20.1
24/05/2017 04:00:00	100750	0	0	50	18.9
24/05/2017 05:00:00	100780	62	0	51	18.9
24/05/2017 06:00:00	100790	179	0	52	19.6
24/05/2017 07:00:00	100830	268	0	49	21
24/05/2017 08:00:00	100840	276	0	45	22.4
24/05/2017 09:00:00	100830	421	0	42	23.7
24/05/2017 10:00:00	100820	501	0	38	25
24/05/2017 11:00:00	100760	745	0	37	26.4
24/05/2017 12:00:00	100690	858	0	31	27.4
24/05/2017 13:00:00	100650	833	0	29	28.6
24/05/2017 14:00:00	100590	670	0	26	28.8
24/05/2017 15:00:00	100500	538	0	28	28.7
24/05/2017 16:00:00	100460	389	0	27	29.6
24/05/2017 17:00:00	100440	249	0	27	29.2
24/05/2017 18:00:00	100450	90	0	34	27.8
24/05/2017 19:00:00	100440	10	0	45	25.5
24/05/2017 20:00:00	100450	-3	0	39	24.8
24/05/2017 21:00:00	100430	-2	0	39	23.9
24/05/2017 22:00:00	100400	0	0	38	23.3
24/05/2017 23:00:00	100420	0	0	40	22.8
25/05/2017 00:00:00	100470	-3	0	69	20.4
25/05/2017 01:00:00	100480	0	0	84	19.8
25/05/2017 02:00:00	100510	-7	0	87	19.7
25/05/2017 03:00:00	100540	-5	0	88	19.1
25/05/2017 04:00:00	100630	-1	0	86	18.3
25/05/2017 05:00:00	100700	43	0	90	17.9
25/05/2017 06:00:00	100760	96	0	84	18.7
25/05/2017 07:00:00	100840	174	0	79	19.2
25/05/2017 08:00:00	100870	480	0	66	21
25/05/2017 09:00:00	100900	557	0	63	21.4
25/05/2017 10:00:00	100920	801	0	59	22.1
25/05/2017 11:00:00	100880	901	0	51	22.7
25/05/2017 12:00:00	100850	811	0	45	23.2
25/05/2017 13:00:00	100800	792	0	43	23.6
25/05/2017 14:00:00	100750	739	0	41	23.9
25/05/2017 15:00:00	100720	579	0	38	24.2
25/05/2017 16:00:00	100700	286	0	38	23.5
25/05/2017 17:00:00	100700	297	0	34	22.6
25/05/2017 18:00:00	100730	121	0	33	21.8
25/05/2017 19:00:00	100780	20	0	38	20.5
25/05/2017 20:00:00	100820	-4	0	40	19.7
25/05/2017 21:00:00	100870	-5	0	42	19.3
25/05/2017 22:00:00	100920	-5	0	42	19
25/05/2017 23:00:00	100940	-1	0	41	19.1
26/05/2017 00:00:00	100910	-3	0	43	18.9
26/05/2017 01:00:00	100900	-4	0	55	16.6
26/05/2017 02:00:00	100910	-7	0	57	16.4
26/05/2017 03:00:00	100910	-11	0	61	15.6
26/05/2017 04:00:00	100940	-2	0	61	15.6
26/05/2017 05:00:00	100960	72	0	55	17.2
26/05/2017 06:00:00	100990	110	0	45	18.3
26/05/2017 07:00:00	101020	238	0	44	19.1
26/05/2017 08:00:00	101020	578	0	39	20.7
26/05/2017 09:00:00	101020	774	0	31	22.4
26/05/2017 10:00:00	101000	871	0	30	22.8
26/05/2017 11:00:00	100970	919	0	31	23.4
26/05/2017 12:00:00	100930	835	0.2	31	23.7
26/05/2017 13:00:00	100890	876	0	30	24.3
26/05/2017 14:00:00	100840	778	0	30	24.3
26/05/2017 15:00:00	100790	618	0	31	24.7
26/05/2017 16:00:00	100780	213	0	31	24.5
26/05/2017 17:00:00	100780	300	0	31	24.1
26/05/2017 18:00:00	100800	123	0	33	23.1
26/05/2017 19:00:00	100840	13	0	35	22.3
26/05/2017 20:00:00	100910	-2	0	36	21.3
26/05/2017 21:00:00	100940	-2	0	37	20.7
26/05/2017 22:00:00	100990	-3	0	40	20
26/05/2017 23:00:00	101010	-4	0	44	18.8
27/05/2017 00:00:00	101000	-4	0	45	18.7
27/05/2017 01:00:00	101030	-5	0	49	17.5
27/05/2017 02:00:00	101040	-6	0	52	16.9
27/05/2017 03:00:00	101070	-7	0	49	17.2
27/05/2017 04:00:00	101070	0	0	48	16.9
27/05/2017 05:00:00	101100	99	0	45	17.9
27/05/2017 06:00:00	101140	294	0	39	19.5
27/05/2017 07:00:00	101150	444	0	34	21.7
27/05/2017 08:00:00	101160	594	0	37	22.9
27/05/2017 09:00:00	101160	749	0	32	24.4
27/05/2017 10:00:00	101140	873	0	33	25.1
27/05/2017 11:00:00	101130	903	0	30	25.5
27/05/2017 12:00:00	101080	922	0	28	26.7
27/05/2017 13:00:00	101040	876	0	26	27
27/05/2017 14:00:00	101010	774	0	26	27.5
27/05/2017 15:00:00	100980	611	0	25	27.2
27/05/2017 16:00:00	100970	210	0	26	27.3
27/05/2017 17:00:00	100950	297	0	29	26.6
27/05/2017 18:00:00	100980	125	0	29	26.1
27/05/2017 19:00:00	101020	15	0	34	24.9
27/05/2017 20:00:00	101080	-5	0	39	23.4
27/05/2017 21:00:00	101130	-5	0	38	22.3
27/05/2017 22:00:00	101180	-6	0	45	20.6
27/05/2017 23:00:00	101220	-4	0	50	19.3
28/05/2017 00:00:00	101220	-2	0	47	20.4
28/05/2017 01:00:00	101220	-2	0	51	18.6
28/05/2017 02:00:00	101230	-8	0	49	18.4
28/05/2017 03:00:00	101200	-5	0	45	18.9
28/05/2017 04:00:00	101210	5	0	41	19.3
28/05/2017 05:00:00	101220	98	0	44	18.8
28/05/2017 06:00:00	101240	251	0	36	21.4
28/05/2017 07:00:00	101230	383	0	33	23
28/05/2017 08:00:00	101240	596	0	31	26.2
28/05/2017 09:00:00	101220	771	0	31	26.5
28/05/2017 10:00:00	101200	861	0	27	27.6
28/05/2017 11:00:00	101160	915	0	26	28.4
28/05/2017 12:00:00	101130	910	0	26	28.5
28/05/2017 13:00:00	101090	863	0	27	28.6
28/05/2017 14:00:00	101050	773	0	27	28.9
28/05/2017 15:00:00	101030	616	0	28	28.7
28/05/2017 16:00:00	100980	214	0	29	28.3
28/05/2017 17:00:00	100970	298	0	32	27.3
28/05/2017 18:00:00	101000	125	0	33	26.2
28/05/2017 19:00:00	101000	14	0	37	24.8
28/05/2017 20:00:00	101060	-2	0	39	24.1
28/05/2017 21:00:00	101080	-7	0	42	23.2
28/05/2017 22:00:00	101070	-5	0	42	22.5
28/05/2017 23:00:00	101050	-4	0	52	20.4
29/05/2017 00:00:00	101010	-5	0	55	19.8
29/05/2017 01:00:00	100970	-8	0	56	19.8
29/05/2017 02:00:00	100940	-12	0	60	18.4
29/05/2017 03:00:00	100920	-8	0	63	18
29/05/2017 04:00:00	100920	-4	0	67	16.8
29/05/2017 05:00:00	100940	106	0	63	17.9
29/05/2017 06:00:00	100940	296	0	58	19.6
29/05/2017 07:00:00	100940	389	0	49	22.2
29/05/2017 08:00:00	100900	592	0	38	24.6
29/05/2017 09:00:00	100860	769	0	31	26
29/05/2017 10:00:00	100820	867	0	30	27.5
29/05/2017 11:00:00	100780	914	0	28	28.1
29/05/2017 12:00:00	100740	912	0	28	28.6
29/05/2017 13:00:00	100690	864	0	27	29.3
29/05/2017 14:00:00	100650	770	0	28	29.2
29/05/2017 15:00:00	100610	608	0	29	29.1
29/05/2017 16:00:00	100550	223	0	31	28.8
29/05/2017 17:00:00	100550	291	0	34	27.9
29/05/2017 18:00:00	100550	119	0	38	26.4
29/05/2017 19:00:00	100560	16	0	43	24.7
29/05/2017 20:00:00	100610	-1	0	47	23.3
29/05/2017 21:00:00	100630	-6	0	51	22.3
29/05/2017 22:00:00	100620	-2	0	53	21.8
29/05/2017 23:00:00	100620	0	0	49	22.2
30/05/2017 00:00:00	100590	-2	0	47	22.3
30/05/2017 01:00:00	100570	-2	0	47	22
30/05/2017 02:00:00	100550	-6	0	48	21.9
30/05/2017 03:00:00	100570	-6	0	49	21.5
30/05/2017 04:00:00	100600	0	0	52	20.9
30/05/2017 05:00:00	100630	83	0	54	20.8
30/05/2017 06:00:00	100640	262	0	50	22.2
30/05/2017 07:00:00	100650	381	0	47	23.9
30/05/2017 08:00:00	100680	568	0	40	26
30/05/2017 09:00:00			0		
30/05/2017 10:00:00	100690	839	0	35	28.4
30/05/2017 11:00:00	100670	877	0	31	29.2
30/05/2017 12:00:00	100640	879	0	30	29.9
30/05/2017 13:00:00	100580	832	0	29	31
30/05/2017 14:00:00	100550	674	0	30	30.3
30/05/2017 15:00:00	100540	615	0	33	30.6
30/05/2017 16:00:00	100560	120	0	34	30.1
30/05/2017 17:00:00	100560	61	0	40	27.6
30/05/2017 18:00:00	100590	72	0	44	27.7
30/05/2017 19:00:00	100590	13	0	34	26.7
30/05/2017 20:00:00	100640	-3	0	34	26.1
30/05/2017 21:00:00	100680	0	0	35	25.2
30/05/2017 22:00:00	100700	-1	0	36	24.6
30/05/2017 23:00:00	100720	-2	0	39	24
31/05/2017 00:00:00	100720	-1	0	41	23.4
31/05/2017 01:00:00	100770	0	0	38	23
31/05/2017 02:00:00	100800	-8	0	37	22.6
31/05/2017 03:00:00	100850	-7	0	40	21.9
31/05/2017 04:00:00	100890	-1	0	42	21.7
31/05/2017 05:00:00	100940	85	0	41	22.1
31/05/2017 06:00:00	101000	255	0	37	23.8
31/05/2017 07:00:00	101030	369	0	37	23.9
31/05/2017 08:00:00	101050	585	0	35	25.7
31/05/2017 09:00:00	101040	737	0	34	27.4
