Date	Pressione atmosferica istantanea al livello della stazione a 2 m dal suolo (PA)	Irradianza globale visibile media oraria - componente dall'alto (W/M**2)	Precipitazione cumulata su 1 ora (KG/M**2)	Umidita' relativa dell'aria istantanea a 2 m dal suolo (%)	Temperatura dell'aria istantanea a 2 m dal suolo (°C)
17/04/2017 10:00:00	100710	784	0	52	15.2
17/04/2017 11:00:00	100650	782	0	44	16
17/04/2017 12:00:00	100580	825	0	38	16.4
17/04/2017 13:00:00	100500	813	0	36	16.9
17/04/2017 14:00:00	100410	675	0	35	17.3
17/04/2017 15:00:00	100350	432	0	36	17.2
17/04/2017 16:00:00	100350	160	0	43	16.4
17/04/2017 17:00:00	100320	69	0	46	15.9
17/04/2017 18:00:00	100320	25	0	49	15.3
17/04/2017 19:00:00	100340	-2	0	57	13.9
17/04/2017 20:00:00	100350	0	0	62	13.6
17/04/2017 21:00:00	100320	0	0	66	12.9
17/04/2017 22:00:00	100280	0	0	68	11.9
17/04/2017 23:00:00	100230	-1	0	70	11.6
18/04/2017 00:00:00	100170	-1	0	68	11.5
18/04/2017 01:00:00	100100	0	0	67	11.1
18/04/2017 02:00:00	100100	-7	0	65	11.1
18/04/2017 03:00:00	100090	-7	0	68	10.2
18/04/2017 04:00:00	100070	-9	0	70	9.4
18/04/2017 05:00:00	100050	10	0	76	8.7
18/04/2017 06:00:00	100060	133	0	68	9.9
18/04/2017 07:00:00	100030	332	0	57	13.2
18/04/2017 08:00:00	99980	540	0	60	13.5
18/04/2017 09:00:00	100020	652	0	60	14.7
18/04/2017 10:00:00	100050	327	0	62	15
18/04/2017 11:00:00	100120	170	0	65	10.4
18/04/2017 12:00:00	100350	48	2.8	71	9.3
18/04/2017 13:00:00	100450	74	4.2	88	8
18/04/2017 14:00:00	100360	90	0.8	86	7.9
18/04/2017 15:00:00	100440	93	0	82	8.2
18/04/2017 16:00:00	100570	85	0.8	85	7.8
18/04/2017 17:00:00	100610	57	0.8	92	7.6
18/04/2017 18:00:00	100710	12	1.4	91	6
18/04/2017 19:00:00	100640	1	0.2	78	6.8
18/04/2017 20:00:00	100670	0	0	84	6
18/04/2017 21:00:00	100750	-1	0	90	5.4
18/04/2017 22:00:00	100770	0	0	89	5.3
18/04/2017 23:00:00	100810	0	0	91	4.9
19/04/2017 00:00:00	100790	-1	0	91	5.2
19/04/2017 01:00:00	100740	0	0	87	5.5
19/04/2017 02:00:00	100720	-4	0	78	5.7
19/04/2017 03:00:00	100690	-4	0	71	6
19/04/2017 04:00:00	100700	-6	0	63	6
19/04/2017 05:00:00	100740	22	0	50	6.5
19/04/2017 06:00:00	100790	157	0	40	7.5
19/04/2017 07:00:00	100840	363	0	33	8.7
19/04/2017 08:00:00	100850	585	0	31	10.1
19/04/2017 09:00:00	100870	730	0	28	11.8
19/04/2017 10:00:00	100890	828	0	25	12.6
19/04/2017 11:00:00	100860	882	0	21	13.2
19/04/2017 12:00:00	100840	534	0	20	13.4
19/04/2017 13:00:00	100810	575	0	17	14.4
19/04/2017 14:00:00	100780	707	0	17	14
19/04/2017 15:00:00	100770	384	0	19	13.5
19/04/2017 16:00:00	100810	106	0	20	12.2
19/04/2017 17:00:00	100900	21	0	23	12.1
19/04/2017 18:00:00	100900	28	0	28	11.2
19/04/2017 19:00:00	100990	0	0	22	12.1
19/04/2017 20:00:00	101100	-5	0	34	10.3
19/04/2017 21:00:00	101140	0	0	32	10.2
19/04/2017 22:00:00	101230	-6	0	42	7.9
19/04/2017 23:00:00	101290	-1	0	47	7.1
20/04/2017 00:00:00	101310	-1	0	53	5.9
20/04/2017 01:00:00	101310	-1	0	58	4.6
20/04/2017 02:00:00	101360	-1	0	55	4.8
20/04/2017 03:00:00	101390	-4	0	61	3.8
20/04/2017 04:00:00	101410	-4	0	61	3.5
20/04/2017 05:00:00	101450	11	0	58	3.7
20/04/2017 06:00:00	101490	133	0	49	5.4
20/04/2017 07:00:00	101560	354	0	34	8.5
20/04/2017 08:00:00	101590	575	0	30	9.7
20/04/2017 09:00:00	101590	719	0	29	11.4
20/04/2017 10:00:00	101560	821	0	22	12.9
20/04/2017 11:00:00	101510	876	0	18	13.5
20/04/2017 12:00:00	101470	881	0	18	14.3
20/04/2017 13:00:00	101440	823	0	14	14.2
20/04/2017 14:00:00	101380	722	0	13	15.4
20/04/2017 15:00:00	101350	575	0	12	15
20/04/2017 16:00:00	101360	390	0	12	15.5
20/04/2017 17:00:00	101400	151	0	11	14.6
20/04/2017 18:00:00	101480	43	0	28	13.3
20/04/2017 19:00:00	101590	-3	0	39	11.6
20/04/2017 20:00:00	101680	-5	0	37	10.7
20/04/2017 21:00:00	101730	-3	0	36	10.3
20/04/2017 22:00:00	101770	-5	0	30	10.3
20/04/2017 23:00:00	101840	-2	0	36	8.8
21/04/2017 00:00:00	101850	-8	0	39	7.6
21/04/2017 01:00:00	101860	-2	0	43	7.2
21/04/2017 02:00:00	101900	-7	0	39	7.7
21/04/2017 03:00:00	101950	-9	0	46	8.1
21/04/2017 04:00:00	101950	-6	0	48	7.8
21/04/2017 05:00:00	101980	16	0	47	7.6
21/04/2017 06:00:00	102010	153	0	52	5.6
21/04/2017 07:00:00	102020	344	0	38	9.9
21/04/2017 08:00:00	102030	582	0	31	10.9
21/04/2017 09:00:00	102040	736	0	27	11.6
21/04/2017 10:00:00	102020	838	0	22	12.7
21/04/2017 11:00:00	101970	894	0	21	13.2
21/04/2017 12:00:00	101940	885	0	20	13.5
21/04/2017 13:00:00	101870	833	0	18	14.1
21/04/2017 14:00:00	101770	725	0	18	15.5
21/04/2017 15:00:00	101700	578	0	17	15.5
21/04/2017 16:00:00	101690	389	0	17	15.5
21/04/2017 17:00:00	101680	155	0	21	14.7
21/04/2017 18:00:00	101680	50	0	23	14
21/04/2017 19:00:00	101700	-3	0	29	12.9
21/04/2017 20:00:00	101720	-7	0	37	11.2
21/04/2017 21:00:00	101690	-7	0	39	9.5
21/04/2017 22:00:00	101670	-3	0	35	9.8
21/04/2017 23:00:00	101640	0	0	40	8.4
22/04/2017 00:00:00	101620	0	0	44	7.6
22/04/2017 01:00:00	101540	-1	0	43	8
22/04/2017 02:00:00	101500	-5	0	46	7.7
22/04/2017 03:00:00	101480	-5	0	48	7.4
22/04/2017 04:00:00	101430	-3	0	48	7.5
22/04/2017 05:00:00	101420	25	0	44	8.4
22/04/2017 06:00:00	101440	164	0	42	9.4
22/04/2017 07:00:00	101430	333	0	35	11.7
22/04/2017 08:00:00	101400	563	0	30	14.4
22/04/2017 09:00:00	101360	712	0	26	15.8
22/04/2017 10:00:00	101280	807	0	24	17.5
22/04/2017 11:00:00	101160	863	0	23	17.9
22/04/2017 12:00:00	101050	854	0	24	18.8
22/04/2017 13:00:00	100930	797	0	27	19.4
22/04/2017 14:00:00	100800	694	0	29	20.3
22/04/2017 15:00:00	100690	548	0	31	20.6
22/04/2017 16:00:00	100620	370	0	33	20.6
22/04/2017 17:00:00	100560	151	0	37	19.5
22/04/2017 18:00:00	100530	44	0	42	17.4
22/04/2017 19:00:00	100560	0	0	47	15.9
22/04/2017 20:00:00	100630	0	0	50	14.9
22/04/2017 21:00:00	100680	-1	0	52	14.4
22/04/2017 22:00:00	100690	-2	0	52	14
22/04/2017 23:00:00	100750	-1	0	55	12.5
23/04/2017 00:00:00	100720	0	0	56	12.4
23/04/2017 01:00:00	100700	-1	0	58	12.4
23/04/2017 02:00:00	100690	-5	0	59	12.4
23/04/2017 03:00:00	100660	-9	0	59	12
23/04/2017 04:00:00	100650	-3	0	60	11.8
23/04/2017 05:00:00	100680	23	0	60	11.9
23/04/2017 06:00:00	100750	169	0	57	13.2
23/04/2017 07:00:00	100790	337	0	51	14.9
23/04/2017 08:00:00	100820	556	0	45	16.9
23/04/2017 09:00:00	100840	661	0	48	16.5
23/04/2017 10:00:00	100860	807	0	43	17.7
23/04/2017 11:00:00	100830	846	0	42	18.3
23/04/2017 12:00:00	100800	577	0	41	18.4
23/04/2017 13:00:00	100770	696	0	40	19.3
23/04/2017 14:00:00	100730	544	0	42	18.9
23/04/2017 15:00:00	100700	384	0	42	19.6
23/04/2017 16:00:00	100720	282	0	55	17.7
23/04/2017 17:00:00	100750	161	0	55	17.4
23/04/2017 18:00:00	100800	46	0	59	16.3
23/04/2017 19:00:00	100890	-3	0	65	15
23/04/2017 20:00:00	100970	0	0	72	13.8
23/04/2017 21:00:00	100970	0	0	82	13.2
23/04/2017 22:00:00	101010	0	0	83	13.1
23/04/2017 23:00:00	101030	0	0	85	13
24/04/2017 00:00:00	101020	-2	0	80	13.5
24/04/2017 01:00:00	101030	-2	0	89	12.6
24/04/2017 02:00:00	101040	-9	0	91	11.9
24/04/2017 03:00:00	101040	-8	0	89	11.8
24/04/2017 04:00:00	101020	-9	0	91	11.6
24/04/2017 05:00:00	101060	2	0	89	11.4
24/04/2017 06:00:00	101100	77	0	88	11.8
24/04/2017 07:00:00	101130	286	0	73	14
24/04/2017 08:00:00	101120	538	0	69	15.1
24/04/2017 09:00:00	101110	605	0	65	15.8
24/04/2017 10:00:00	101090	747	0	56	17.7
24/04/2017 11:00:00	101030	729	0	56	17.7
24/04/2017 12:00:00	100980	704	0	54	18.4
24/04/2017 13:00:00	100920	631	0	48	19.6
24/04/2017 14:00:00	100850	481	0	50	19.2
24/04/2017 15:00:00	100800	298	0	49	19.4
24/04/2017 16:00:00	100780	259	0	50	19.1
24/04/2017 17:00:00	100750	142	0	54	18.9
24/04/2017 18:00:00	100730	30	0	64	17.8
24/04/2017 19:00:00	100760	0	0	68	16.9
24/04/2017 20:00:00	100780	-1	0	67	15.7
24/04/2017 21:00:00	100780	0	0	71	14.8
24/04/2017 22:00:00	100750	-1	0	74	14.8
24/04/2017 23:00:00	100720	-1	0	77	14.5
25/04/2017 00:00:00	100630	-2	0	62	14.5
25/04/2017 01:00:00	100590	-5	0	60	13.8
25/04/2017 02:00:00	100560	-7	0	58	13.7
25/04/2017 03:00:00	100550	-10	0	67	12.6
25/04/2017 04:00:00	100500	-7	0	65	13.6
25/04/2017 05:00:00	100500	30	0	66	13.8
25/04/2017 06:00:00	100520	178	0	62	14.9
25/04/2017 07:00:00	100520	340	0	59	16
25/04/2017 08:00:00	100510	543	0	53	16.8
25/04/2017 09:00:00	100510	430	0	51	17.3
25/04/2017 10:00:00	100480	622	0	45	18.6
25/04/2017 11:00:00	100410	870	0	40	20
25/04/2017 12:00:00	100350	859	0	34	20.6
25/04/2017 13:00:00	100300	818	0	33	20.9
25/04/2017 14:00:00	100210	425	0	34	20.9
25/04/2017 15:00:00	100150	254	0	35	21
25/04/2017 16:00:00	100120	354	0	32	21.3
25/04/2017 17:00:00	100100	173	0	33	20.7
25/04/2017 18:00:00	100070	45	0	40	19.4
25/04/2017 19:00:00	100120	-1	0	44	18.4
25/04/2017 20:00:00	100170	-1	0	45	17.8
25/04/2017 21:00:00	100160	-1	0	48	16.9
25/04/2017 22:00:00	100140	-3	0	48	16.5
25/04/2017 23:00:00	100140	-2	0	45	16.2
26/04/2017 00:00:00	100080	2	0	48	16.1
26/04/2017 01:00:00	100050	-2	0	48	16.3
26/04/2017 02:00:00	100070	-6	0	52	15.8
26/04/2017 03:00:00	100010	-8	0	52	15.9
26/04/2017 04:00:00	99980	-8	0	52	15.9
26/04/2017 05:00:00	99910	4	0	55	15.9
26/04/2017 06:00:00	99890	49	0	51	16
26/04/2017 07:00:00	99910	90	0	49	16.1
26/04/2017 08:00:00	99920	90	0	53	15.7
26/04/2017 09:00:00	99920	160	0	51	16.4
26/04/2017 10:00:00	99890	228	0	49	18
26/04/2017 11:00:00	99890	234	0	49	18.3
26/04/2017 12:00:00	99860	355	0	47	19.3
26/04/2017 13:00:00	99860	490	0	48	19.3
26/04/2017 14:00:00	99840	346	0	45	19.5
26/04/2017 15:00:00	99800	247	0	45	19.6
26/04/2017 16:00:00	99820	88	0	54	18.3
26/04/2017 17:00:00	99840	67	0	52	18.7
26/04/2017 18:00:00	99890	6	0	83	16.3
26/04/2017 19:00:00	99870	-4	0	79	16.7
26/04/2017 20:00:00	99860	0	0	71	17
26/04/2017 21:00:00	99820	-3	0	69	17.4
26/04/2017 22:00:00	99780	-1	0	67	17.7
26/04/2017 23:00:00	99750	-5	0	67	17.7
27/04/2017 00:00:00	99700	-1	0	67	17.9
27/04/2017 01:00:00	99720	-3	0	89	14.5
27/04/2017 02:00:00	99730	-5	0	97	13.5
27/04/2017 03:00:00	99740	-7	1	97	13.8
27/04/2017 04:00:00	99760	-6	1	98	14.2
27/04/2017 05:00:00	99770	11	0	96	14.1
27/04/2017 06:00:00	99810	84	0	94	15
27/04/2017 07:00:00	99840	150	0	88	16.3
27/04/2017 08:00:00	99840	291	0	86	17.1
27/04/2017 09:00:00	99890	216	0	90	16.6
27/04/2017 10:00:00	99900	246	0	87	17.1
27/04/2017 11:00:00	99820	464	0	73	19.3
27/04/2017 12:00:00	99810	498	0	79	19
27/04/2017 13:00:00	99780	563	0	71	20.2
27/04/2017 14:00:00	99720	360	0	64	20.4
27/04/2017 15:00:00	99650	386	0	58	20.8
27/04/2017 16:00:00	99620	231	0	48	20.3
27/04/2017 17:00:00	99540	156	0	47	20.1
27/04/2017 18:00:00	99530	64	0	53	19.4
27/04/2017 19:00:00	99550	-2	0.4	68	18.1
27/04/2017 20:00:00	99570	3	6.4	97	14.3
27/04/2017 21:00:00	99530	1	0.6	94	15
27/04/2017 22:00:00	99560	0	0	86	14.8
27/04/2017 23:00:00	99530	1	0	83	14.4
28/04/2017 00:00:00	99520	-2	0	80	14.2
28/04/2017 01:00:00	99500	0	0	75	14.1
28/04/2017 02:00:00	99440	-8	0	74	13.3
28/04/2017 03:00:00	99400	-3	0	62	13.8
28/04/2017 04:00:00	99450	-5	0	51	12.6
28/04/2017 05:00:00	99460	7	0	40	11.9
28/04/2017 06:00:00	99510	64	0	37	12
28/04/2017 07:00:00	99490	308	0	33	13.7
28/04/2017 08:00:00	99530	616	0	33	14.7
28/04/2017 09:00:00	99550	684	0	31	14.9
28/04/2017 10:00:00	99620	853	0	28	15.6
28/04/2017 11:00:00	99670	933	0	28	16.1
28/04/2017 12:00:00	99730	935	0	28	16.2
28/04/2017 13:00:00	99820	804	0	30	16.2
28/04/2017 14:00:00	99860	703	0	30	15.9
28/04/2017 15:00:00	99920	523	0	35	16.7
28/04/2017 16:00:00	99970	320	0	39	16.3
28/04/2017 17:00:00	100010	188	0	38	15.4
28/04/2017 18:00:00	100050	45	0	43	14.7
28/04/2017 19:00:00	100100	2	0	42	13.8
28/04/2017 20:00:00	100140	-3	0	47	12.6
28/04/2017 21:00:00	100230	-1	0	53	11.9
28/04/2017 22:00:00	100310	-1	0	61	10.4
28/04/2017 23:00:00	100350	-1	0	63	9.8
29/04/2017 00:00:00	100380	-2	0	62	9.4
29/04/2017 01:00:00	100430	0	0	59	9.6
29/04/2017 02:00:00	100500	-5	0	60	9.3
29/04/2017 03:00:00	100540	-9	0	62	8.7
29/04/2017 04:00:00	100570	-8	0	61	8.6
29/04/2017 05:00:00	100630	34	0	65	7.8
29/04/2017 06:00:00	100690	192	0	56	9.3
29/04/2017 07:00:00	100740	347	0	53	11.7
29/04/2017 08:00:00	100770	582	0	55	12
29/04/2017 09:00:00	100800	731	0	47	14.2
29/04/2017 10:00:00	100790	644	0	47	14.1
29/04/2017 11:00:00	100790	593	0	56	13.2
29/04/2017 12:00:00	100810	280	0	54	13.1
29/04/2017 13:00:00	100770	307	0	49	14
29/04/2017 14:00:00	100750	683	0	41	15.4
29/04/2017 15:00:00	100700	592	0	37	15.8
29/04/2017 16:00:00	100690	362	0	39	15.8
29/04/2017 17:00:00	100660	211	0	39	15.6
29/04/2017 18:00:00	100690	51	0	40	15.2
29/04/2017 19:00:00	100710	2	0	47	14.1
29/04/2017 20:00:00	100750	-2	0	52	12.9
29/04/2017 21:00:00	100780	-3	0	53	11.9
29/04/2017 22:00:00	100820	-2	0	64	9.9
29/04/2017 23:00:00	100830	-3	0	65	9.6
30/04/2017 00:00:00	100800	-5	0	71	8.2
30/04/2017 01:00:00	100790	-1	0	69	8.2
30/04/2017 02:00:00	100780	-8	0	71	7.3
30/04/2017 03:00:00	100780	-6	0	70	7.1
30/04/2017 04:00:00	100800	-8	0	72	6.4
30/04/2017 05:00:00	100820	46	0	70	6.6
30/04/2017 06:00:00	100850	229	0	62	8.7
30/04/2017 07:00:00	100820	364	0	50	12.8
30/04/2017 08:00:00	100800	601	0	46	13.9
30/04/2017 09:00:00	100780	755	0	44	14.4
30/04/2017 10:00:00	100740	846	0	38	15.7
30/04/2017 11:00:00	100680	818	0	34	16.7
30/04/2017 12:00:00	100630	759	0	33	16.5
30/04/2017 13:00:00	100580	448	0	33	16.6
30/04/2017 14:00:00	100530	714	0	30	17.4
30/04/2017 15:00:00	100490	595	0	28	17.5
30/04/2017 16:00:00	100450	353	0	27	17.8
30/04/2017 17:00:00	100430	209	0	30	17.3
30/04/2017 18:00:00	100420	51	0	36	16.3
30/04/2017 19:00:00	100460	1	0	39	15.3
30/04/2017 20:00:00	100490	-2	0	40	14.5
30/04/2017 21:00:00	100510	-3	0	40	14
30/04/2017 22:00:00	100500	-2	0	50	11.7
30/04/2017 23:00:00	100480	-3	0	55	11.2
01/05/2017 00:00:00	100490	-1	0	54	11.6
01/05/2017 01:00:00	100440	-1	0	58	10.7
01/05/2017 02:00:00	100390	-8	0	62	9.8
01/05/2017 03:00:00	100360	-9	0	63	9.7
01/05/2017 04:00:00	100320	-8	0	66	8.8
01/05/2017 05:00:00	100290	40	0	58	10.8
01/05/2017 06:00:00	100270	208	0	51	12.9
01/05/2017 07:00:00	100260	341	0	48	13.7
01/05/2017 08:00:00	100230	564	0	44	16.1
01/05/2017 09:00:00	100150	708	0	37	17.3
01/05/2017 10:00:00	100070	886	0	24	20.1
01/05/2017 11:00:00	100010	706	0	27	19.9
01/05/2017 12:00:00	100020	116	0	32	19
01/05/2017 13:00:00	100070	201	0	47	16.7
01/05/2017 14:00:00	100090	110	0.4	66	14.8
01/05/2017 15:00:00	100070	130	0	64	15.5
01/05/2017 16:00:00	100090	202	0	55	16.8
01/05/2017 17:00:00	100110	165	0	44	16.9
01/05/2017 18:00:00	100180	60	0	45	16.4
01/05/2017 19:00:00	100400	-1	0	64	12.9
01/05/2017 20:00:00	100560	-1	0	83	11.7
01/05/2017 21:00:00	100570	-3	0	71	10.8
01/05/2017 22:00:00	100570	-2	0	73	10.3
01/05/2017 23:00:00	100650	-1	0	82	9
02/05/2017 00:00:00	100660	0	0	76	9.5
02/05/2017 01:00:00	100680	-5	0	74	9.5
02/05/2017 02:00:00	100670	-9	0	72	9.6
02/05/2017 03:00:00	100670	-7	0	75	8.9
02/05/2017 04:00:00	100690	-6	0	80	7.4
02/05/2017 05:00:00	100730	66	0	76	7.6
02/05/2017 06:00:00	100780	256	0	67	9.5
02/05/2017 07:00:00	100800	357	0	50	13.5
02/05/2017 08:00:00	100820	611	0	45	14.6
02/05/2017 09:00:00	100810	760	0	42	16.3
02/05/2017 10:00:00	100780	863	0	43	17.4
02/05/2017 11:00:00	100770	910	0	41	18.3
02/05/2017 12:00:00	100730	916	0	39	19.3
02/05/2017 13:00:00	100690	542	0	30	20.2
02/05/2017 14:00:00	100660	299	0	26	21.1
02/05/2017 15:00:00	100680	249	0	28	20.1
02/05/2017 16:00:00	100680	268	0	27	20.3
02/05/2017 17:00:00	100690	177	0	29	19
02/05/2017 18:00:00	100730	52	0	34	17.6
02/05/2017 19:00:00	100780	-1	0	39	16.3
02/05/2017 20:00:00	100800	-2	0	44	15.3
02/05/2017 21:00:00	100830	-3	0	45	15.1
02/05/2017 22:00:00	100850	-5	0	49	14.6
02/05/2017 23:00:00	100860	0	0	52	14.9
03/05/2017 00:00:00	100860	-5	0	63	13.6
03/05/2017 01:00:00	100820	-1	0	64	13.5
03/05/2017 02:00:00	100810	-5	0	68	13.1
03/05/2017 03:00:00	100820	-10	0	77	13.4
03/05/2017 04:00:00	100830	-12	0	84	12.6
03/05/2017 05:00:00	100860	17	0	87	12
03/05/2017 06:00:00	100880	136	0	83	12.9
03/05/2017 07:00:00	100900	212	0	77	14
03/05/2017 08:00:00	100920	546	0	68	15.3
03/05/2017 09:00:00	100930	348	0	70	15.6
03/05/2017 10:00:00	100920	388	0	62	16.4
03/05/2017 11:00:00	100930	387	0	59	16.8
03/05/2017 12:00:00	100930	250	0.2	69	15.8
03/05/2017 13:00:00	100880	499	0	57	17.4
03/05/2017 14:00:00	100810	656	0	36	19.1
03/05/2017 15:00:00	100760	444	0	27	19.7
03/05/2017 16:00:00	100750	246	0	29	19.4
03/05/2017 17:00:00	100800	135	0	60	16
03/05/2017 18:00:00	100820	46	0	61	15.1
03/05/2017 19:00:00	100850	-1	0	65	14.1
03/05/2017 20:00:00	100870	-1	0	70	12.7
03/05/2017 21:00:00	100860	1	0	73	12.4
03/05/2017 22:00:00	100830	-3	0	72	12.5
03/05/2017 23:00:00	100810	0	0	73	12.8
04/05/2017 00:00:00	100750	0	0	65	13.1
04/05/2017 01:00:00	100730	0	0	56	13.7
04/05/2017 02:00:00	100740	-6	0.2	54	13.9
04/05/2017 03:00:00	100710	-10	0	66	12.5
04/05/2017 04:00:00	100700	-7	0	70	12.1
04/05/2017 05:00:00	100700	12	0	68	12.4
04/05/2017 06:00:00	100700	108	0	64	13.3
04/05/2017 07:00:00	100690	325	0	56	15.7
04/05/2017 08:00:00	100670	558	0	45	16.4
04/05/2017 09:00:00	100670	612	0	48	16.8
04/05/2017 10:00:00	100710	157	0.2	61	15.3
04/05/2017 11:00:00	100710	200	1.2	69	14.7
04/05/2017 12:00:00	100700	177	2.8	88	13.9
04/05/2017 13:00:00	100640	525	0.4	75	15.7
04/05/2017 14:00:00	100600	336	0	72	15.9
04/05/2017 15:00:00	100580	260	0	68	16.1
04/05/2017 16:00:00	100550	107	0	67	16.5
04/05/2017 17:00:00	100550	79	0	75	16
04/05/2017 18:00:00	100550	42	0	72	15.8
04/05/2017 19:00:00	100600	1	0	74	15.5
04/05/2017 20:00:00	100610	0	0.2	79	15
04/05/2017 21:00:00	100690	0	5.6	97	12
04/05/2017 22:00:00	100730	0	1.2	98	11.8
04/05/2017 23:00:00	100730	-2	0	95	11.7
05/05/2017 00:00:00	100700	0	0	94	11.6
05/05/2017 01:00:00	100670	-1	0.4	91	11.5
05/05/2017 02:00:00	100650	-5	0	93	11.6
05/05/2017 03:00:00	100650	-6	0	92	11.7
05/05/2017 04:00:00	100660	-7	0	95	11.1
05/05/2017 05:00:00	100690	55	0	94	11.1
05/05/2017 06:00:00	100720	242	0	81	13.1
05/05/2017 07:00:00	100780	342	0	79	14
05/05/2017 08:00:00	100780	464	0	70	15.4
05/05/2017 09:00:00	100800	606	0	63	16.1
05/05/2017 10:00:00	100790	858	0	54	17.4
05/05/2017 11:00:00	100770	933	0	44	18.2
05/05/2017 12:00:00	100750	904	0	39	19.4
05/05/2017 13:00:00	100710	841	0	37	21.1
05/05/2017 14:00:00	100670	733	0	35	21.3
05/05/2017 15:00:00	100660	592	0	33	21
05/05/2017 16:00:00	100650	348	0	31	21.8
05/05/2017 17:00:00	100630	192	0	32	21
05/05/2017 18:00:00	100670	52	0	38	20
05/05/2017 19:00:00	100690	3	0	46	18.8
05/05/2017 20:00:00	100740	-6	0	53	17.5
05/05/2017 21:00:00	100760	-2	0	57	16.8
05/05/2017 22:00:00	100770	-3	0	61	15.9
05/05/2017 23:00:00	100770	-1	0	67	14.6
06/05/2017 00:00:00	100740	-5	0	69	13.4
06/05/2017 01:00:00	100690	-1	0	73	12.9
06/05/2017 02:00:00	100690	-9	0	81	12.1
06/05/2017 03:00:00	100670	-9	0	82	12.5
06/05/2017 04:00:00	100650	-7	0	82	12.4
06/05/2017 05:00:00	100730	8	0	79	12.8
06/05/2017 06:00:00	100750	75	0	82	13.2
06/05/2017 07:00:00	100730	248	0	75	14.3
06/05/2017 08:00:00	100720	344	0	64	15.7
06/05/2017 09:00:00	100660	300	0	68	15.8
06/05/2017 10:00:00	100570	214	0	70	16.2
06/05/2017 11:00:00	100490	115	0.2	85	15.8
06/05/2017 12:00:00	100360	257	0	81	16.5
06/05/2017 13:00:00	100280	282	0	78	17.1
06/05/2017 14:00:00	100290	71	1.6	90	16.3
06/05/2017 15:00:00	100330	11	3.2	96	15.5
06/05/2017 16:00:00	100110	33	1.6	98	14.6
06/05/2017 17:00:00	100090	4	4.4	99	13.9
06/05/2017 18:00:00	99980	5	4.8	100	13.8
06/05/2017 19:00:00	99930	1	0.4	100	13.3
06/05/2017 20:00:00	99870	0	3.8	101	13
06/05/2017 21:00:00	99870	0	4	101	13
06/05/2017 22:00:00	99920	-1	4.8	102	12
06/05/2017 23:00:00	100000	3	3.6	102	11.7
07/05/2017 00:00:00	100060	-2	0.4	102	11.6
07/05/2017 01:00:00	100100	-1	1	102	11.1
07/05/2017 02:00:00	100120	-2	0	101	11.2
07/05/2017 03:00:00	100130	-3	0.2	100	11.3
07/05/2017 04:00:00	100110	-2	0	96	11.5
07/05/2017 05:00:00	100100	47	0	96	11.7
07/05/2017 06:00:00	100130	162	0	91	12.7
07/05/2017 07:00:00	100140	120	0	86	13.3
07/05/2017 08:00:00	100140	132	0	90	13.5
07/05/2017 09:00:00	100230	76	0	91	13.3
07/05/2017 10:00:00	100270	104	0.4	93	13.3
07/05/2017 11:00:00	100300	118	0.6	93	13
07/05/2017 12:00:00	100260	119	1.4	94	12.6
07/05/2017 13:00:00	100260	138	0.4	93	13.2
07/05/2017 14:00:00	100250	100	0.8	93	13.3
07/05/2017 15:00:00	100210	108	0.4	89	13.7
07/05/2017 16:00:00	100130	96	0	86	14.1
07/05/2017 17:00:00	100090	83	0	86	14.3
07/05/2017 18:00:00	100080	32	0	84	14.4
07/05/2017 19:00:00	100070	3	0	82	14.4
07/05/2017 20:00:00	100160	0	0	84	14
07/05/2017 21:00:00	100140	-3	0	84	13.4
07/05/2017 22:00:00	100130	-2	0	79	13.4
07/05/2017 23:00:00	100140	-2	0	79	12.9
08/05/2017 00:00:00	100170	-2	0	79	12.6
08/05/2017 01:00:00	100160	-1	0	84	11.4
08/05/2017 02:00:00	100150	-8	0	82	11.2
08/05/2017 03:00:00	100110	-6	0	81	11.1
08/05/2017 04:00:00	100060	-1	0	77	11.4
08/05/2017 05:00:00	100060	94	0	71	12.7
08/05/2017 06:00:00	100100	212	0	62	14.4
08/05/2017 07:00:00	100120	274	0	67	15.8
08/05/2017 08:00:00	100190	354	0	60	15.8
08/05/2017 09:00:00	100230	522	0	60	16.7
08/05/2017 10:00:00	100260	318	0	62	16.2
08/05/2017 11:00:00	100280	260	0	75	15.6
08/05/2017 12:00:00	100240	275	0	72	16.4
08/05/2017 13:00:00	100160	361	0	69	17
08/05/2017 14:00:00	100070	226	0	61	18.1
08/05/2017 15:00:00	100000	486	0	55	19.1
08/05/2017 16:00:00	100010	303	0	52	19.8
08/05/2017 17:00:00	100030	137	0	61	18.7
08/05/2017 18:00:00	100020	42	0	72	17.8
08/05/2017 19:00:00	100070	5	0	79	17
08/05/2017 20:00:00	100130	-2	0	81	16.2
08/05/2017 21:00:00	100130	-2	0	88	14.9
08/05/2017 22:00:00	100170	1	0	89	14.6
08/05/2017 23:00:00	100160	-1	0	87	14.2
09/05/2017 00:00:00	100140	-1	0	88	13.7
09/05/2017 01:00:00	100110	0	0	90	13.1
09/05/2017 02:00:00	100120	-7	0	86	13.3
09/05/2017 03:00:00	100120	-7	1	94	12.9
09/05/2017 04:00:00	100110	-3	4.2	99	12.7
09/05/2017 05:00:00	100170	-1	6.2	100	12.4
09/05/2017 06:00:00	100170	8	3.6	98	12
09/05/2017 07:00:00	100230	27	4.4	99	12.2
