Fine validità (UTC)	Pressione atmosferica istantanea al livello della stazione a 2 m dal suolo (PA)	Irradianza globale visibile media oraria - componente dall'alto (W/M**2 Precipitazione cumulata su 1 ora (KG/M**2)	Umidita' relativa dell'aria istantanea a 2 m dal suolo (%)	Temperatura dell'aria istantanea a 2 m dal suolo (°C)
23/12/2015 03:00:00	102390	-11	0	103	5.8
23/12/2015 04:00:00	102340	-10	0	102	5
23/12/2015 05:00:00	102320	-9	0	101	4.2
23/12/2015 06:00:00	102340	0	0	102	4.4
23/12/2015 07:00:00	102400	1	0	102	4.7
23/12/2015 08:00:00	102440	33	0	103	4.3
23/12/2015 09:00:00	102460	120	0	102	4.9
23/12/2015 10:00:00	102460	156	0	98	5.9
23/12/2015 11:00:00	102410	327	0	94	6.4
23/12/2015 12:00:00	102350	366	0	93	7.3
23/12/2015 13:00:00	102340	193	0	98	6.3
23/12/2015 14:00:00	102300	132	0	97	6.6
23/12/2015 15:00:00	102330	71	0	97	7
23/12/2015 16:00:00	102360	5	0	99	6.7
23/12/2015 17:00:00	102400	2	0	99	6.9
23/12/2015 18:00:00	102440	2	0	101	6.5
23/12/2015 19:00:00	102450	0	0	98	7.2
23/12/2015 20:00:00	102460	0	0	102	6.5
23/12/2015 21:00:00	102460	-1	0	102	6.1
23/12/2015 22:00:00	102430	0	0	102	5.9
23/12/2015 23:00:00	102450	0	0	102	5.6
24/12/2015 00:00:00	102440	0	0	102	5.4
24/12/2015 01:00:00	102420	3	0	102	5.4
24/12/2015 02:00:00	102420	-6	0	103	5.4
24/12/2015 03:00:00	102420	-7	0	102	5.5
24/12/2015 04:00:00	102390	-8	0	102	5.6
24/12/2015 05:00:00	102400	-7	0	102	5.7
24/12/2015 06:00:00	102420	-1	0	102	5.5
24/12/2015 07:00:00	102430	4	0	102	5.4
24/12/2015 08:00:00	102420	37	0	101	5.9
24/12/2015 09:00:00	102440	50	0	97	6.7
24/12/2015 10:00:00	102440	91	0	94	7.3
24/12/2015 11:00:00	102380	119	0	92	7.6
24/12/2015 12:00:00	102330	206	0	89	8.4
24/12/2015 13:00:00	102300	161	0	88	9.1
24/12/2015 14:00:00	102270	104	0	86	9.7
24/12/2015 15:00:00	102260	72	0	89	9.2
24/12/2015 16:00:00	102260	8	0	92	8.7
24/12/2015 17:00:00	102270	2	0	92	8.8
24/12/2015 18:00:00	102300	-2	0	93	8.7
24/12/2015 19:00:00	102330	0	0	94	8.6
24/12/2015 20:00:00	102350	-1	0	95	8.4
24/12/2015 21:00:00	102370	-4	0	94	8.2
24/12/2015 22:00:00	102410	0	0	93	8.3
24/12/2015 23:00:00	102420	0	0	94	8.1
25/12/2015 00:00:00	102410	0	0	92	8.2
25/12/2015 01:00:00	102440	0	0	91	8.3
25/12/2015 02:00:00	102470	-7	0	93	8.1
25/12/2015 03:00:00	102480	-9	0	94	8
25/12/2015 04:00:00	102510	-7	0	93	8.3
25/12/2015 05:00:00	102520	-8	0	96	7.8
25/12/2015 06:00:00	102600	-2	0	97	7.5
25/12/2015 07:00:00	102650	2	0	98	7.1
25/12/2015 08:00:00	102700	19	0	95	7.4
25/12/2015 09:00:00	102760	55	0	90	8.5
25/12/2015 10:00:00	102800	93	0	90	8.4
25/12/2015 11:00:00	102760	117	0	87	9.1
25/12/2015 12:00:00	102720	111	0	87	9.1
25/12/2015 13:00:00	102690	121	0	86	9.5
25/12/2015 14:00:00	102660	85	0	86	9.6
25/12/2015 15:00:00	102670	42	0	87	9.5
25/12/2015 16:00:00	102660	6	0	92	9
25/12/2015 17:00:00	102680	0	0	89	9.2
25/12/2015 18:00:00	102730	-2	0	90	9
25/12/2015 19:00:00	102760	-1	0	91	8.8
25/12/2015 20:00:00	102780	0	0	94	8.3
25/12/2015 21:00:00	102780	0	0	93	8.4
25/12/2015 22:00:00	102790	0	0	96	7.8
25/12/2015 23:00:00	102770	1	0	98	7.5
26/12/2015 00:00:00	102750	0	0	97	7.5
26/12/2015 01:00:00	102720	1	0	99	7.1
26/12/2015 02:00:00	102720	-8	0	101	6.8
26/12/2015 03:00:00	102700	-4	0	101	6.6
26/12/2015 04:00:00	102650	-7	0	100	5.9
26/12/2015 05:00:00	102650	-7	0	100	5.5
26/12/2015 06:00:00	102630	-2	0	101	5.3
26/12/2015 07:00:00	102640	-2	0	101	4.7
26/12/2015 08:00:00	102680	15	0	102	5
26/12/2015 09:00:00	102680	48	0	102	5.6
26/12/2015 10:00:00	102680	74	0	100	5.6
26/12/2015 11:00:00	102590	96	0	99	6
26/12/2015 12:00:00	102510	106	0	96	6.8
26/12/2015 13:00:00	102460	101	0	95	6.9
26/12/2015 14:00:00	102430	63	0	97	6.8
26/12/2015 15:00:00	102440	29	0	97	6.8
26/12/2015 16:00:00	102440	4	0	96	7
26/12/2015 17:00:00	102460	4	0	96	6.9
26/12/2015 18:00:00	102470	0	0	97	6.8
26/12/2015 19:00:00	102500	0	0	99	6.3
26/12/2015 20:00:00	102480	2	0	101	5.8
26/12/2015 21:00:00	102490	2	0	102	5.4
26/12/2015 22:00:00	102480	-4	0	102	5.4
26/12/2015 23:00:00	102470	1	0	103	4.5
27/12/2015 00:00:00	102460	0	0	103	3.8
27/12/2015 01:00:00	102460	0	0	103	4
27/12/2015 02:00:00	102440	-13	0	103	3.8
27/12/2015 03:00:00	102440	-8	0	102	3.1
27/12/2015 04:00:00	102420	-10	0	102	2.6
27/12/2015 05:00:00	102450	-11	0	101	2.7
27/12/2015 06:00:00	102480	-3	0	101	1.7
27/12/2015 07:00:00	102500	0	0	102	1.5
27/12/2015 08:00:00	102570	58	0	100	1.9
27/12/2015 09:00:00	102590	178	0	96	3.2
27/12/2015 10:00:00	102610	280	0	95	3.9
27/12/2015 11:00:00	102570	332	0	87	5.7
27/12/2015 12:00:00	102510	338	0	88	5.8
27/12/2015 13:00:00	102470	274	0	88	6.2
27/12/2015 14:00:00	102450	191	0	88	6.3
27/12/2015 15:00:00	102460	88	0	95	5.4
27/12/2015 16:00:00	102480	12	0	97	5.2
27/12/2015 17:00:00	102500	0	0	99	5.1
27/12/2015 18:00:00	102530	0	0	100	4.9
27/12/2015 19:00:00	102550	1	0	99	5
27/12/2015 20:00:00	102570	1	0	101	4.3
27/12/2015 21:00:00	102570	0	0	102	4.1
27/12/2015 22:00:00	102560	-1	0	103	3.2
27/12/2015 23:00:00	102560	0	0	103	3.5
28/12/2015 00:00:00	102540	0	0	103	2.9
28/12/2015 01:00:00	102510	-1	0	103	2.8
28/12/2015 02:00:00	102510	-5	0	103	2.5
28/12/2015 03:00:00	102500	-10	0		1.4
28/12/2015 04:00:00	102470	-8	0		0.7
28/12/2015 05:00:00	102420	-5	0		0.7
28/12/2015 06:00:00	102420	-3	0		0.4
28/12/2015 07:00:00	102450	3	0		0.3
28/12/2015 08:00:00	102460	27	0		-0.1
28/12/2015 09:00:00	102520	106	0		0.9
28/12/2015 10:00:00	102500	230	0	102	2.3
28/12/2015 11:00:00	102390	344	0	92	5.1
28/12/2015 12:00:00	102300	340	0	92	5.2
28/12/2015 13:00:00	102260	271	0	91	5.6
28/12/2015 14:00:00	102220	178	0	95	5.2
28/12/2015 15:00:00	102180	54	0	96	5.2
28/12/2015 16:00:00	102160	7	0	98	5
28/12/2015 17:00:00	102170	1	0	100	4.4
28/12/2015 18:00:00	102170	0	0	101	4.7
28/12/2015 19:00:00	102190	0	0	101	4.3
28/12/2015 20:00:00	102190	1	0	102	3.6
28/12/2015 21:00:00	102170	1	0	103	3.2
28/12/2015 22:00:00	102140	0	0	103	3.1
28/12/2015 23:00:00	102130	-1	0	103	2.7
29/12/2015 00:00:00	102090	-2	0	103	3.1
29/12/2015 01:00:00	102120	-1	0		1.6
29/12/2015 02:00:00	102120	-9	0		0.4
29/12/2015 03:00:00	102060	-7	0		0.7
29/12/2015 04:00:00	102030	-12	0		0.4
29/12/2015 05:00:00	102010	-9	0		0.2
29/12/2015 06:00:00	101970	-6	0	103	0
29/12/2015 07:00:00	101960	1	0	101	0.2
29/12/2015 08:00:00	102050	59	0	100	0.1
29/12/2015 09:00:00	102050	176	0	95	2
29/12/2015 10:00:00	102000	281	0	83	5.8
29/12/2015 11:00:00	101940	333	0	77	7.6
29/12/2015 12:00:00	101860	332	0	66	11
29/12/2015 13:00:00	101810	266	0	63	11.6
29/12/2015 14:00:00	101780	186	0	71	10.9
29/12/2015 15:00:00	101770	88	0	80	9.8
29/12/2015 16:00:00	101850	9	0	90	7.6
29/12/2015 17:00:00	101830	0	0	90	7.5
29/12/2015 18:00:00	101850	-3	0	94	5.9
29/12/2015 19:00:00	101880	-1	0	94	5
29/12/2015 20:00:00	101880	1	0	90	7
29/12/2015 21:00:00	101890	-3	0	86	7.2
29/12/2015 22:00:00	101900	-2	0	91	4
29/12/2015 23:00:00	101910	-4	0	96	2.2
30/12/2015 00:00:00	101930	0	0	100	1.1
30/12/2015 01:00:00	101930	-5	0	102	1.3
30/12/2015 02:00:00	101950	-9	0	101	1.2
30/12/2015 03:00:00	101920	-12	0	98	2.5
30/12/2015 04:00:00	101920	-4	0	94	3.4
30/12/2015 05:00:00	101960	-8	0	98	0.6
30/12/2015 06:00:00	102050	-4	0	99	-0.5
30/12/2015 07:00:00	102070	1	0	100	-0.4
30/12/2015 08:00:00	102100	51	0	97	1
30/12/2015 09:00:00	102160	156	0	93	2.2
30/12/2015 10:00:00	102170	259	0	80	5.1
30/12/2015 11:00:00	102140	307	0	77	6.3
30/12/2015 12:00:00	102100	319	0	74	7.3
30/12/2015 13:00:00	102070	246	0	76	7.4
30/12/2015 14:00:00	102060	178	0	74	7.9
30/12/2015 15:00:00	102060	80	0	75	7.7
30/12/2015 16:00:00	102100	9	0	80	7
30/12/2015 17:00:00	102120	-4	0	86	5.3
30/12/2015 18:00:00	102140	-2	0	88	4.8
30/12/2015 19:00:00	102160	-3	0	91	4.1
30/12/2015 20:00:00	102150	1	0	92	4.1
30/12/2015 21:00:00	102150	-1	0	92	3.9
30/12/2015 22:00:00	102180	0	0	89	4.5
30/12/2015 23:00:00	102170	2	0	87	4.8
31/12/2015 00:00:00	102160	-2	0	88	4.6
31/12/2015 01:00:00	102110	0	0	89	4.2
31/12/2015 02:00:00	102120	-7	0	88	4
31/12/2015 03:00:00	102120	-6	0	90	3.6
31/12/2015 04:00:00	102090	-5	0	89	3.7
31/12/2015 05:00:00	102030	-7	0	90	3.5
31/12/2015 06:00:00	102000	-2	0	89	4.1
31/12/2015 07:00:00	102030	-2	0	83	4.5
31/12/2015 08:00:00	102030	27	0	89	3.8
31/12/2015 09:00:00	102040	86	0	86	4.6
31/12/2015 10:00:00	101990	213	0	69	5.8
31/12/2015 11:00:00	101940	312	0	58	6.5
31/12/2015 12:00:00	101870	208	0	60	6.5
31/12/2015 13:00:00	101820	176	0	58	6.8
31/12/2015 14:00:00	101810	114	0	59	6.5
31/12/2015 15:00:00	101840	56	0	61	6.2
31/12/2015 16:00:00	101850	8	0	62	6
31/12/2015 17:00:00	101880	0	0	63	5.8
31/12/2015 18:00:00	101850	0	0	65	5.7
31/12/2015 19:00:00	101870	-1	0	71	5.3
31/12/2015 20:00:00	101870	0	0	71	4.8
31/12/2015 21:00:00	101880	-1	0	70	4.3
31/12/2015 22:00:00	101880	0	0	71	4.2
31/12/2015 23:00:00	101860	-2	0	72	4.1
01/01/2016 00:00:00	101850	-3	0	77	3.2
01/01/2016 01:00:00	101830	0	0	83	2.9
01/01/2016 02:00:00	101810	-8	0	83	3.2
01/01/2016 03:00:00	101790	-10	0	85	3
01/01/2016 04:00:00	101760	-9	0	87	2.3
01/01/2016 05:00:00	101810	-9	0	88	1.7
01/01/2016 06:00:00	101840	-4	0	88	1.5
01/01/2016 07:00:00	101820	0	0	88	1.5
01/01/2016 08:00:00	101820	51	0	85	1.5
01/01/2016 09:00:00	101860	166	0	79	3
01/01/2016 10:00:00	101870	266	0	69	5.3
01/01/2016 11:00:00	101840	313	0	71	5.6
01/01/2016 12:00:00	101770	318	0	67	6.7
01/01/2016 13:00:00	101700	260	0	68	6.6
01/01/2016 14:00:00	101660	186	0	68	7
01/01/2016 15:00:00	101660	83	0	84	5.5
01/01/2016 16:00:00	101660	10	0	89	4.1
01/01/2016 17:00:00	101650	-2	0	97	1.9
01/01/2016 18:00:00	101660	-1	0	100	1.2
01/01/2016 19:00:00	101650	2	0	102	1
01/01/2016 20:00:00	101630	1	0	102	0.7
01/01/2016 21:00:00	101640	-2	0	103	0.6
01/01/2016 22:00:00	101630	2	0	103	0.9
01/01/2016 23:00:00	101600	-3	0		0.5
02/01/2016 00:00:00	101540	0	0		0.2
02/01/2016 01:00:00	101500	-2	0		0
02/01/2016 02:00:00	101460	-5	0		0
02/01/2016 03:00:00	101320	-6	0	103	0.2
02/01/2016 04:00:00	101300	-7	0	100	0.5
02/01/2016 05:00:00	101250	-5	0	101	0.8
02/01/2016 06:00:00	101250	-2	0	100	1.3
02/01/2016 07:00:00	101210	-4	0	100	1.4
02/01/2016 08:00:00	101220	4	0.8	101	1.4
02/01/2016 09:00:00	101180	18	0.2	101	1.6
02/01/2016 10:00:00	101120	26	0.2	101	1.9
02/01/2016 11:00:00	101020	43	0	101	1.7
02/01/2016 12:00:00	100930	34	0.2	101	1.9
02/01/2016 13:00:00	100880	25	0	101	1.9
02/01/2016 14:00:00	100790	19	0.2	101	1.8
02/01/2016 15:00:00	100770	10	0.2	100	2.1
02/01/2016 16:00:00	100730	-1	0.8	100	2.3
02/01/2016 17:00:00	100690	0	0.4	101	2.3
02/01/2016 18:00:00	100600	-1	0.8	101	2.3
02/01/2016 19:00:00	100550	0	0	100	2.3
02/01/2016 20:00:00	100490	-4	0.4	101	2.2
02/01/2016 21:00:00	100380	3	0.4	102	2
02/01/2016 22:00:00	100260	0	0	102	2.2
02/01/2016 23:00:00	100250	-1	0.6	102	2.1
03/01/2016 00:00:00	100200	0	0.4	102	2
03/01/2016 01:00:00	100170	1	1.2	101	1.1
03/01/2016 02:00:00	100150	-1	0.2	102	0.6
03/01/2016 03:00:00	100160	-1	0.6	102	0.5
03/01/2016 04:00:00	100120	-2	0.6	102	0.9
03/01/2016 05:00:00	100080	-3	0.6	101	1.2
03/01/2016 06:00:00	100100	0	0.4	100	1.8
03/01/2016 07:00:00	100130	1	0.4	100	1.9
03/01/2016 08:00:00	100170	18	0.2	100	2.5
03/01/2016 09:00:00	100200	20	0.6	100	2.6
03/01/2016 10:00:00	100200	51	0.6	99	3.3
03/01/2016 11:00:00	100180	42	0	97	3.9
03/01/2016 12:00:00	100130	72	0	98	3.6
03/01/2016 13:00:00	100170	65	0	96	3.9
03/01/2016 14:00:00	100090	67	0	95	3.9
03/01/2016 15:00:00	100100	57	0	93	4
03/01/2016 16:00:00	100070	5	0	90	4.1
03/01/2016 17:00:00	100040	0	0	90	3.9
03/01/2016 18:00:00	100030	-1	0	90	3.6
03/01/2016 19:00:00	99980	-2	0	86	3.9
03/01/2016 20:00:00	99960	2	0	83	4
03/01/2016 21:00:00	99870	0	0	87	3.8
03/01/2016 22:00:00	99760	0	0	81	4.1
03/01/2016 23:00:00	99680	0	0	83	3.6
04/01/2016 00:00:00	99580	-1	0	83	3.5
04/01/2016 01:00:00	99550	-2	0	82	3.3
04/01/2016 02:00:00	99440	-2	0.2	85	2.9
04/01/2016 03:00:00	99340	-3	0.6	91	2.5
04/01/2016 04:00:00	99200	-4	0.2	92	2.4
04/01/2016 05:00:00	99080	-2	0.2	95	1.9
04/01/2016 06:00:00	98990	0	0	98	0.9
04/01/2016 07:00:00	99120	0	0	98	0.9
04/01/2016 08:00:00	99160	1	0	97	0.6
04/01/2016 09:00:00	99140	29	1.4	99	0.6
04/01/2016 10:00:00	99120	194	0	91	2.2
04/01/2016 11:00:00	99090	136	0	92	2.2
04/01/2016 12:00:00	99050	223	0	90	2.6
04/01/2016 13:00:00	99000	214	0	87	3.2
04/01/2016 14:00:00	98940	62	0	92	2.7
04/01/2016 15:00:00	98960	44	0	92	3
04/01/2016 16:00:00	98980	6	0	92	3.1
04/01/2016 17:00:00	98980	0	0	92	3.1
04/01/2016 18:00:00	99010	0	0	90	3.5
04/01/2016 19:00:00	99020	-2	0	91	3.3
04/01/2016 20:00:00	99040	-3	0	91	3.4
04/01/2016 21:00:00	99060	3	0	92	3.3
04/01/2016 22:00:00	99080	1	0	91	3.3
04/01/2016 23:00:00	99120	0	0	90	3.4
05/01/2016 00:00:00	99090	0	0	91	3.2
05/01/2016 01:00:00	99090	1	0	86	3.9
05/01/2016 02:00:00	99090	-8	0	86	3.8
05/01/2016 03:00:00	99060	-9	0	87	3.6
05/01/2016 04:00:00	99020	-2	0	90	3.3
05/01/2016 05:00:00	99090	-1	0	92	3
05/01/2016 06:00:00	99100	-1	0	92	2.9
05/01/2016 07:00:00	99140	-2	0	90	2.9
05/01/2016 08:00:00	99190	14	0	91	2.8
05/01/2016 09:00:00	99210	49	0	90	3
05/01/2016 10:00:00	99240	77	0	87	3.5
05/01/2016 11:00:00	99270	110	0	86	3.8
05/01/2016 12:00:00	99210	53	0	91	3.5
05/01/2016 13:00:00	99190	59	0	93	3.2
05/01/2016 14:00:00	99240	38	0.2	95	3.5
05/01/2016 15:00:00	99260	32	0.4	96	3.6
05/01/2016 16:00:00	99300	8	0	94	3.8
05/01/2016 17:00:00	99320	0	0	95	3.9
05/01/2016 18:00:00	99310	0	0	94	3.8
05/01/2016 19:00:00	99360	0	0	92	4.2
05/01/2016 20:00:00	99370	-1	0	90	4
05/01/2016 21:00:00	99420	0	0	90	4
05/01/2016 22:00:00	99340	0	0	90	3.9
05/01/2016 23:00:00	99350	0	0	89	4
06/01/2016 00:00:00	99330	1	0	91	3.7
06/01/2016 01:00:00	99350	-1	0	90	3.9
06/01/2016 02:00:00	99340	-6	0	91	3.8
06/01/2016 03:00:00	99290	-5	0.4	93	3.9
06/01/2016 04:00:00	99280	-5	0	94	3.6
06/01/2016 05:00:00	99240	2	0.8	96	3.6
06/01/2016 06:00:00	99250	-2	0.4	96	3.6
06/01/2016 07:00:00	99270	0	1.6	96	3.6
06/01/2016 08:00:00	99280	5	1.2	97	3.3
06/01/2016 09:00:00	99290	21	0.2	96	3.6
06/01/2016 10:00:00	99290	30	0	94	3.9
06/01/2016 11:00:00	99240	59	0.2	93	4.5
06/01/2016 12:00:00	99180	137	0	89	5.1
06/01/2016 13:00:00	99150	212	0	82	6
06/01/2016 14:00:00	99150	170	0	80	6.7
06/01/2016 15:00:00	99180	92	0	78	7
06/01/2016 16:00:00	99170	14	0	83	6.2
06/01/2016 17:00:00	99160	-2	0	88	5.6
06/01/2016 18:00:00	99190	-1	0	87	5.4
06/01/2016 19:00:00	99200	0	0	89	4.5
06/01/2016 20:00:00	99220	0	0	90	4
06/01/2016 21:00:00	99260	0	0	89	3.9
06/01/2016 22:00:00	99320	-1	0	88	3.8
06/01/2016 23:00:00	99320	0	0	89	3.5
07/01/2016 00:00:00	99330	0	0	90	3.3
07/01/2016 01:00:00	99370	-3	0	89	3.4
07/01/2016 02:00:00	99390	-3	0	92	2.9
07/01/2016 03:00:00	99410	-5	0	91	2.9
07/01/2016 04:00:00	99440	-3	0	88	3.2
07/01/2016 05:00:00	99470	-4	0	85	3.2
07/01/2016 06:00:00	99470	0	0	84	3.1
07/01/2016 07:00:00	99520	3	0	85	2.9
07/01/2016 08:00:00	99540	73	0	78	5
07/01/2016 09:00:00	99580	116	0	74	5.8
07/01/2016 10:00:00	99570	176	0	71	6.9
07/01/2016 11:00:00	99500	219	0	68	7
07/01/2016 12:00:00	99420	390	0	63	8.1
07/01/2016 13:00:00	99340	284	0	75	7.2
07/01/2016 14:00:00	99360	121	0	77	6.5
07/01/2016 15:00:00	99410	61	0	76	6.7
07/01/2016 16:00:00	99470	9	0	80	6.1
07/01/2016 17:00:00	99510	1	0	82	6.2
07/01/2016 18:00:00	99500	-2	0	82	6.1
07/01/2016 19:00:00	99520	0	0	84	6.1
07/01/2016 20:00:00	99520	0	0	82	6.3
07/01/2016 21:00:00	99620	0	0	90	5
07/01/2016 22:00:00	99640	-2	0	92	4.4
07/01/2016 23:00:00	99680	0	0	92	4.1
08/01/2016 00:00:00	99750	-1	0	91	3.9
08/01/2016 01:00:00	99740	-2	0	91	3.7
08/01/2016 02:00:00	99790	-7	0	89	3.5
08/01/2016 03:00:00	99770	-4	0	86	3.9
08/01/2016 04:00:00	99770	-2	0	83	4.5
08/01/2016 05:00:00	99780	-3	0	86	4.1
08/01/2016 06:00:00	99830	-1	0	86	4.1
08/01/2016 07:00:00	99970	0	0	85	4.2
08/01/2016 08:00:00	100050	26	0	85	4.6
08/01/2016 09:00:00	100060	100	0	88	4.2
08/01/2016 10:00:00	100110	187	0	80	5.5
08/01/2016 11:00:00	100040	301	0	80	6
08/01/2016 12:00:00	100100	210	0	77	6.9
08/01/2016 13:00:00	100000	194	0	75	6.8
08/01/2016 14:00:00	100030	157	0	75	7
08/01/2016 15:00:00	100050	41	0	76	7.3
08/01/2016 16:00:00	100060	8	0	79	6.9
08/01/2016 17:00:00	100080	0	0	79	6.9
08/01/2016 18:00:00	100110	0	0	79	7
08/01/2016 19:00:00	100160	-1	0	79	7
08/01/2016 20:00:00	100160	-1	0	81	7
08/01/2016 21:00:00	100120	0	0	80	6.8
08/01/2016 22:00:00	100160	0	0	86	6.2
08/01/2016 23:00:00	100150	0	0	89	5.8
09/01/2016 00:00:00	100100	0	0	89	5.5
09/01/2016 01:00:00	100120	0	0	91	4.9
09/01/2016 02:00:00	100100	-5	0	90	4.9
09/01/2016 03:00:00	100070	-7	0	90	5
09/01/2016 04:00:00	100050	-3	0	88	5.2
09/01/2016 05:00:00	100030	-5	0	87	5.5
09/01/2016 06:00:00	100020	-2	0	87	5.7
09/01/2016 07:00:00	100010	-1	0	90	5.2
09/01/2016 08:00:00	100000	13	0	91	5.1
09/01/2016 09:00:00	100010	34	0	91	5.3
09/01/2016 10:00:00	100020	48	0	91	5.4
09/01/2016 11:00:00	99950	82	0	91	5.6
09/01/2016 12:00:00	99870	89	0	89	6.1
09/01/2016 13:00:00	99800	88	0	87	6.5
09/01/2016 14:00:00	99760	58	0	88	6.4
09/01/2016 15:00:00	99730	53	0	89	6.1
09/01/2016 16:00:00	99720	9	0	90	6.1
09/01/2016 17:00:00	99690	0	0	91	5.9
09/01/2016 18:00:00	99650	0	0	90	6.1
09/01/2016 19:00:00	99640	3	0	92	5.9
09/01/2016 20:00:00	99650	1	0	93	6
09/01/2016 21:00:00	99650	0	0	96	5.6
09/01/2016 22:00:00	99640	0	0.4	98	5.4
09/01/2016 23:00:00	99660	0	1.8	98	5.2
10/01/2016 00:00:00	99610	0	0.8	98	5.2
10/01/2016 01:00:00	99560	0	0.2	98	5.3
10/01/2016 02:00:00	99550	-2	0	95	5.5
10/01/2016 03:00:00	99510	-6	0	96	5.3
10/01/2016 04:00:00	99480	-3	0	95	5.4
10/01/2016 05:00:00	99490	-2	0	92	5.7
10/01/2016 06:00:00	99520	-1	0	96	5
10/01/2016 07:00:00	99560	2	0	92	5.2
10/01/2016 08:00:00	99560	54	0	91	5.4
10/01/2016 09:00:00	99690	177	0	89	6
10/01/2016 10:00:00	99660	277	0	79	8.4
10/01/2016 11:00:00	99570	270	0	74	9.1
10/01/2016 12:00:00	99550	247	0	73	9.8
10/01/2016 13:00:00	99510	187	0	77	9.6
10/01/2016 14:00:00	99480	133	0	82	9.3
10/01/2016 15:00:00	99530	70	0	82	9.3
10/01/2016 16:00:00	99470	28	0	87	9.1
10/01/2016 17:00:00	99440	-2	0	91	8.6
10/01/2016 18:00:00	99450	-2	0	99	7
10/01/2016 19:00:00	99500	-1	0	100	6.4
10/01/2016 20:00:00	99500	-2	0	100	5.8
10/01/2016 21:00:00	99520	0	0	101	5.7
10/01/2016 22:00:00	99470	0	0	102	5.3
10/01/2016 23:00:00	99440	1	0	102	5.2
11/01/2016 00:00:00	99410	0	0	102	5.5
11/01/2016 01:00:00	99310	0	0	102	5.1
11/01/2016 02:00:00	99320	-6	0	102	4.8
11/01/2016 03:00:00	99240	-10	0	103	4.5
11/01/2016 04:00:00	99150	-9	0	103	4.3
11/01/2016 05:00:00	99060	2	0	103	4
11/01/2016 06:00:00	98980	2	0	90	12.3
11/01/2016 07:00:00	98960	3	0	59	15.6
11/01/2016 08:00:00	98910	35	0	50	16.8
11/01/2016 09:00:00	98840	84	0	49	16.9
11/01/2016 10:00:00	98770	161	0	45	17.7
11/01/2016 11:00:00	98700	190	0	46	17.5
11/01/2016 12:00:00	98560	318	0	42	18.3
11/01/2016 13:00:00	98460	325	0	49	17.8
11/01/2016 14:00:00	98410	228	0	49	17.7
11/01/2016 15:00:00	98470	90	0	51	17.4
11/01/2016 16:00:00	98490	18	0	46	17.1
11/01/2016 17:00:00	98510	-1	0	49	15.9
11/01/2016 18:00:00	98630	-4	0	66	11.9
11/01/2016 19:00:00	98690	-2	0	62	12
11/01/2016 20:00:00	98640	0	0	36	15.3
11/01/2016 21:00:00	98690	-2	0	43	14
11/01/2016 22:00:00	98820	-6	0	80	7.4
11/01/2016 23:00:00	98960	-5	0	96	6.1
12/01/2016 00:00:00	99000	-3	0	85	7.9
12/01/2016 01:00:00	99010	0	0	70	8.7
12/01/2016 02:00:00	99030	-5	0	58	10.1
12/01/2016 03:00:00	99040	-4	0	49	11.3
12/01/2016 04:00:00	99040	-7	0	55	9.7
12/01/2016 05:00:00	99040	-7	0	47	11.4
12/01/2016 06:00:00	99090	-3	0	48	11.1
12/01/2016 07:00:00	99180	-1	0	51	10.8
12/01/2016 08:00:00	99250	66	0	53	10.5
12/01/2016 09:00:00	99310	189	0	51	11.1
12/01/2016 10:00:00	99360	297	0	43	13.4
12/01/2016 11:00:00	99360	356	0	38	14.7
12/01/2016 12:00:00	99350	370	0	28	16.2
12/01/2016 13:00:00	99400	301	0	36	15.3
12/01/2016 14:00:00	99450	227	0	35	15.4
12/01/2016 15:00:00	99510	77	0	31	14.8
12/01/2016 16:00:00	99540	16	0	35	13.6
12/01/2016 17:00:00	99600	-6	0	43	12
12/01/2016 18:00:00	99660	-4	0	46	11.5
12/01/2016 19:00:00	99660	-4	0	48	12
12/01/2016 20:00:00	99700	-2	0	48	12.1
12/01/2016 21:00:00	99690	-1	0	49	11.8
12/01/2016 22:00:00	99720	0	0	50	11.6
12/01/2016 23:00:00	99750	-1	0	52	11.4
13/01/2016 00:00:00	99750	-1	0	53	11.4
13/01/2016 01:00:00	99860	-1	0	52	10.9
13/01/2016 02:00:00	99890	-3	0	56	10.3
13/01/2016 03:00:00	99890	-3	0	57	10
13/01/2016 04:00:00	99940	-7	0	59	9.2
13/01/2016 05:00:00	100030	-11	0	46	9.2
13/01/2016 06:00:00	100120	-5	0	50	7.3
13/01/2016 07:00:00	100220	1	0	29	9.9
13/01/2016 08:00:00	100280	77	0	22	10.9
13/01/2016 09:00:00	100380	208	0	21	11.8
13/01/2016 10:00:00	100480	325	0	17	12.4
13/01/2016 11:00:00	100530	383	0	17	12.9
13/01/2016 12:00:00	100530	388	0	16	13.1
13/01/2016 13:00:00	100550	321	0	14	13.5
13/01/2016 14:00:00	100590	247	0	14	13.6
13/01/2016 15:00:00	100670	120	0	15	13.4
13/01/2016 16:00:00	100700	25	0	17	12.3
13/01/2016 17:00:00	100750	-5	0	16	11.7
13/01/2016 18:00:00	100770	-4	0	15	11.5
13/01/2016 19:00:00	100800	-3	0	16	10.9
13/01/2016 20:00:00	100800	-3	0	25	8.1
13/01/2016 21:00:00	100810	-5	0	28	7.8
13/01/2016 22:00:00	100830	-3	0	31	8.1
13/01/2016 23:00:00	100820	-1	0	32	8.3
14/01/2016 00:00:00	100820	-1	0	33	8.3
14/01/2016 01:00:00	100790	-1	0	38	8.5
