Fine validità (UTC)	wndDir	wndSpeed										
01/02/2016 17:00:00	101	1.5										
01/02/2016 18:00:00	329	0.5										
01/02/2016 19:00:00	220	1										
01/02/2016 20:00:00	259	0.5										
01/02/2016 21:00:00	283	0.8										
01/02/2016 22:00:00	350	0.8										
01/02/2016 23:00:00	354	1										
02/02/2016 00:00:00	305	0.4										
02/02/2016 01:00:00	6	0.7										
02/02/2016 02:00:00	240	1.1										
02/02/2016 03:00:00	299	0.4										
02/02/2016 04:00:00	337	0.9										
02/02/2016 05:00:00	331	0.6										
02/02/2016 06:00:00	231	0.9										
02/02/2016 07:00:00	326	0.6										
02/02/2016 08:00:00	279	0.9										
02/02/2016 09:00:00	229	1										
02/02/2016 10:00:00	294	0.7										
02/02/2016 11:00:00	350	2										
02/02/2016 12:00:00	348	1.3										
02/02/2016 13:00:00	255	0.7										
02/02/2016 14:00:00	87	1.8										
02/02/2016 15:00:00	50	1.4										
02/02/2016 16:00:00	360	1										
02/02/2016 17:00:00	10	1										
02/02/2016 18:00:00	201	0.5										
02/02/2016 19:00:00	333	0.8										
02/02/2016 20:00:00	341	0.4										
02/02/2016 21:00:00	6	0.6										
02/02/2016 22:00:00	233	0.8										
02/02/2016 23:00:00	237	0.3										
03/02/2016 00:00:00	242	0.5										
03/02/2016 01:00:00	356	0.5										
03/02/2016 02:00:00	263	0.7										
03/02/2016 03:00:00	247	0.7										
03/02/2016 04:00:00	308	0.3										
03/02/2016 05:00:00	348	0.5										
03/02/2016 06:00:00	26	0.3										
03/02/2016 07:00:00	221	0.2										
03/02/2016 08:00:00	358	0.6										
03/02/2016 09:00:00	347	0.9										
03/02/2016 10:00:00	67	2										
03/02/2016 11:00:00	38	1.5										
03/02/2016 12:00:00	357	1.4										
03/02/2016 13:00:00	304	0.8										
03/02/2016 14:00:00	353	1.1										
03/02/2016 15:00:00	109	2.7										
03/02/2016 16:00:00	76	1.7										
03/02/2016 17:00:00	262	2.6										
03/02/2016 18:00:00	262	3.4										
03/02/2016 19:00:00	291	1.9										
03/02/2016 20:00:00	269	1.8										
03/02/2016 21:00:00	230	1.6										
03/02/2016 22:00:00	255	0.8										
03/02/2016 23:00:00	205	1.8										
04/02/2016 00:00:00	223	0.3										
04/02/2016 01:00:00	74	2.4										
04/02/2016 02:00:00	97	2.5										
04/02/2016 03:00:00	148	1.1										
04/02/2016 04:00:00	224	2.5										
04/02/2016 05:00:00	215	2.6										
04/02/2016 06:00:00	205	2.1										
04/02/2016 07:00:00	254	3.2										
04/02/2016 08:00:00	236	3.3										
04/02/2016 09:00:00	258	3.7										
04/02/2016 10:00:00	260	3.3										
04/02/2016 11:00:00	242	3.2										
04/02/2016 12:00:00	265	2.8										
04/02/2016 13:00:00	258	2.3										
04/02/2016 14:00:00	270	2.7										
04/02/2016 15:00:00	243	2.4										
04/02/2016 16:00:00	226	1.9										
04/02/2016 17:00:00	183	1.3										
04/02/2016 18:00:00	156	1.3										
04/02/2016 19:00:00	183	1.4										
04/02/2016 20:00:00	191	5										
04/02/2016 21:00:00	202	5.1										
04/02/2016 22:00:00	194	5.7										
04/02/2016 23:00:00	205	4.3										
05/02/2016 00:00:00	207	2.6										
05/02/2016 01:00:00	204	4.7										
05/02/2016 02:00:00	209	3.7										
05/02/2016 03:00:00	203	3.7										
05/02/2016 04:00:00	213	3.2										
05/02/2016 05:00:00	207	4										
05/02/2016 06:00:00	225	2.7										
05/02/2016 07:00:00	223	2.6										
05/02/2016 08:00:00	346	1.5										
05/02/2016 09:00:00	208	1.8										
05/02/2016 10:00:00	224	0.4										
05/02/2016 11:00:00	10	1.9										
05/02/2016 12:00:00	23	2.3										
05/02/2016 13:00:00	39	2										
05/02/2016 14:00:00	44	2.5										
05/02/2016 15:00:00	54	2.7										
05/02/2016 16:00:00	64	3.1										
05/02/2016 17:00:00	80	2.6										
05/02/2016 18:00:00	81	2.7										
05/02/2016 19:00:00	74	1.3										
05/02/2016 20:00:00	60	1.4										
05/02/2016 21:00:00	260	1.1										
05/02/2016 22:00:00	259	2.5										
05/02/2016 23:00:00	260	0.9										
06/02/2016 00:00:00	254	1.1										
06/02/2016 01:00:00	258	1.9										
06/02/2016 02:00:00	225	2.8										
06/02/2016 03:00:00	225	2.5										
06/02/2016 04:00:00	252	1.6										
06/02/2016 05:00:00	255	3.1										
06/02/2016 06:00:00	258	2.5										
06/02/2016 07:00:00	256	1.2										
06/02/2016 08:00:00	243	2.7										
06/02/2016 09:00:00	251	1.7										
06/02/2016 10:00:00	260	1.7										
06/02/2016 11:00:00	270	1.9										
06/02/2016 12:00:00	329	1.4										
06/02/2016 13:00:00	5	1.1										
06/02/2016 14:00:00	351	1.6										
06/02/2016 15:00:00	352	0.9										
06/02/2016 16:00:00	49	2										
06/02/2016 17:00:00	58	1.6										
06/02/2016 18:00:00	124	1										
06/02/2016 19:00:00	202	0.6										
06/02/2016 20:00:00	233	0.5										
06/02/2016 21:00:00	211	0.4										
06/02/2016 22:00:00	301	0.7										
06/02/2016 23:00:00	1	0.8										
07/02/2016 00:00:00	113	1.7										
07/02/2016 01:00:00	109	1.2										
07/02/2016 02:00:00	129	3.2										
07/02/2016 03:00:00	120	1.7										
07/02/2016 04:00:00	101	2.9										
07/02/2016 05:00:00	90	3.3										
07/02/2016 06:00:00	71	2.9										
07/02/2016 07:00:00	65	2.4										
07/02/2016 08:00:00	85	3.5										
07/02/2016 09:00:00	76	3.3										
07/02/2016 10:00:00	86	3.3										
07/02/2016 11:00:00	64	4										
07/02/2016 12:00:00	75	2.9										
07/02/2016 13:00:00	110	3.1										
07/02/2016 14:00:00	90	2.8										
07/02/2016 15:00:00	55	3.5										
07/02/2016 16:00:00	74	3										
07/02/2016 17:00:00	110	3.3										
07/02/2016 18:00:00	48	2.4										
07/02/2016 19:00:00	54	1.7										
07/02/2016 20:00:00	107	2.5										
07/02/2016 21:00:00	129	2.3										
07/02/2016 22:00:00	239	2.4										
07/02/2016 23:00:00	274	1.3										
08/02/2016 00:00:00	259	3.9										
08/02/2016 01:00:00	252	4.9										
08/02/2016 02:00:00	258	4										
08/02/2016 03:00:00	255	4.1										
08/02/2016 04:00:00	259	3.9										
08/02/2016 05:00:00	268	2.6										
08/02/2016 06:00:00	275	2.3										
08/02/2016 07:00:00	262	2.6										
08/02/2016 08:00:00	257	3.1										
08/02/2016 09:00:00	261	4										
08/02/2016 10:00:00	256	4.1										
08/02/2016 11:00:00	273	1.7										
08/02/2016 12:00:00	282	1.6										
08/02/2016 13:00:00	289	1.6										
08/02/2016 14:00:00	318	1.7										
08/02/2016 15:00:00	338	1.6										
08/02/2016 16:00:00	335	0.8										
08/02/2016 17:00:00	3	1.3										
08/02/2016 18:00:00	342	0.9										
08/02/2016 19:00:00	213	1.5										
08/02/2016 20:00:00	136	0.8										
08/02/2016 21:00:00	195	0.3										
08/02/2016 22:00:00	212	0.9										
08/02/2016 23:00:00	157	0.7										
09/02/2016 00:00:00	341	0.6										
09/02/2016 01:00:00	353	0.5										
09/02/2016 02:00:00	198	1.1										
09/02/2016 03:00:00	202	0.3										
09/02/2016 04:00:00	255	0.7										
09/02/2016 05:00:00	244	2.1										
09/02/2016 06:00:00	238	2.3										
09/02/2016 07:00:00	224	1.6										
09/02/2016 08:00:00	200	0.4										
09/02/2016 09:00:00	67	1.7										
09/02/2016 10:00:00	54	1.4										
09/02/2016 11:00:00	332	1.1										
09/02/2016 12:00:00	197	4.6										
09/02/2016 13:00:00	200	1.4										
09/02/2016 14:00:00	177	1.9										
09/02/2016 15:00:00	192	5.2										
09/02/2016 16:00:00	175	3.6										
09/02/2016 17:00:00	185	3.8										
09/02/2016 18:00:00	184	2.8										
09/02/2016 19:00:00	154	2.1										
09/02/2016 20:00:00	168	0.9										
09/02/2016 21:00:00	123	2.8										
09/02/2016 22:00:00	195	4.1										
09/02/2016 23:00:00	223	4.2										
10/02/2016 00:00:00	248	4.2										
10/02/2016 01:00:00	226	3.4										
10/02/2016 02:00:00	321	0.6										
10/02/2016 03:00:00	239	3										
10/02/2016 04:00:00	271	2.7										
10/02/2016 05:00:00	246	4.7										
10/02/2016 06:00:00	243	4.2										
10/02/2016 07:00:00	256	6										
10/02/2016 08:00:00	254	5.5										
10/02/2016 09:00:00	264	6										
10/02/2016 10:00:00	282	4.9										
10/02/2016 11:00:00	293	5.2										
10/02/2016 12:00:00	273	5.6										
10/02/2016 13:00:00	280	5.7										
10/02/2016 14:00:00	272	5.5										
10/02/2016 15:00:00	287	3.9										
10/02/2016 16:00:00	296	2.8										
10/02/2016 17:00:00	237	2.9										
10/02/2016 18:00:00	232	2.1										
10/02/2016 19:00:00	208	3.5										
10/02/2016 20:00:00	210	3.3										
10/02/2016 21:00:00	203	3.9										
10/02/2016 22:00:00	201	4.8										
10/02/2016 23:00:00	200	5.2										
11/02/2016 00:00:00	204	7.3										
11/02/2016 01:00:00	202	5.5										
11/02/2016 02:00:00	213	3.3										
11/02/2016 03:00:00	219	3.2										
11/02/2016 04:00:00	264	2.5										
11/02/2016 05:00:00	250	3.1										
11/02/2016 06:00:00	240	3.3										
11/02/2016 07:00:00	217	3										
11/02/2016 08:00:00	218	1.5										
11/02/2016 09:00:00	258	2										
11/02/2016 10:00:00	279	2.7										
11/02/2016 11:00:00	272	3.1										
11/02/2016 12:00:00	260	3.6										
11/02/2016 13:00:00	298	2										
11/02/2016 14:00:00	292	1.3										
11/02/2016 15:00:00	344	2										
11/02/2016 16:00:00	1	1.1										
11/02/2016 17:00:00	83	2										
11/02/2016 18:00:00	119	1.3										
11/02/2016 19:00:00	184	0.6										
11/02/2016 20:00:00	255	0.4										
11/02/2016 21:00:00	219	0.7										
11/02/2016 22:00:00	288	0.6										
11/02/2016 23:00:00	260	0.6										
12/02/2016 00:00:00	358	1.3										
12/02/2016 01:00:00	11	1										
12/02/2016 02:00:00	355	1.2										
12/02/2016 03:00:00	38	1.2										
12/02/2016 04:00:00	256	1										
12/02/2016 05:00:00	226	1.4										
12/02/2016 06:00:00	280	0.7										
12/02/2016 07:00:00	263	2.6										
12/02/2016 08:00:00	285	1.7										
12/02/2016 09:00:00	248	2.5										
12/02/2016 10:00:00	258	1.6										
12/02/2016 11:00:00	345	2.1										
12/02/2016 12:00:00	321	1.7										
12/02/2016 13:00:00	351	1.9										
12/02/2016 14:00:00	45	2.8										
12/02/2016 15:00:00	72	3.5										
12/02/2016 16:00:00	88	4.4										
12/02/2016 17:00:00	82	4										
12/02/2016 18:00:00	72	4										
12/02/2016 19:00:00	65	3.6										
12/02/2016 20:00:00	40	3.1										
12/02/2016 21:00:00	354	1.8										
12/02/2016 22:00:00	326	2.1										
12/02/2016 23:00:00	314	1.8										
13/02/2016 00:00:00	268	2.3										
13/02/2016 01:00:00	264	2.6										
13/02/2016 02:00:00	250	2.5										
13/02/2016 03:00:00	276	1.2										
13/02/2016 04:00:00	276	0.9										
13/02/2016 05:00:00	250	2.5										
13/02/2016 06:00:00	257	2.7										
13/02/2016 07:00:00	228	2										
13/02/2016 08:00:00	259	1.7										
13/02/2016 09:00:00	276	2.8										
13/02/2016 10:00:00	334	1.4										
13/02/2016 11:00:00	351	2										
13/02/2016 12:00:00	337	1.3										
13/02/2016 13:00:00	345	1.4										
13/02/2016 14:00:00	10	1.8										
13/02/2016 15:00:00	359	2										
13/02/2016 16:00:00	46	3.2										
13/02/2016 17:00:00	42	2.3										
13/02/2016 18:00:00	41	3.2										
13/02/2016 19:00:00	65	1.8										
13/02/2016 20:00:00	93	1.4										
13/02/2016 21:00:00	40	1.9										
13/02/2016 22:00:00	5	2										
13/02/2016 23:00:00	345	1.6										
14/02/2016 00:00:00	354	0.8										
14/02/2016 01:00:00	239	1.1										
14/02/2016 02:00:00	219	0.9										
14/02/2016 03:00:00	45	1.7										
14/02/2016 04:00:00	29	1.8										
14/02/2016 05:00:00	77	1.7										
14/02/2016 06:00:00	66	1.7										
14/02/2016 07:00:00	74	2.6										
14/02/2016 08:00:00	54	3.4										
14/02/2016 09:00:00	355	2										
14/02/2016 10:00:00	304	0.7										
14/02/2016 11:00:00	267	2.4										
14/02/2016 12:00:00	270	2.5										
14/02/2016 13:00:00	253	2.9										
14/02/2016 14:00:00	274	2.5										
14/02/2016 15:00:00	316	1.2										
14/02/2016 16:00:00	340	0.9										
14/02/2016 17:00:00	290	0.7										
14/02/2016 18:00:00	225	1.3										
14/02/2016 19:00:00	358	0.9										
14/02/2016 20:00:00	302	1.2										
14/02/2016 21:00:00	357	0.8										
14/02/2016 22:00:00	297	1.1										
14/02/2016 23:00:00	306	0.7										
15/02/2016 00:00:00	261	1.6										
15/02/2016 01:00:00	261	0.8										
15/02/2016 02:00:00	253	1.9										
15/02/2016 03:00:00	240	2.3										
15/02/2016 04:00:00	246	1.9										
15/02/2016 05:00:00	290	1										
15/02/2016 06:00:00	268	1.2										
15/02/2016 07:00:00	261	1.7										
15/02/2016 08:00:00	265	1										
15/02/2016 09:00:00	353	1.2										
15/02/2016 10:00:00	261	1.9										
15/02/2016 11:00:00	275	1.2										
15/02/2016 12:00:00	289	1.1										
15/02/2016 13:00:00	345	0.9										
15/02/2016 14:00:00	354	0.7										
15/02/2016 15:00:00	279	0.8										
15/02/2016 16:00:00	271	0.6										
15/02/2016 17:00:00	251	1										
15/02/2016 18:00:00	238	0.7										
15/02/2016 19:00:00	219	2.1										
15/02/2016 20:00:00	223	2.5										
15/02/2016 21:00:00	243	1.5										
15/02/2016 22:00:00	217	2.6										
15/02/2016 23:00:00	212	2.4										
16/02/2016 00:00:00	216	2.7										
16/02/2016 01:00:00	230	2.3										
16/02/2016 02:00:00	227	2.1										
16/02/2016 03:00:00	227	2										
16/02/2016 04:00:00	235	2.4										
16/02/2016 05:00:00	264	2.3										
16/02/2016 06:00:00	187	1.8										
16/02/2016 07:00:00	226	1.6										
16/02/2016 08:00:00	217	2.5										
16/02/2016 09:00:00	223	3.3										
16/02/2016 10:00:00	223	3.3										
16/02/2016 11:00:00	253	2.3										
16/02/2016 12:00:00	261	3.3										
16/02/2016 13:00:00	259	2.3										
16/02/2016 14:00:00	252	2.3										
16/02/2016 15:00:00	272	0.9										
16/02/2016 16:00:00	322	1.6										
16/02/2016 17:00:00	346	2										
16/02/2016 18:00:00	23	1.8										
16/02/2016 19:00:00	10	2.6										
16/02/2016 20:00:00	359	2.8										
16/02/2016 21:00:00	355	0.9										
16/02/2016 22:00:00	3	2.6										
16/02/2016 23:00:00	3	2.2										
17/02/2016 00:00:00	14	2.7										
17/02/2016 01:00:00	8	3.2										
17/02/2016 02:00:00	4	3.4										
17/02/2016 03:00:00	334	1										
17/02/2016 04:00:00	264	2.4										
17/02/2016 05:00:00	255	2.9										
17/02/2016 06:00:00	251	3.5										
17/02/2016 07:00:00	250	2.9										
17/02/2016 08:00:00	243	3.7										
17/02/2016 09:00:00	242	2.3										
17/02/2016 10:00:00	266	2.1										
17/02/2016 11:00:00	281	1.4										
17/02/2016 12:00:00	352	2.4										
17/02/2016 13:00:00	324	1.3										
17/02/2016 14:00:00	344	1.6										
17/02/2016 15:00:00	18	1.7										
17/02/2016 16:00:00	3	1										
17/02/2016 17:00:00	34	1.5										
17/02/2016 18:00:00	38	1.2										
17/02/2016 19:00:00	93	0.2										
17/02/2016 20:00:00	341	1.1										
17/02/2016 21:00:00	331	0.9										
17/02/2016 22:00:00	263	1.2										
17/02/2016 23:00:00	271	1.2										
18/02/2016 00:00:00	253	1.8										
18/02/2016 01:00:00	252	2.2										
18/02/2016 02:00:00	263	2.4										
18/02/2016 03:00:00	232	2.2										
18/02/2016 04:00:00	215	1.2										
18/02/2016 05:00:00	250	2.4										
18/02/2016 06:00:00	228	2										
18/02/2016 07:00:00	240	2.3										
18/02/2016 08:00:00	256	3										
18/02/2016 09:00:00	268	1.7										
18/02/2016 10:00:00	280	2.2										
18/02/2016 11:00:00	288	3.5										
18/02/2016 12:00:00	277	3.2										
18/02/2016 13:00:00	263	4.2										
18/02/2016 14:00:00	254	4										
18/02/2016 15:00:00	267	3.1										
18/02/2016 16:00:00	252	2.6										
18/02/2016 17:00:00	253	2.5										
18/02/2016 18:00:00	238	3										
18/02/2016 19:00:00	241	2.7										
18/02/2016 20:00:00	226	2.1										
18/02/2016 21:00:00	213	1.6										
18/02/2016 22:00:00	220	2.1										
18/02/2016 23:00:00	212	2										
19/02/2016 00:00:00	213	2										
19/02/2016 01:00:00	219	1.6										
19/02/2016 02:00:00	231	1.8										
19/02/2016 03:00:00	275	0.5										
19/02/2016 04:00:00	203	1.4										
19/02/2016 05:00:00	214	1.2										
19/02/2016 06:00:00	198	1.5										
19/02/2016 07:00:00	198	1.1										
19/02/2016 08:00:00	335	0.6										
19/02/2016 09:00:00	325	0.9										
19/02/2016 10:00:00	305	0.8										
19/02/2016 11:00:00	340	1.6										
19/02/2016 12:00:00	332	1.4										
19/02/2016 13:00:00	210	3.6										
19/02/2016 14:00:00	202	8.8										
19/02/2016 15:00:00	204	6.3										
19/02/2016 16:00:00	206	7.2										
19/02/2016 17:00:00	204	4.7										
19/02/2016 18:00:00	202	5.4										
19/02/2016 19:00:00	201	6										
19/02/2016 20:00:00	201	4.9										
19/02/2016 21:00:00	207	4										
19/02/2016 22:00:00	343	2.8										
19/02/2016 23:00:00	34	4										
20/02/2016 00:00:00	47	1.8										
20/02/2016 01:00:00	147	1										
20/02/2016 02:00:00	160	1										
20/02/2016 03:00:00	252	0.5										
20/02/2016 04:00:00	280	0.9										
20/02/2016 05:00:00	256	2.3										
20/02/2016 06:00:00	239	2.7										
20/02/2016 07:00:00	241	2.9										
20/02/2016 08:00:00	265	1.9										
20/02/2016 09:00:00	262	2.3										
20/02/2016 10:00:00	267	1.9										
20/02/2016 11:00:00	286	1.1										
20/02/2016 12:00:00	339	1.3										
20/02/2016 13:00:00	320	0.8										
20/02/2016 14:00:00	245	0.7										
20/02/2016 15:00:00	50	0.8										
20/02/2016 16:00:00	40	2										
20/02/2016 17:00:00	60	2										
20/02/2016 18:00:00	195	1.2										
20/02/2016 19:00:00	230	1.7										
20/02/2016 20:00:00	214	2										
20/02/2016 21:00:00	195	2.1										
20/02/2016 22:00:00	194	2.7										
20/02/2016 23:00:00	209	2.4										
21/02/2016 00:00:00	208	2										
21/02/2016 01:00:00	192	1.8										
21/02/2016 02:00:00	218	1.4										
21/02/2016 03:00:00	214	1.7										
21/02/2016 04:00:00	205	1.2										
21/02/2016 05:00:00	209	1.2										
21/02/2016 06:00:00	214	1.4										
21/02/2016 07:00:00	213	2.4										
21/02/2016 08:00:00	217	2.1										
21/02/2016 09:00:00	225	1.5										
21/02/2016 10:00:00	259	0.7										
21/02/2016 11:00:00	335	1.3										
21/02/2016 12:00:00	299	1										
21/02/2016 13:00:00	73	1.4										
21/02/2016 14:00:00	59	0.5										
21/02/2016 15:00:00	49	2.6										
21/02/2016 16:00:00	60	2.5										
21/02/2016 17:00:00	77	2.2										
21/02/2016 18:00:00	139	1.7										
21/02/2016 19:00:00	219	2.6										
21/02/2016 20:00:00	341	1.1										
21/02/2016 21:00:00	196	1										
21/02/2016 22:00:00	215	1.3										
21/02/2016 23:00:00	210	2.7										
22/02/2016 00:00:00	206	1.6										
22/02/2016 01:00:00	354	1.8										
22/02/2016 02:00:00	313	0.3										
22/02/2016 03:00:00	131	0.7										
22/02/2016 04:00:00	215	1.5										
22/02/2016 05:00:00	216	1										
22/02/2016 06:00:00	231	1										
22/02/2016 07:00:00	242	1.1										
22/02/2016 08:00:00	314	0.6										
22/02/2016 09:00:00	321	0.7										
22/02/2016 10:00:00	335	0.9										
22/02/2016 11:00:00	21	0.6										
22/02/2016 12:00:00	336	1.2										
22/02/2016 13:00:00	356	2										
22/02/2016 14:00:00	86	2.6										
22/02/2016 15:00:00	64	2.8										
22/02/2016 16:00:00	94	4.6										
22/02/2016 17:00:00	66	2.3										
22/02/2016 18:00:00	61	1.6										
22/02/2016 19:00:00	1	1.9										
22/02/2016 20:00:00	40	0.8										
22/02/2016 21:00:00	7	1.5										
22/02/2016 22:00:00	38	1.1										
22/02/2016 23:00:00	312	0.6										
23/02/2016 00:00:00	324	0.4										
23/02/2016 01:00:00	19	1										
23/02/2016 02:00:00	86	1.5										
23/02/2016 03:00:00	145	2.6										
23/02/2016 04:00:00	203	3.8										
23/02/2016 05:00:00	192	1.1										
23/02/2016 06:00:00	287	0.7										
23/02/2016 07:00:00	253	1.3										
23/02/2016 08:00:00	290	1.6										
23/02/2016 09:00:00	270	2.3										
23/02/2016 10:00:00	259	2.1										
23/02/2016 11:00:00	315	1.5										
23/02/2016 12:00:00	250	2										
23/02/2016 13:00:00	329	1.6										
23/02/2016 14:00:00	343	1.8										
23/02/2016 15:00:00	336	1.6										
23/02/2016 16:00:00	319	1.1										
23/02/2016 17:00:00	211	0.9										
23/02/2016 18:00:00	201	1.1										
23/02/2016 19:00:00	152	1										
23/02/2016 20:00:00	205	2.6										
23/02/2016 21:00:00	202	5.2										
23/02/2016 22:00:00	261	2.4										
23/02/2016 23:00:00	215	2										
24/02/2016 00:00:00	255	2.6										
24/02/2016 01:00:00	232	1.4										
24/02/2016 02:00:00	230	1										
24/02/2016 03:00:00	243	1.1										
24/02/2016 04:00:00	207	0.5										
24/02/2016 05:00:00	225	2.3										
24/02/2016 06:00:00	238	1.9										
24/02/2016 07:00:00	343	0.6										
24/02/2016 08:00:00	348	1.1										
24/02/2016 09:00:00	79	1.4										
24/02/2016 10:00:00	67	2.1										
24/02/2016 11:00:00	76	3.4										
24/02/2016 12:00:00	49	3.2										
24/02/2016 13:00:00	67	4.8										
24/02/2016 14:00:00	85	5.4										
24/02/2016 15:00:00	78	5.4										
24/02/2016 16:00:00	80	4.2										
24/02/2016 17:00:00	74	4										
24/02/2016 18:00:00	71	4.2										
24/02/2016 19:00:00	80	4.5										
24/02/2016 20:00:00	84	4.1										
24/02/2016 21:00:00	95	3.4										
24/02/2016 22:00:00	77	2.9										
24/02/2016 23:00:00	73	3.5										
25/02/2016 00:00:00	64	3.1										
25/02/2016 01:00:00	37	2										
25/02/2016 02:00:00	348	1.1										
25/02/2016 03:00:00	300	0.7										
25/02/2016 04:00:00	293	0.9										
25/02/2016 05:00:00	292	0.5										
25/02/2016 06:00:00	304	0.6										
25/02/2016 07:00:00	287	0.5										
25/02/2016 08:00:00	322	0.6										
25/02/2016 09:00:00	342	1.4										
25/02/2016 10:00:00	354	1.8										
25/02/2016 11:00:00	356	1.6										
25/02/2016 12:00:00	83	2										
25/02/2016 13:00:00	39	1.7										
25/02/2016 14:00:00	13	1.7										
25/02/2016 15:00:00	11	1.3										
25/02/2016 16:00:00	15	1.8										
25/02/2016 17:00:00	205	1.3										
25/02/2016 18:00:00	228	1.4										
25/02/2016 19:00:00	335	0.7										
25/02/2016 20:00:00	351	1.5										
25/02/2016 21:00:00	3	0.5										
25/02/2016 22:00:00	344	0.4										
25/02/2016 23:00:00	269	0.8										
26/02/2016 00:00:00	241	0.5										
26/02/2016 01:00:00	1	0.3										
26/02/2016 02:00:00	255	0.4										
26/02/2016 03:00:00	346	0.7										
26/02/2016 04:00:00	321	0.4										
26/02/2016 05:00:00	358	0.8										
26/02/2016 06:00:00	350	0.9										
26/02/2016 07:00:00	357	1.6										
26/02/2016 08:00:00	48	2.3										
26/02/2016 09:00:00	61	2.1										
26/02/2016 10:00:00	64	2										
26/02/2016 11:00:00	93	2.6										
26/02/2016 12:00:00	95	2.7										
26/02/2016 13:00:00	75	3.1										
26/02/2016 14:00:00	88	3.2										
26/02/2016 15:00:00	91	1.9										
26/02/2016 16:00:00	83	2.6										
26/02/2016 17:00:00	101	3.4										
26/02/2016 18:00:00	90	3.9										
26/02/2016 19:00:00	90	3.9										
26/02/2016 20:00:00	86	3.9										
26/02/2016 21:00:00	81	3										
26/02/2016 22:00:00	79	3.2										
26/02/2016 23:00:00	87	3.2										
27/02/2016 00:00:00	81	2										
27/02/2016 01:00:00	63	2.2										
27/02/2016 02:00:00	53	1.2										
27/02/2016 03:00:00	252	1.3										
27/02/2016 04:00:00	282	0.7										
27/02/2016 05:00:00	258	1.3										
27/02/2016 06:00:00	267	1.1										
27/02/2016 07:00:00	257	1.6										
27/02/2016 08:00:00	270	1.1										
27/02/2016 09:00:00	257	1.5										
27/02/2016 10:00:00	347	0.9										
27/02/2016 11:00:00	10	3										
27/02/2016 12:00:00	19	1.8										
27/02/2016 13:00:00	352	1.7										
27/02/2016 14:00:00	301	0.6										
27/02/2016 15:00:00	264	1.4										
27/02/2016 16:00:00	17	1.9										
27/02/2016 17:00:00	39	2										
27/02/2016 18:00:00	38	2.7										
27/02/2016 19:00:00	55	2.8										
27/02/2016 20:00:00	46	4.2										
27/02/2016 21:00:00	46	3.6										
27/02/2016 22:00:00	67	4.5										
27/02/2016 23:00:00	76	4.5										
28/02/2016 00:00:00	71	3.8										
28/02/2016 01:00:00	87	4.3										
28/02/2016 02:00:00	71	3.5										
28/02/2016 03:00:00	74	1.2										
28/02/2016 04:00:00	31	0.7										
28/02/2016 05:00:00	43	1.8										
28/02/2016 06:00:00	149	1.9										
28/02/2016 07:00:00	70	1.9										
28/02/2016 08:00:00	104	3.1										
28/02/2016 09:00:00	124	3.4										
28/02/2016 10:00:00	2	1.8										
28/02/2016 11:00:00	280	1										
28/02/2016 12:00:00	356	1.4										
28/02/2016 13:00:00	337	1										
28/02/2016 14:00:00	258	0.7										
28/02/2016 15:00:00	276	0.7										
28/02/2016 16:00:00	155	0.5										
28/02/2016 17:00:00	77	2.6										
28/02/2016 18:00:00	42	2.6										
28/02/2016 19:00:00	47	5.1										
28/02/2016 20:00:00	45	7.3										
28/02/2016 21:00:00	52	7.2										
28/02/2016 22:00:00	69	6										
28/02/2016 23:00:00	44	7										
29/02/2016 00:00:00	72	3.7										
29/02/2016 01:00:00	79	3.3										
29/02/2016 02:00:00	26	3.2										
29/02/2016 03:00:00	41	2.7										
29/02/2016 04:00:00	57	0.6										
29/02/2016 05:00:00	358	0.4										
29/02/2016 06:00:00	100	0.5										
29/02/2016 07:00:00	61	3.3										
29/02/2016 08:00:00	99	1.9										
29/02/2016 09:00:00	100	3.4										
29/02/2016 10:00:00	167	2.2										
29/02/2016 11:00:00	155	1.7										
29/02/2016 12:00:00	91	2.2										
29/02/2016 13:00:00	70	3										
29/02/2016 14:00:00	75	2.5										
29/02/2016 15:00:00	48	2.2										
29/02/2016 16:00:00	117	1.2										
29/02/2016 17:00:00	45	1.4										
29/02/2016 18:00:00	34	0.8										
29/02/2016 19:00:00	355	0.8										
29/02/2016 20:00:00	94	2.1										
29/02/2016 21:00:00	112	1.1										
29/02/2016 22:00:00	166	1.1										
29/02/2016 23:00:00	213	1.3										
01/12/2016 00:00:00	205	4.2										
01/12/2016 01:00:00	208	4.6										
01/12/2016 02:00:00	212	3.8										
01/12/2016 03:00:00	218	3.6										
01/12/2016 04:00:00	217	3.2										
01/12/2016 05:00:00	214	3.4										
01/12/2016 06:00:00	210	3.5										
01/12/2016 07:00:00	211	2.8										
01/12/2016 08:00:00	218	3.2										
01/12/2016 09:00:00	214	2.8										
01/12/2016 10:00:00	222	1.7										
01/12/2016 11:00:00	235	2.9										
01/12/2016 12:00:00	295	1										
01/12/2016 13:00:00	342	1.4										
01/12/2016 14:00:00	295	0.3										
01/12/2016 15:00:00	8	1.2										
01/12/2016 16:00:00	26	1.4										
01/12/2016 17:00:00	28	1.3										
01/12/2016 18:00:00	180	0.8										
01/12/2016 19:00:00	148	0.6										
01/12/2016 20:00:00	208	1.3										
01/12/2016 21:00:00	219	0.7										
01/12/2016 22:00:00	17	1.2										
01/12/2016 23:00:00	158	0.7										
02/12/2016 00:00:00	343	0.5										
02/12/2016 01:00:00	261	0.3										
02/12/2016 02:00:00	259	0.6										
