Fine validità (UTC)	wndDir	wndSpeed										
24/01/2017 14:00:00	219	1.1										
24/01/2017 15:00:00	350	1.7										
24/01/2017 16:00:00	344	1.1										
24/01/2017 17:00:00	331	0.3										
24/01/2017 18:00:00	158	1.5										
24/01/2017 19:00:00	163	1.2										
24/01/2017 20:00:00	189	3.3										
24/01/2017 21:00:00	211	2.3										
24/01/2017 22:00:00	244	1.4										
24/01/2017 23:00:00	242	2.1										
25/01/2017 00:00:00	251	2.9										
25/01/2017 01:00:00	255	2.1										
25/01/2017 02:00:00	214	2.4										
25/01/2017 03:00:00	215	2.7										
25/01/2017 04:00:00	341	1.7										
25/01/2017 05:00:00	337	1.8										
25/01/2017 06:00:00	218	2.2										
25/01/2017 07:00:00	218	2										
25/01/2017 08:00:00	257	2.1										
25/01/2017 09:00:00	256	2.3										
25/01/2017 10:00:00	275	1.8										
25/01/2017 11:00:00	321	1.4										
25/01/2017 12:00:00	314	1.6										
25/01/2017 13:00:00	342	1.7										
25/01/2017 14:00:00	356	2.3										
25/01/2017 15:00:00	343	1.3										
25/01/2017 16:00:00	328	0.9										
25/01/2017 17:00:00	198	1.3										
25/01/2017 18:00:00	181	1.8										
25/01/2017 19:00:00	188	1.4										
25/01/2017 20:00:00	124	0.6										
25/01/2017 21:00:00	131	1.7										
25/01/2017 22:00:00	157	2.4										
25/01/2017 23:00:00	161	2.7										
26/01/2017 00:00:00	196	3										
26/01/2017 01:00:00	280	2										
26/01/2017 02:00:00	300	0.8										
26/01/2017 03:00:00	219	1										
26/01/2017 04:00:00	209	1.6										
26/01/2017 05:00:00	187	2										
26/01/2017 06:00:00	185	2										
26/01/2017 07:00:00	187	1.1										
26/01/2017 08:00:00	198	1.6										
26/01/2017 09:00:00	357	1.1										
26/01/2017 10:00:00	293	0.9										
26/01/2017 11:00:00	354	2										
26/01/2017 12:00:00	357	0.9										
26/01/2017 13:00:00	4	1.9										
26/01/2017 14:00:00	352	1.5										
26/01/2017 15:00:00	351	1.6										
26/01/2017 16:00:00	358	0.5										
26/01/2017 17:00:00	212	1										
26/01/2017 18:00:00	193	1.6										
26/01/2017 19:00:00	203	1.4										
26/01/2017 20:00:00	229	1.1										
26/01/2017 21:00:00	212	2.1										
26/01/2017 22:00:00	208	1.5										
26/01/2017 23:00:00	230	1										
27/01/2017 00:00:00	201	1.1										
27/01/2017 01:00:00	358	0.5										
27/01/2017 02:00:00	233	0.9										
27/01/2017 03:00:00	308	0.2										
27/01/2017 04:00:00		0.1										
27/01/2017 05:00:00	217	1.1										
27/01/2017 06:00:00	209	1.3										
27/01/2017 07:00:00	228	0.9										
27/01/2017 08:00:00	228	0.6										
27/01/2017 09:00:00	310	0.6										
27/01/2017 10:00:00	355	2.2										
27/01/2017 11:00:00	356	2.3										
27/01/2017 12:00:00	2	0.7										
27/01/2017 13:00:00	21	1.5										
27/01/2017 14:00:00	357	1.1										
27/01/2017 15:00:00	40	2.6										
27/01/2017 16:00:00	68	2.2										
27/01/2017 17:00:00	81	2.2										
27/01/2017 18:00:00	165	0.5										
27/01/2017 19:00:00	75	1.1										
27/01/2017 20:00:00	120	1.1										
27/01/2017 21:00:00	124	0.5										
27/01/2017 22:00:00	187	1.1										
27/01/2017 23:00:00	175	0.5										
28/01/2017 00:00:00	193	1.4										
28/01/2017 01:00:00	197	1.8										
28/01/2017 02:00:00	180	1										
28/01/2017 03:00:00	205	0.9										
28/01/2017 04:00:00	194	0.7										
28/01/2017 05:00:00	337	0.4										
28/01/2017 06:00:00	312	0.5										
28/01/2017 07:00:00	353	1.2										
28/01/2017 08:00:00	3	0.4										
28/01/2017 09:00:00	354	1										
28/01/2017 10:00:00	328	0.6										
28/01/2017 11:00:00	345	1.6										
28/01/2017 12:00:00	354	1.7										
28/01/2017 13:00:00	353	1.6										
28/01/2017 14:00:00	350	1.7										
28/01/2017 15:00:00	347	1.6										
28/01/2017 16:00:00	356	1.7										
28/01/2017 17:00:00	352	0.8										
28/01/2017 18:00:00	213	1.2										
28/01/2017 19:00:00	111	1.3										
28/01/2017 20:00:00	217	1.3										
28/01/2017 21:00:00	183	2										
28/01/2017 22:00:00	198	2.2										
28/01/2017 23:00:00	202	2.7										
29/01/2017 00:00:00	189	2.9										
29/01/2017 01:00:00	199	2.7										
29/01/2017 02:00:00	200	2.4										
29/01/2017 03:00:00	190	2.2										
29/01/2017 04:00:00	201	2.3										
29/01/2017 05:00:00	188	2.4										
29/01/2017 06:00:00	192	1.9										
29/01/2017 07:00:00	191	2.3										
29/01/2017 08:00:00	197	2.6										
29/01/2017 09:00:00	198	1.2										
29/01/2017 10:00:00	5	1.1										
29/01/2017 11:00:00	353	2.1										
29/01/2017 12:00:00	341	1.1										
29/01/2017 13:00:00	353	1.1										
29/01/2017 14:00:00	332	0.9										
29/01/2017 15:00:00	13	1.4										
29/01/2017 16:00:00	38	2.3										
29/01/2017 17:00:00	47	1.9										
29/01/2017 18:00:00	91	0.6										
29/01/2017 19:00:00	269	0.7										
29/01/2017 20:00:00	190	1.2										
29/01/2017 21:00:00	169	1.7										
29/01/2017 22:00:00	167	1.4										
29/01/2017 23:00:00	249	1.2										
30/01/2017 00:00:00	201	2										
30/01/2017 01:00:00	184	2.7										
30/01/2017 02:00:00	174	2.7										
30/01/2017 03:00:00	222	2.3										
30/01/2017 04:00:00	218	2.3										
30/01/2017 05:00:00	209	3										
30/01/2017 06:00:00	156	0.7										
30/01/2017 07:00:00	194	1.8										
30/01/2017 08:00:00	202	1.3										
30/01/2017 09:00:00	302	0.4										
30/01/2017 10:00:00	29	1.7										
30/01/2017 11:00:00	359	2.3										
30/01/2017 12:00:00	22	1.4										
30/01/2017 13:00:00	331	1.6										
30/01/2017 14:00:00	356	1.9										
30/01/2017 15:00:00	344	1.1										
30/01/2017 16:00:00	346	1.2										
30/01/2017 17:00:00	86	2.2										
30/01/2017 18:00:00	73	2.3										
30/01/2017 19:00:00	10	1										
30/01/2017 20:00:00	347	0.4										
30/01/2017 21:00:00	155	0.5										
30/01/2017 22:00:00	327	0.2										
30/01/2017 23:00:00	320	0.7										
31/01/2017 00:00:00	231	1										
31/01/2017 01:00:00	218	0.7										
31/01/2017 02:00:00	319	0.4										
31/01/2017 03:00:00	343	0.1										
31/01/2017 04:00:00	254	1.6										
31/01/2017 05:00:00	339	0.5										
31/01/2017 06:00:00	13	0.6										
31/01/2017 07:00:00	348	0.7										
31/01/2017 08:00:00	330	0.7										
31/01/2017 09:00:00	301	0.7										
31/01/2017 10:00:00	340	1.1										
31/01/2017 11:00:00	334	0.5										
31/01/2017 12:00:00	297	1.5										
31/01/2017 13:00:00	347	1.4										
31/01/2017 14:00:00	326	0.9										
31/01/2017 15:00:00	297	0.9										
31/01/2017 16:00:00	297	0.6										
31/01/2017 17:00:00	324	0.9										
31/01/2017 18:00:00	324	1.1										
31/01/2017 19:00:00	333	0.8										
31/01/2017 20:00:00	356	1.4										
31/01/2017 21:00:00	348	0.7										
31/01/2017 22:00:00	255	0.3										
31/01/2017 23:00:00	337	0.7										
01/02/2017 00:00:00	353	1.6										
01/02/2017 01:00:00	322	0.8										
01/02/2017 02:00:00	305	0.2										
01/02/2017 03:00:00	352	1.1										
01/02/2017 04:00:00	217	1										
01/02/2017 05:00:00	241	0.9										
01/02/2017 06:00:00	352	0.7										
01/02/2017 07:00:00	337	0.7										
01/02/2017 08:00:00	340	1.3										
01/02/2017 09:00:00	354	1.3										
01/02/2017 10:00:00	342	1.6										
01/02/2017 11:00:00	347	1.8										
01/02/2017 12:00:00	342	0.7										
01/02/2017 13:00:00	352	1.5										
01/02/2017 14:00:00	327	0.8										
01/02/2017 15:00:00	337	1.6										
01/02/2017 16:00:00	338	1										
01/02/2017 17:00:00	344	0.8										
01/02/2017 18:00:00	256	0.3										
01/02/2017 19:00:00	234	0.5										
01/02/2017 20:00:00	245	0.8										
01/02/2017 21:00:00	205	0.8										
01/02/2017 22:00:00	177	0.6										
01/02/2017 23:00:00	293	0.3										
02/02/2017 00:00:00	246	0.3										
02/02/2017 01:00:00	284	0.4										
02/02/2017 02:00:00	345	0.4										
02/02/2017 03:00:00	349	0.5										
02/02/2017 04:00:00	266	0.6										
02/02/2017 05:00:00	304	0.3										
02/02/2017 06:00:00	233	0.4										
02/02/2017 07:00:00	356	0.6										
02/02/2017 08:00:00	358	1.4										
02/02/2017 09:00:00	331	0.8										
02/02/2017 10:00:00	5	1.2										
02/02/2017 11:00:00	350	1.3										
02/02/2017 12:00:00	317	0.8										
02/02/2017 13:00:00	349	0.5										
02/02/2017 14:00:00	358	0.6										
02/02/2017 15:00:00	355	0.7										
02/02/2017 16:00:00	307	0.5										
02/02/2017 17:00:00	351	0.9										
02/02/2017 18:00:00	300	0.5										
02/02/2017 19:00:00	259	1										
02/02/2017 20:00:00	252	0.9										
02/02/2017 21:00:00	283	0.3										
02/02/2017 22:00:00	227	0.9										
02/02/2017 23:00:00	317	0.8										
03/02/2017 00:00:00	218	0.6										
03/02/2017 01:00:00	216	0.3										
03/02/2017 02:00:00	74	0.4										
03/02/2017 03:00:00	39	0.5										
03/02/2017 04:00:00	93	2.2										
03/02/2017 05:00:00	53	2										
03/02/2017 06:00:00	94	3.1										
03/02/2017 07:00:00	93	2.3										
03/02/2017 08:00:00	84	2.8										
03/02/2017 09:00:00	97	3.1										
03/02/2017 10:00:00	173	3.1										
03/02/2017 11:00:00	204	6.1										
03/02/2017 12:00:00	266	3.5										
03/02/2017 13:00:00	305	1.4										
03/02/2017 14:00:00	262	1.6										
03/02/2017 15:00:00	263	1										
03/02/2017 16:00:00	255	3.4										
03/02/2017 17:00:00	277	2.4										
03/02/2017 18:00:00	311	0.6										
03/02/2017 19:00:00	324	0.7										
03/02/2017 20:00:00	10	1.3										
03/02/2017 21:00:00	85	1.4										
03/02/2017 22:00:00	95	0.8										
03/02/2017 23:00:00	300	1.1										
04/02/2017 00:00:00	214	2.4										
04/02/2017 01:00:00	182	2.3										
04/02/2017 02:00:00	254	3.1										
04/02/2017 03:00:00	267	2.6										
04/02/2017 04:00:00	245	2.9										
04/02/2017 05:00:00	256	2.8										
04/02/2017 06:00:00	243	2.9										
04/02/2017 07:00:00	202	1.3										
04/02/2017 08:00:00	207	1										
04/02/2017 09:00:00	65	1.1										
04/02/2017 10:00:00	95	2.8										
04/02/2017 11:00:00	95	3										
04/02/2017 12:00:00	77	2.2										
04/02/2017 13:00:00	76	3.2										
04/02/2017 14:00:00	96	4.3										
04/02/2017 15:00:00	44	2.7										
04/02/2017 16:00:00	75	2.9										
04/02/2017 17:00:00	269	2.4										
04/02/2017 18:00:00	270	3.3										
04/02/2017 19:00:00	258	4.8										
04/02/2017 20:00:00	262	3.7										
04/02/2017 21:00:00	232	2.8										
04/02/2017 22:00:00	245	2.6										
04/02/2017 23:00:00	243	2										
05/02/2017 00:00:00	241	1.7										
05/02/2017 01:00:00	254	2.6										
05/02/2017 02:00:00	256	2.5										
05/02/2017 03:00:00	243	2.7										
05/02/2017 04:00:00	214	2.5										
05/02/2017 05:00:00	196	1.8										
05/02/2017 06:00:00	27	0.9										
05/02/2017 07:00:00	90	1.7										
05/02/2017 08:00:00	77	2.3										
05/02/2017 09:00:00	55	2.7										
05/02/2017 10:00:00	43	3.5										
05/02/2017 11:00:00	61	2.5										
05/02/2017 12:00:00	73	3.6										
05/02/2017 13:00:00	62	3.4										
05/02/2017 14:00:00	62	1.8										
05/02/2017 15:00:00	264	2.9										
05/02/2017 16:00:00	255	3.6										
05/02/2017 17:00:00	238	3.1										
05/02/2017 18:00:00	242	2.5										
05/02/2017 19:00:00	346	0.5										
05/02/2017 20:00:00	266	3.4										
05/02/2017 21:00:00	246	2.7										
05/02/2017 22:00:00	243	3.4										
05/02/2017 23:00:00	266	3.1										
06/02/2017 00:00:00	271	2.4										
06/02/2017 01:00:00	253	3.4										
06/02/2017 02:00:00	266	3.6										
06/02/2017 03:00:00	264	3.9										
06/02/2017 04:00:00	263	4.2										
06/02/2017 05:00:00	261	3.9										
06/02/2017 06:00:00	252	4										
06/02/2017 07:00:00	272	3.5										
06/02/2017 08:00:00	263	4										
06/02/2017 09:00:00	264	3.7										
06/02/2017 10:00:00	255	4.1										
06/02/2017 11:00:00	252	4.8										
06/02/2017 12:00:00	260	4.6										
06/02/2017 13:00:00	263	4										
06/02/2017 14:00:00	311	1.2										
06/02/2017 15:00:00	308	1.3										
06/02/2017 16:00:00	257	2.1										
06/02/2017 17:00:00	233	2.2										
06/02/2017 18:00:00	284	0.8										
06/02/2017 19:00:00	235	1.9										
06/02/2017 20:00:00	319	0.6										
06/02/2017 21:00:00	249	1										
06/02/2017 22:00:00	287	0.6										
06/02/2017 23:00:00	226	2.1										
07/02/2017 00:00:00	223	1.5										
07/02/2017 01:00:00	235	1.7										
07/02/2017 02:00:00	243	1.3										
07/02/2017 03:00:00	227	2.2										
07/02/2017 04:00:00	227	1.7										
07/02/2017 05:00:00	211	1.3										
07/02/2017 06:00:00	213	1.5										
07/02/2017 07:00:00	197	1.8										
07/02/2017 08:00:00	227	1.7										
07/02/2017 09:00:00	218	0.6										
07/02/2017 10:00:00	349	0.9										
07/02/2017 11:00:00	74	1.1										
07/02/2017 12:00:00	59	0.6										
07/02/2017 13:00:00	43	3										
07/02/2017 14:00:00	46	2.2										
07/02/2017 15:00:00	57	2										
07/02/2017 16:00:00	75	2.4										
07/02/2017 17:00:00	97	1.9										
07/02/2017 18:00:00	117	2										
07/02/2017 19:00:00	129	1.5										
07/02/2017 20:00:00	127	1.3										
07/02/2017 21:00:00	134	1.5										
07/02/2017 22:00:00	117	0.8										
07/02/2017 23:00:00	181	0.9										
08/02/2017 00:00:00	111	1.8										
08/02/2017 01:00:00	216	1.5										
08/02/2017 02:00:00	102	0.7										
08/02/2017 03:00:00	101	0.5										
08/02/2017 04:00:00	116	1.5										
08/02/2017 05:00:00	65	1.6										
08/02/2017 06:00:00	47	1.5										
08/02/2017 07:00:00	263	0.4										
08/02/2017 08:00:00	352	1.1										
08/02/2017 09:00:00	43	2										
08/02/2017 10:00:00	81	4.6										
08/02/2017 11:00:00	86	4.8										
08/02/2017 12:00:00	75	4.3										
08/02/2017 13:00:00	58	4										
08/02/2017 14:00:00	45	3.6										
08/02/2017 15:00:00	50	3.4										
08/02/2017 16:00:00	61	3.4										
08/02/2017 17:00:00	47	3.4										
08/02/2017 18:00:00	47	2.2										
08/02/2017 19:00:00	47	2.2										
08/02/2017 20:00:00	65	2.5										
08/02/2017 21:00:00	45	1.9										
08/02/2017 22:00:00	47	2.8										
08/02/2017 23:00:00	51	2.3										
09/02/2017 00:00:00	24	0.8										
09/02/2017 01:00:00	241	0.7										
09/02/2017 02:00:00	277	0.5										
09/02/2017 03:00:00	238	1.7										
09/02/2017 04:00:00	226	1.5										
09/02/2017 05:00:00	261	1.4										
09/02/2017 06:00:00	293	1.1										
09/02/2017 07:00:00	287	0.6										
09/02/2017 08:00:00	305	0.7										
09/02/2017 09:00:00	317	1.1										
09/02/2017 10:00:00	275	1.8										
09/02/2017 11:00:00	340	1.2										
09/02/2017 12:00:00	309	1.3										
09/02/2017 13:00:00	267	1										
09/02/2017 14:00:00	268	1.3										
09/02/2017 15:00:00	275	1.3										
09/02/2017 16:00:00	255	1.9										
09/02/2017 17:00:00	258	1.9										
09/02/2017 18:00:00	258	2.7										
09/02/2017 19:00:00	260	2.8										
09/02/2017 20:00:00	255	2.9										
09/02/2017 21:00:00	265	1.7										
09/02/2017 22:00:00	268	1.9										
09/02/2017 23:00:00	273	0.5										
10/02/2017 00:00:00	314	0.6										
10/02/2017 01:00:00	264	0.4										
10/02/2017 02:00:00	303	0.6										
10/02/2017 03:00:00	254	0.9										
10/02/2017 04:00:00	275	0.9										
10/02/2017 05:00:00	254	1.5										
10/02/2017 06:00:00	280	0.8										
10/02/2017 07:00:00	227	1.7										
10/02/2017 08:00:00	357	1.1										
10/02/2017 09:00:00	310	1										
10/02/2017 10:00:00	303	0.7										
10/02/2017 11:00:00	311	1.1										
10/02/2017 12:00:00	325	1.3										
10/02/2017 13:00:00	317	1.2										
10/02/2017 14:00:00	343	1.1										
10/02/2017 15:00:00	2	1.2										
10/02/2017 16:00:00	356	1.2										
10/02/2017 17:00:00	306	0.5										
10/02/2017 18:00:00	281	0.5										
10/02/2017 19:00:00	312	0.4										
10/02/2017 20:00:00	344	0.5										
10/02/2017 21:00:00	268	1.7										
10/02/2017 22:00:00	266	1.5										
10/02/2017 23:00:00	263	1										
11/02/2017 00:00:00	257	2										
11/02/2017 01:00:00	261	3										
11/02/2017 02:00:00	237	2.7										
11/02/2017 03:00:00	242	2.5										
11/02/2017 04:00:00	246	2.2										
11/02/2017 05:00:00	237	2.1										
11/02/2017 06:00:00	227	1.3										
11/02/2017 07:00:00	214	1.6										
11/02/2017 08:00:00	238	0.8										
11/02/2017 09:00:00	320	1.3										
11/02/2017 10:00:00	348	1.9										
11/02/2017 11:00:00	347	1.4										
11/02/2017 12:00:00	353	1.8										
11/02/2017 13:00:00	338	1.3										
11/02/2017 14:00:00	348	1.4										
11/02/2017 15:00:00	332	0.8										
11/02/2017 16:00:00	341	0.6										
11/02/2017 17:00:00	345	1										
11/02/2017 18:00:00	355	0.5										
11/02/2017 19:00:00	2	0.4										
11/02/2017 20:00:00	313	0.4										
11/02/2017 21:00:00	8	0.3										
11/02/2017 22:00:00	281	0.7										
11/02/2017 23:00:00	243	1										
12/02/2017 00:00:00	224	1										
12/02/2017 01:00:00	222	0.9										
12/02/2017 02:00:00	222	1.1										
12/02/2017 03:00:00	267	1.6										
12/02/2017 04:00:00	259	1.5										
12/02/2017 05:00:00	248	1.1										
12/02/2017 06:00:00	261	2.2										
12/02/2017 07:00:00	259	1.7										
12/02/2017 08:00:00	307	0.7										
12/02/2017 09:00:00	245	1.5										
12/02/2017 10:00:00	299	0.8										
12/02/2017 11:00:00	12	1.3										
12/02/2017 12:00:00	345	1.7										
12/02/2017 13:00:00	351	1.6										
12/02/2017 14:00:00	353	1.1										
12/02/2017 15:00:00	3	1.1										
12/02/2017 16:00:00	353	1.3										
12/02/2017 17:00:00	341	0.9										
12/02/2017 18:00:00	325	0.6										
12/02/2017 19:00:00	314	0.4										
12/02/2017 20:00:00	323	0.4										
12/02/2017 21:00:00	318	0.3										
12/02/2017 22:00:00	310	0.8										
12/02/2017 23:00:00	341	0.5										
13/02/2017 00:00:00	225	2.1										
13/02/2017 01:00:00	234	1.5										
13/02/2017 02:00:00	242	1.5										
13/02/2017 03:00:00	308	0.8										
13/02/2017 04:00:00	23	0.5										
13/02/2017 05:00:00	235	1										
13/02/2017 06:00:00	218	1.3										
13/02/2017 07:00:00	214	1.4										
13/02/2017 08:00:00	359	1.2										
13/02/2017 09:00:00	355	1.1										
13/02/2017 10:00:00	40	1.5										
13/02/2017 11:00:00	58	2.1										
13/02/2017 12:00:00	76	2.2										
13/02/2017 13:00:00	92	2.3										
13/02/2017 14:00:00	82	2.6										
13/02/2017 15:00:00	64	2										
13/02/2017 16:00:00	72	2										
13/02/2017 17:00:00	40	2.3										
13/02/2017 18:00:00	17	2.1										
13/02/2017 19:00:00	53	1.3										
13/02/2017 20:00:00	360	1.7										
13/02/2017 21:00:00	308	0.4										
13/02/2017 22:00:00	290	0.7										
13/02/2017 23:00:00	263	1.5										
14/02/2017 00:00:00	273	0.8										
14/02/2017 01:00:00	342	1.1										
14/02/2017 02:00:00	325	0.4										
14/02/2017 03:00:00	320	0.7										
14/02/2017 04:00:00	356	1.4										
14/02/2017 05:00:00	241	0.4										
14/02/2017 06:00:00	245	2.1										
14/02/2017 07:00:00	245	1.2										
14/02/2017 08:00:00	286	1										
14/02/2017 09:00:00	254	1.7										
14/02/2017 10:00:00	281	1										
14/02/2017 11:00:00	4	2.2										
14/02/2017 12:00:00	328	1.4										
14/02/2017 13:00:00	335	1.3										
14/02/2017 14:00:00	324	1.7										
14/02/2017 15:00:00	302	1.4										
14/02/2017 16:00:00	348	1.4										
14/02/2017 17:00:00	325	0.8										
14/02/2017 18:00:00	204	1.1										
14/02/2017 19:00:00	198	1.3										
14/02/2017 20:00:00	205	2.4										
14/02/2017 21:00:00	209	2.7										
14/02/2017 22:00:00	209	2.8										
14/02/2017 23:00:00	207	3.3										
15/02/2017 00:00:00	205	4										
15/02/2017 01:00:00	207	4										
15/02/2017 02:00:00	212	3.5										
15/02/2017 03:00:00	214	3.1										
15/02/2017 04:00:00	219	3.4										
15/02/2017 05:00:00	213	3.4										
15/02/2017 06:00:00	212	3.4										
15/02/2017 07:00:00	211	3.6										
15/02/2017 08:00:00	208	3.7										
15/02/2017 09:00:00	214	2.1										
15/02/2017 10:00:00	260	1.7										
15/02/2017 11:00:00	270	1.1										
15/02/2017 12:00:00	324	1.5										
15/02/2017 13:00:00	310	1.1										
15/02/2017 14:00:00	343	1.6										
15/02/2017 15:00:00	302	1.1										
15/02/2017 16:00:00	324	1										
15/02/2017 17:00:00	317	0.5										
15/02/2017 18:00:00	187	1.8										
15/02/2017 19:00:00	178	1.7										
15/02/2017 20:00:00	200	2.5										
15/02/2017 21:00:00	202	3.4										
15/02/2017 22:00:00	206	3.4										
15/02/2017 23:00:00	208	3.3										
16/02/2017 00:00:00	214	3.5										
16/02/2017 01:00:00	210	3.1										
16/02/2017 02:00:00	215	3.4										
16/02/2017 03:00:00	210	3.4										
16/02/2017 04:00:00	210	3.3										
16/02/2017 05:00:00	210	3.6										
16/02/2017 06:00:00	211	3.6										
16/02/2017 07:00:00	219	3.5										
16/02/2017 08:00:00	215	2.8										
16/02/2017 09:00:00	254	1.9										
16/02/2017 10:00:00	267	1.9										
16/02/2017 11:00:00	289	1.2										
16/02/2017 12:00:00	341	1.2										
16/02/2017 13:00:00	251	1.3										
16/02/2017 14:00:00	339	1.8										
16/02/2017 15:00:00	345	1.7										
16/02/2017 16:00:00	324	1										
16/02/2017 17:00:00	352	0.5										
16/02/2017 18:00:00	196	1.8										
16/02/2017 19:00:00	124	1.2										
16/02/2017 20:00:00	206	5.2										
16/02/2017 21:00:00	206	4.2										
16/02/2017 22:00:00	207	3.7										
16/02/2017 23:00:00	233	2.2										
17/02/2017 00:00:00	215	2.9										
17/02/2017 01:00:00	212	3										
17/02/2017 02:00:00	232	2.6										
17/02/2017 03:00:00	214	2.5										
17/02/2017 04:00:00	204	2.9										
17/02/2017 05:00:00	237	2.1										
17/02/2017 06:00:00	217	2.8										
17/02/2017 07:00:00	210	2.8										
17/02/2017 08:00:00	214	2.3										
17/02/2017 09:00:00	353	1.1										
17/02/2017 10:00:00	40	2.5										
17/02/2017 11:00:00	22	2.1										
17/02/2017 12:00:00	1	1.5										
17/02/2017 13:00:00	20	1.2										
17/02/2017 14:00:00	63	1.8										
17/02/2017 15:00:00	79	2										
17/02/2017 16:00:00	44	3.4										
17/02/2017 17:00:00	47	3.8										
17/02/2017 18:00:00	73	3.1										
17/02/2017 19:00:00	52	2.8										
17/02/2017 20:00:00	62	2										
17/02/2017 21:00:00	66	1.9										
17/02/2017 22:00:00	43	3.3										
17/02/2017 23:00:00	175	1.7										
18/02/2017 00:00:00	331	2.3										
18/02/2017 01:00:00	1	1										
18/02/2017 02:00:00	27	1.4										
18/02/2017 03:00:00	63	1.5										
18/02/2017 04:00:00	151	1.3										
18/02/2017 05:00:00	71	2.5										
18/02/2017 06:00:00	112	1.5										
18/02/2017 07:00:00	132	1.4										
18/02/2017 08:00:00	124	1.8										
18/02/2017 09:00:00	141	0.6										
18/02/2017 10:00:00	357	2.9										
18/02/2017 11:00:00	313	1.4										
18/02/2017 12:00:00	345	0.9										
18/02/2017 13:00:00	14	2.1										
18/02/2017 14:00:00	58	2.2										
18/02/2017 15:00:00	81	2.2										
18/02/2017 16:00:00	67	1.9										
18/02/2017 17:00:00	75	2.4										
18/02/2017 18:00:00	115	1.8										
18/02/2017 19:00:00	126	1.7										
18/02/2017 20:00:00	120	1.7										
18/02/2017 21:00:00	182	1.3										
18/02/2017 22:00:00	225	1										
18/02/2017 23:00:00	222	2.6										
19/02/2017 00:00:00	230	1										
19/02/2017 01:00:00	226	3.6										
19/02/2017 02:00:00	227	2.3										
19/02/2017 03:00:00	222	3.8										
19/02/2017 04:00:00	222	1.7										
19/02/2017 05:00:00	267	1.8										
19/02/2017 06:00:00	256	3.7										
19/02/2017 07:00:00	259	2.7										
19/02/2017 08:00:00	273	1.9										
19/02/2017 09:00:00	324	1.4										
19/02/2017 10:00:00	276	1.5										
19/02/2017 11:00:00	328	1.4										
19/02/2017 12:00:00	275	1.4										
19/02/2017 13:00:00	351	1.6										
19/02/2017 14:00:00	354	1.2										
19/02/2017 15:00:00	338	1.2										
19/02/2017 16:00:00	29	1.2										
19/02/2017 17:00:00	319	0.8										
19/02/2017 18:00:00	225	0.6										
19/02/2017 19:00:00	319	0.6										
19/02/2017 20:00:00	230	0.6										
19/02/2017 21:00:00	218	1.1										
19/02/2017 22:00:00	221	1.9										
19/02/2017 23:00:00	242	2										
20/02/2017 00:00:00	304	0.3										
20/02/2017 01:00:00	218	2.2										
20/02/2017 02:00:00	227	1.3										
20/02/2017 03:00:00	267	1.5										
20/02/2017 04:00:00	253	1.8										
20/02/2017 05:00:00	205	1.6										
20/02/2017 06:00:00	228	1.6										
20/02/2017 07:00:00	231	1.3										
20/02/2017 08:00:00	273	1.4										
20/02/2017 09:00:00	329	1.8										
20/02/2017 10:00:00	333	1.2										
20/02/2017 11:00:00	344	1.6										
20/02/2017 12:00:00	331	1.8										
20/02/2017 13:00:00	348	1.8										
20/02/2017 14:00:00	341	1										
20/02/2017 15:00:00	30	1.7										
20/02/2017 16:00:00	352	1.3										
20/02/2017 17:00:00	355	1.1										
20/02/2017 18:00:00	68	1.4										
20/02/2017 19:00:00	126	1.5										
20/02/2017 20:00:00	198	1.5										
20/02/2017 21:00:00	227	1.7										
20/02/2017 22:00:00	223	2.5										
20/02/2017 23:00:00	208	2.4										
21/02/2017 00:00:00	212	2										
21/02/2017 01:00:00	219	2.7										
21/02/2017 02:00:00	224	2.1										
21/02/2017 03:00:00	231	1.2										
21/02/2017 04:00:00	266	1.1										
21/02/2017 05:00:00	226	1.1										
21/02/2017 06:00:00	281	0.5										
21/02/2017 07:00:00	302	0.7										
21/02/2017 08:00:00	3	0.8										
21/02/2017 09:00:00	258	1.1										
21/02/2017 10:00:00	266	1.1										
21/02/2017 11:00:00	316	1.3										
21/02/2017 12:00:00	333	1.5										
21/02/2017 13:00:00	11	2										
21/02/2017 14:00:00	344	2										
21/02/2017 15:00:00	358	1.4										
21/02/2017 16:00:00	2	2.2										
21/02/2017 17:00:00	45	1.8										
21/02/2017 18:00:00	47	1.8										
21/02/2017 19:00:00	93	2.8										
21/02/2017 20:00:00	69	1.7										
21/02/2017 21:00:00	82	1.7										
21/02/2017 22:00:00	114	0.8										
21/02/2017 23:00:00	353	1										
22/02/2017 00:00:00	59	1.7										
22/02/2017 01:00:00	53	2.1										
22/02/2017 02:00:00	57	1.4										
22/02/2017 03:00:00	78	1.1										
22/02/2017 04:00:00	6	0.6										
22/02/2017 05:00:00	46	0.3										
22/02/2017 06:00:00	9	0.4										
22/02/2017 07:00:00	273	0.9										
22/02/2017 08:00:00	298	0.4										
22/02/2017 09:00:00	285	1.2										
22/02/2017 10:00:00	343	0.8										
22/02/2017 11:00:00	227	0.9										
22/02/2017 12:00:00	28	2.2										
22/02/2017 13:00:00	45	2.1										
22/02/2017 14:00:00	11	1.2										
22/02/2017 15:00:00	79	1.9										
22/02/2017 16:00:00	83	1.6										
22/02/2017 17:00:00	98	2.5										
22/02/2017 18:00:00	98	1.4										
22/02/2017 19:00:00	114	2.3										
22/02/2017 20:00:00	143	1.8										
22/02/2017 21:00:00	144	0.8										
22/02/2017 22:00:00	225	1										
