Fine validità (UTC)	Pressione atmosferica istantanea al livello della stazione a 2 m dal suolo (PA)	Irradianza globale visibile media oraria - componente dall'alto (W/M**2)	Precipitazione cumulata su 1 ora (KG/M**2)	Umidita' relativa dell'aria istantanea a 2 m dal suolo (%)	Temperatura
10/04/2018 11:00:00	100130	335	0	45	16.6
10/04/2018 12:00:00	100110	168	0	45	16.8
10/04/2018 13:00:00	100100	210	0	47	16.7
10/04/2018 14:00:00	100080	133	0	50	16
10/04/2018 15:00:00	100060	194	0	53	15.6
10/04/2018 16:00:00	100100	67	0	53	14.9
10/04/2018 17:00:00	100090	51	0	56	14.6
10/04/2018 18:00:00	100090	31	0	60	14.2
10/04/2018 19:00:00	100170	-2	0	66	13.1
10/04/2018 20:00:00	100160	-1	0	66	12.5
10/04/2018 21:00:00	100170	0	0	66	12.1
10/04/2018 22:00:00	100180	-4	0	66	11.8
10/04/2018 23:00:00	100160	-4	0	71	10.8
11/04/2018 00:00:00	100150	-3	0	83	10
11/04/2018 01:00:00	100130	-2	0	80	10
11/04/2018 02:00:00	100130	2	0	81	10.2
11/04/2018 03:00:00	100120	-1	0	83	10.3
11/04/2018 04:00:00	100070	1	0	85	10.4
11/04/2018 05:00:00	100110	1	0	82	10.8
11/04/2018 06:00:00	100130	38	0	87	10.6
11/04/2018 07:00:00	100140	120	0	84	11.2
11/04/2018 08:00:00	100140	184	0	81	12
11/04/2018 09:00:00	100120	327	0	73	12.7
11/04/2018 10:00:00	100100	380	0	71	13.7
11/04/2018 11:00:00	100020	489	0	69	14.7
11/04/2018 12:00:00	99960	434	0	68	14.9
11/04/2018 13:00:00	99880	246	0	68	15.1
11/04/2018 14:00:00	99830	117	0.4	76	14.7
11/04/2018 15:00:00	99760	61	0	79	14.5
11/04/2018 16:00:00	99760	24	0.2	89	13.8
11/04/2018 17:00:00	99690	26	1	96	13.3
11/04/2018 18:00:00	99680	3	0.2	96	13.2
11/04/2018 19:00:00	99700	0	0	96	13.3
11/04/2018 20:00:00	99700	-1	0	96	13.4
11/04/2018 21:00:00	99650	-2	0	96	13.3
11/04/2018 22:00:00	99660	0	0	96	13.3
11/04/2018 23:00:00	99610	0	0	98	13.1
12/04/2018 00:00:00	99580	1	0	98	13.1
12/04/2018 01:00:00	99530	2	0	98	13.1
12/04/2018 02:00:00	99550	0	0	96	13
12/04/2018 03:00:00	99550	-1	0	98	12.5
12/04/2018 04:00:00	99520	0	0	98	12.4
12/04/2018 05:00:00	99590	2	0	91	12.9
12/04/2018 06:00:00	99670	43	0	92	12.9
12/04/2018 07:00:00	99650	62	0	71	14.4
12/04/2018 08:00:00	99690	105	0	55	15.5
12/04/2018 09:00:00	99760	145	0	55	15.6
12/04/2018 10:00:00	99770	160	0	48	16.3
12/04/2018 11:00:00	99780	175	0	85	14.7
12/04/2018 12:00:00	99790	371	0	80	15.4
12/04/2018 13:00:00	99730	489	0	71	16.3
12/04/2018 14:00:00	99650	415	0	62	17.2
12/04/2018 15:00:00	99650	235	0	61	17.1
12/04/2018 16:00:00	99680	94	0	63	16.7
12/04/2018 17:00:00	99720	35	0	62	14.4
12/04/2018 18:00:00	99720	4	0	66	13.9
12/04/2018 19:00:00	99750	-3	0	72	13.5
12/04/2018 20:00:00	99790	0	0	72	13.7
12/04/2018 21:00:00	99780	-1	0	72	13.6
12/04/2018 22:00:00	99830	-1	0	68	13
12/04/2018 23:00:00	99840	0	0	67	13.1
13/04/2018 00:00:00	99920	0	0	63	13.6
13/04/2018 01:00:00	100000	0	0	74	12.2
13/04/2018 02:00:00	100010	-1	0	81	11.5
13/04/2018 03:00:00	100050	-2	0	80	11.3
13/04/2018 04:00:00	100110	-5	0	81	10.7
13/04/2018 05:00:00	100200	11	0	86	10
13/04/2018 06:00:00	100290	122	0	71	12
13/04/2018 07:00:00	100340	312	0	56	14.5
13/04/2018 08:00:00	100400	508	0	43	15.6
13/04/2018 09:00:00	100480	626	0	44	15.9
13/04/2018 10:00:00	100530	321	0	39	16.8
13/04/2018 11:00:00	100590	675	0	39	17.3
13/04/2018 12:00:00	100610	419	0	36	17.9
13/04/2018 13:00:00	100640	734	0	33	18.6
13/04/2018 14:00:00	100640	626	0	33	18.9
13/04/2018 15:00:00	100670	347	0	33	18.9
13/04/2018 16:00:00	100700	243	0	33	18.7
13/04/2018 17:00:00	100750	70	0	38	18
13/04/2018 18:00:00	100830	27	0	53	16.6
13/04/2018 19:00:00	100890	-2	0	59	15.7
13/04/2018 20:00:00	100930	-2	0	67	14.7
13/04/2018 21:00:00	100970	-4	0	74	14.1
13/04/2018 22:00:00	101040	-3	0	86	12.9
13/04/2018 23:00:00	101100	-4	0	83	12
14/04/2018 00:00:00	101130	-2	0	78	11.6
14/04/2018 01:00:00	101120	0	0	78	11.2
14/04/2018 02:00:00	101140	-1	0	78	10.8
14/04/2018 03:00:00	101120	-1	0	78	10.5
14/04/2018 04:00:00	101160	-3	0	80	9.9
14/04/2018 05:00:00	101220	3	0	81	9.6
14/04/2018 06:00:00	101250	60	0	81	10
14/04/2018 07:00:00	101260	240	0	75	12.4
14/04/2018 08:00:00	101260	493	0	73	14.8
14/04/2018 09:00:00	101260	590	0	67	15.8
14/04/2018 10:00:00	101230	651	0	63	16.5
14/04/2018 11:00:00	101170	659	0	57	17.4
14/04/2018 12:00:00	101140	838	0	45	18.6
14/04/2018 13:00:00	101100	714	0	45	18.6
14/04/2018 14:00:00	101000	618	0	42	18.8
14/04/2018 15:00:00	100930	482	0	34	19.8
14/04/2018 16:00:00	100910	327	0	32	19.6
14/04/2018 17:00:00	100900	123	0	33	19.2
14/04/2018 18:00:00	100900	28	0	35	18.5
14/04/2018 19:00:00	100910	-5	0	43	17.3
14/04/2018 20:00:00	100880	-4	0	50	15.1
14/04/2018 21:00:00	100890	-2	0	54	14.2
14/04/2018 22:00:00	100820	-1	0	56	13.8
14/04/2018 23:00:00	100780	-4	0	55	14
15/04/2018 00:00:00	100740	-4	0	54	14
15/04/2018 01:00:00	100630	-2	0	57	13.3
15/04/2018 02:00:00	100590	1	0	54	14.5
15/04/2018 03:00:00	100530	0	0	55	14.5
15/04/2018 04:00:00	100450	-2	0.2	62	13.8
15/04/2018 05:00:00	100410	0	0	64	13.8
15/04/2018 06:00:00	100440	38	0	62	14.1
15/04/2018 07:00:00	100400	164	0	60	15
15/04/2018 08:00:00	100400	150	0	56	15.6
15/04/2018 09:00:00	100370	222	0	55	16.3
15/04/2018 10:00:00	100350	242	0	54	17
15/04/2018 11:00:00	100320	146	0	57	16.6
15/04/2018 12:00:00	100240	76	0	62	16
15/04/2018 13:00:00	100200	99	0	67	15.6
15/04/2018 14:00:00	100150	106	0	73	15.7
15/04/2018 15:00:00	100130	194	0.2	74	16.3
15/04/2018 16:00:00	100050	118	0	66	17
15/04/2018 17:00:00	99930	47	0	76	16
15/04/2018 18:00:00	100030	21	0	74	15.9
15/04/2018 19:00:00	100080	-1	0	70	15.5
15/04/2018 20:00:00	100090	1	0	68	15.5
15/04/2018 21:00:00	100070	0	0	67	15.1
15/04/2018 22:00:00	100100	0	0	67	15.1
15/04/2018 23:00:00	100060	-1	0	68	14.7
16/04/2018 00:00:00	100040	-1	0	68	14.7
16/04/2018 01:00:00	100060	0	0	68	14.5
16/04/2018 02:00:00	100060	0	0	70	14.2
16/04/2018 03:00:00	100080	0	0	73	13.6
16/04/2018 04:00:00	100080	3	0	76	13.2
16/04/2018 05:00:00	100140	9	0	79	13
16/04/2018 06:00:00	100150	90	0	75	14.2
16/04/2018 07:00:00	100180	258	0	68	15.6
16/04/2018 08:00:00	100230	432	0	62	17
16/04/2018 09:00:00	100240	581	0	58	17.9
16/04/2018 10:00:00	100220	689	0	56	18.9
16/04/2018 11:00:00	100240	750	0	49	20.5
16/04/2018 12:00:00	100210	735	0	45	20.7
16/04/2018 13:00:00	100200	570	0	42	21.4
16/04/2018 14:00:00	100170	580	0	38	22.3
16/04/2018 15:00:00	100170	441	0	38	22.2
16/04/2018 16:00:00	100190	274	0	39	22.3
16/04/2018 17:00:00	100250	126	0	41	22
16/04/2018 18:00:00	100310	13	0	45	21.1
16/04/2018 19:00:00	100390	-8	0	54	19.1
16/04/2018 20:00:00	100470	-1	0	57	18.1
16/04/2018 21:00:00	100500	-4	0	59	17.6
16/04/2018 22:00:00	100570	-3	0	61	17.5
16/04/2018 23:00:00	100610	-2	0	66	15.8
17/04/2018 00:00:00	100670	-2	0	66	15.6
17/04/2018 01:00:00	100720	-1	0	67	15.1
17/04/2018 02:00:00	100790	0	0	67	15.2
17/04/2018 03:00:00	100820	-5	0	73	14.3
17/04/2018 04:00:00	100870	2	0	71	14.2
17/04/2018 05:00:00	100930	7	0	70	14.4
17/04/2018 06:00:00	101020	62	0	70	14.7
17/04/2018 07:00:00	101160	96	0	70	15.4
17/04/2018 08:00:00	101220	172	0	64	16.2
17/04/2018 09:00:00	101280	178	0	66	16.7
17/04/2018 10:00:00	101280	644	0	60	19.2
17/04/2018 11:00:00	101270	782	0	53	20.7
17/04/2018 12:00:00	101270	793	0	47	21.9
17/04/2018 13:00:00	101230	640	0	39	22.5
17/04/2018 14:00:00	101220	536	0	41	22.7
17/04/2018 15:00:00	101240	489	0	39	22
17/04/2018 16:00:00	101240	300	0	39	21.8
17/04/2018 17:00:00	101280	149	0	40	21.4
17/04/2018 18:00:00	101340	36	0	43	20.7
17/04/2018 19:00:00	101440	-3	0	47	19.6
17/04/2018 20:00:00	101520	-7	0	54	17.9
17/04/2018 21:00:00	101550	-5	0	60	16.6
17/04/2018 22:00:00	101610	-4	0	64	15.6
17/04/2018 23:00:00	101670	-2	0	65	15.4
18/04/2018 00:00:00	101690	-1	0	65	15.3
18/04/2018 01:00:00	101690	0	0	63	15.7
18/04/2018 02:00:00	101690	-2	0	64	15.4
18/04/2018 03:00:00	101700	-1	0	67	14.6
18/04/2018 04:00:00	101710	-1	0	70	13.9
18/04/2018 05:00:00	101770	12	0	68	14.4
18/04/2018 06:00:00	101840	117	0	65	15.4
18/04/2018 07:00:00	101880	273	0	60	16.4
18/04/2018 08:00:00	101910	476	0	55	17.8
18/04/2018 09:00:00	101950	630	0	47	20
18/04/2018 10:00:00	101940	725	0	41	21.4
18/04/2018 11:00:00	101940	738	0	33	21.9
18/04/2018 12:00:00	101920	706	0	30	22.3
18/04/2018 13:00:00	101900	647	0	27	22.3
18/04/2018 14:00:00	101850	573	0	26	22.3
18/04/2018 15:00:00	101850	449	0	28	22.1
18/04/2018 16:00:00	101840	301	0	27	22
18/04/2018 17:00:00	101840	153	0	28	21.4
18/04/2018 18:00:00	101810	35	0	31	20.6
18/04/2018 19:00:00	101850	-6	0	40	18.5
18/04/2018 20:00:00	101930	-6	0	39	17.9
18/04/2018 21:00:00	101940	-4	0	49	15
18/04/2018 22:00:00	101950	-3	0	48	15.1
18/04/2018 23:00:00	101970	-1	0	48	14.7
19/04/2018 00:00:00	101960	-3	0	47	14.7
19/04/2018 01:00:00	101950	-3	0	50	13.8
19/04/2018 02:00:00	101960	-2	0	57	12.4
19/04/2018 03:00:00	101940	-2	0	54	12.7
19/04/2018 04:00:00	101920	1	0	56	12.4
19/04/2018 05:00:00	101950	19	0	57	12.2
19/04/2018 06:00:00	101970	142	0	52	14.1
19/04/2018 07:00:00	101980	299	0	44	16.2
19/04/2018 08:00:00	101990	510	0	43	18
19/04/2018 09:00:00	101980	655	0	39	19.7
19/04/2018 10:00:00	101950	758	0	35	20.6
19/04/2018 11:00:00	101900	814	0	32	21.3
19/04/2018 12:00:00	101840	802	0	33	22.8
19/04/2018 13:00:00	101790	740	0	31	22.9
19/04/2018 14:00:00	101750	625	0	30	23.4
19/04/2018 15:00:00	101690	497	0	30	23.1
19/04/2018 16:00:00	101670	304	0	30	23.2
19/04/2018 17:00:00	101650	136	0	30	22.9
19/04/2018 18:00:00	101640	28	0	33	22.2
19/04/2018 19:00:00	101660	-6	0	39	20.8
19/04/2018 20:00:00	101660	-7	0	48	17.9
19/04/2018 21:00:00	101650	-2	0	51	17.2
19/04/2018 22:00:00	101630	0	0	53	16.8
19/04/2018 23:00:00	101630	-1	0	55	16.1
20/04/2018 00:00:00	101610	0	0	56	15.7
20/04/2018 01:00:00	101580	0	0	58	14.9
20/04/2018 02:00:00	101560	0	0	59	14.7
20/04/2018 03:00:00	101530	0	0	58	14.5
20/04/2018 04:00:00	101520	0	0	58	14.3
20/04/2018 05:00:00	101550	20	0	58	14.2
20/04/2018 06:00:00	101570	151	0	54	15.5
20/04/2018 07:00:00	101590	297	0	44	18.4
20/04/2018 08:00:00	101610	519	0	42	20
20/04/2018 09:00:00	101620	664	0	39	21.6
20/04/2018 10:00:00	101590	761	0	34	23.1
20/04/2018 11:00:00	101530	817	0	31	23.9
20/04/2018 12:00:00	101470	832	0	29	24.3
20/04/2018 13:00:00	101410	766	0	30	24.9
20/04/2018 14:00:00	101330	635	0	30	25.3
20/04/2018 15:00:00	101270	465	0	28	26.2
20/04/2018 16:00:00	101220	287	0	24	26.2
20/04/2018 17:00:00	101180	139	0	25	25.9
20/04/2018 18:00:00	101180	25	0	29	24.8
20/04/2018 19:00:00	101210	-6	0	42	21.4
20/04/2018 20:00:00	101230	-3	0	44	20
20/04/2018 21:00:00	101210	-1	0	48	19
20/04/2018 22:00:00	101200	-7	0	50	18.3
20/04/2018 23:00:00	101190	-1	0	51	17.9
21/04/2018 00:00:00	101170	0	0	53	17.1
21/04/2018 01:00:00	101150	-1	0	54	16.6
21/04/2018 02:00:00	101150	-2	0	54	16.4
21/04/2018 03:00:00	101120	0	0	55	16
21/04/2018 04:00:00	101120	-2	0	56	15.3
21/04/2018 05:00:00	101140	18	0	55	15.6
21/04/2018 06:00:00	101170	157	0	54	16.5
21/04/2018 07:00:00	101190	297	0	48	19.1
21/04/2018 08:00:00	101190	529	0	40	21.8
21/04/2018 09:00:00	101200	675	0	41	22.3
21/04/2018 10:00:00	101190	778	0	39	23.1
21/04/2018 11:00:00	101130	834	0	29	24.3
21/04/2018 12:00:00	101080	837	0	28	25.2
21/04/2018 13:00:00	101010	765	0	25	25.7
21/04/2018 14:00:00	100950	635	0	27	26
21/04/2018 15:00:00	100900	502	0	27	26.1
21/04/2018 16:00:00	100870	298	0	27	26
21/04/2018 17:00:00	100830	129	0	29	25.5
21/04/2018 18:00:00	100850	23	0	33	23.7
21/04/2018 19:00:00	100890	-3	0	32	21.7
21/04/2018 20:00:00	100920	-1	0	36	20.7
21/04/2018 21:00:00	100920	-2	0	43	19
21/04/2018 22:00:00	100930	-2	0	48	18.1
21/04/2018 23:00:00	100940	-4	0	56	16.9
22/04/2018 00:00:00	100920	-3	0	59	15.8
22/04/2018 01:00:00	100910	-2	0	61	15.2
22/04/2018 02:00:00	100890	-1	0	65	13.9
22/04/2018 03:00:00	100870	-2	0	68	13.2
22/04/2018 04:00:00	100860	-1	0	67	13.1
22/04/2018 05:00:00	100880	27	0	65	13.5
22/04/2018 06:00:00	100930	179	0	63	14.3
22/04/2018 07:00:00	100950	317	0	53	17.3
22/04/2018 08:00:00	100960	547	0	45	19.4
22/04/2018 09:00:00	100960	694	0	38	21.2
22/04/2018 10:00:00	100910	792	0	28	22.8
22/04/2018 11:00:00	100880	847	0	27	23.7
22/04/2018 12:00:00	100830	851	0	24	24.4
22/04/2018 13:00:00	100790	781	0	20	25.9
22/04/2018 14:00:00	100740	652	0	21	26.2
22/04/2018 15:00:00	100690	518	0	20	26.2
22/04/2018 16:00:00	100660	307	0	36	25
22/04/2018 17:00:00	100670	127	0	36	24.2
22/04/2018 18:00:00	100690	30	0	42	22.2
22/04/2018 19:00:00	100740	-1	0	47	20.7
22/04/2018 20:00:00	100790	-5	0	53	19.7
22/04/2018 21:00:00	100800	-5	0	57	18.5
22/04/2018 22:00:00	100800	-5	0	60	17.7
22/04/2018 23:00:00	100810	-1	0	48	17.9
23/04/2018 00:00:00	100760	-4	0	45	17.8
23/04/2018 01:00:00	100770	-3	0	52	17.5
23/04/2018 02:00:00	100810	-5	0	84	14.6
23/04/2018 03:00:00	100830	1	0	86	14.4
23/04/2018 04:00:00	100840	3	0	92	14
23/04/2018 05:00:00	100830	23	0	65	15
23/04/2018 06:00:00	100830	173	0	59	16.4
23/04/2018 07:00:00	100830	314	0	49	19.3
23/04/2018 08:00:00	100870	485	0	58	19.1
23/04/2018 09:00:00	100880	676	0	50	21.4
23/04/2018 10:00:00	100850	781	0	43	23.2
23/04/2018 11:00:00	100810	784	0	41	23.9
23/04/2018 12:00:00	100770	672	0	35	24.9
23/04/2018 13:00:00	100740	660	0	32	25.6
23/04/2018 14:00:00	100680	414	0	30	25.6
23/04/2018 15:00:00	100610	360	0	27	25.9
23/04/2018 16:00:00	100560	342	0	27	26.8
23/04/2018 17:00:00	100540	119	0	31	26.1
23/04/2018 18:00:00	100540	31	0	25	25.1
23/04/2018 19:00:00	100560	-2	0	25	22.9
23/04/2018 20:00:00	100570	-1	0	27	21.7
23/04/2018 21:00:00	100590	-3	0	32	20.8
23/04/2018 22:00:00	100640	-4	0	34	20.1
23/04/2018 23:00:00	100630	-1	0	38	19.6
24/04/2018 00:00:00	100620	0	0	39	19.3
24/04/2018 01:00:00	100600	-3	0	41	18.9
24/04/2018 02:00:00	100630	0	0	43	18.4
24/04/2018 03:00:00	100630	1	0	43	18.1
24/04/2018 04:00:00	100680	-1	0	45	17.5
24/04/2018 05:00:00	100730	27	0	46	17
24/04/2018 06:00:00	100800	166	0	43	18.4
24/04/2018 07:00:00	100840	278	0	41	19.6
24/04/2018 08:00:00	100880	429	0	34	21.4
24/04/2018 09:00:00	100900	528	0	35	22.1
24/04/2018 10:00:00	100900	648	0	30	24.2
24/04/2018 11:00:00	100880	810	0	28	25
24/04/2018 12:00:00	100850	805	0	30	24.9
24/04/2018 13:00:00	100810	648	0	29	25.4
24/04/2018 14:00:00	100740	575	0	29	26.1
24/04/2018 15:00:00	100670	478	0	28	26.3
24/04/2018 16:00:00	100650	287	0	29	26.4
24/04/2018 17:00:00	100620	122	0	27	26.2
24/04/2018 18:00:00	100620	32	0	30	25.6
24/04/2018 19:00:00	100660	-3	0	30	23.6
24/04/2018 20:00:00	100690	-2	0	32	22.9
24/04/2018 21:00:00	100690	-1	0	33	22
24/04/2018 22:00:00	100700	-2	0	33	21.5
24/04/2018 23:00:00	100690	0	0	39	20.8
25/04/2018 00:00:00	100680	-3	0	41	20.1
25/04/2018 01:00:00	100660	-2	0	41	19.7
25/04/2018 02:00:00	100670	0	0	41	19.3
25/04/2018 03:00:00	100690	-2	0	42	18.7
25/04/2018 04:00:00	100680	0	0	44	18
25/04/2018 05:00:00	100730	28	0	45	17.8
25/04/2018 06:00:00	100740	177	0	43	18.6
25/04/2018 07:00:00	100770	317	0	41	20
25/04/2018 08:00:00	100790	549	0	33	22.2
25/04/2018 09:00:00	100780	693	0	30	24
25/04/2018 10:00:00	100730	792	0	29	25.2
25/04/2018 11:00:00	100660	837	0	30	25
25/04/2018 12:00:00	100610	837	0	29	25.6
25/04/2018 13:00:00	100560	767	0	28	26
25/04/2018 14:00:00	100480	638	0	27	27
25/04/2018 15:00:00	100430	502	0	27	27.2
25/04/2018 16:00:00	100390	300	0	27	26.9
25/04/2018 17:00:00	100330	133	0	29	26.6
25/04/2018 18:00:00	100350	35	0	38	25
25/04/2018 19:00:00	100370	1	0	37	23.7
25/04/2018 20:00:00	100390	-3	0	37	22.7
25/04/2018 21:00:00	100400	-1	0	33	21.9
25/04/2018 22:00:00	100400	-1	0	36	21.2
25/04/2018 23:00:00	100430	-1	0	40	20.5
26/04/2018 00:00:00	100420	0	0	42	20
26/04/2018 01:00:00	100370	-4	0	46	19.3
26/04/2018 02:00:00	100340	-2	0	49	18.9
26/04/2018 03:00:00	100330	-2	0	50	18.7
26/04/2018 04:00:00	100300	-2	0	51	18.2
26/04/2018 05:00:00	100320	33	0	51	18.1
26/04/2018 06:00:00	100380	186	0	51	18.7
26/04/2018 07:00:00	100380	314	0	43	20.5
26/04/2018 08:00:00	100360	548	0	35	21.7
26/04/2018 09:00:00	100350	685	0	35	23.8
26/04/2018 10:00:00	100310	767	0	35	24.4
26/04/2018 11:00:00	100260	812	0	34	25
26/04/2018 12:00:00	100170	805	0	33	25.7
26/04/2018 13:00:00	100120	751	0	30	26.7
26/04/2018 14:00:00	100070	648	0	27	27.3
26/04/2018 15:00:00	100040	508	0	22	28
26/04/2018 16:00:00	99980	299	0	23	28.1
26/04/2018 17:00:00	99990	119	0	25	27.3
26/04/2018 18:00:00	100030	31	0	28	25.3
26/04/2018 19:00:00	100070	0	0	25	23.9
26/04/2018 20:00:00	100140	-3	0	27	23
26/04/2018 21:00:00	100180	-5	0	28	22.3
26/04/2018 22:00:00	100200	-3	0	32	21.5
26/04/2018 23:00:00	100240	1	0	35	20.7
27/04/2018 00:00:00	100280	-5	0	41	19.5
27/04/2018 01:00:00	100350	-2	0	57	16.9
27/04/2018 02:00:00	100380	-2	0	83	17.1
27/04/2018 03:00:00	100430	-1	0	86	16.8
27/04/2018 04:00:00	100450	1	0	81	16.5
27/04/2018 05:00:00	100520	9	0	78	16.6
27/04/2018 06:00:00	100560	57	0	74	16.3
27/04/2018 07:00:00	100590	111	0	72	16.6
27/04/2018 08:00:00	100620	124	0	71	16.8
27/04/2018 09:00:00	100640	210	0	68	17.3
27/04/2018 10:00:00	100640	290	0	67	18
27/04/2018 11:00:00	100600	315	0	65	18.9
27/04/2018 12:00:00	100550	501	0	61	19.7
27/04/2018 13:00:00	100490	533	0	55	21.1
27/04/2018 14:00:00	100450	496	0	55	21.4
27/04/2018 15:00:00	100400	442	0	52	22.1
27/04/2018 16:00:00	100400	307	0	47	22.2
27/04/2018 17:00:00	100390	146	0	45	21.3
27/04/2018 18:00:00	100420	40	0	44	20.6
27/04/2018 19:00:00	100460	0	0	47	19.7
27/04/2018 20:00:00	100510	-2	0	52	18.9
27/04/2018 21:00:00	100510	-3	0	56	17.8
27/04/2018 22:00:00	100510	0	0	58	17.3
27/04/2018 23:00:00	100520	0	0	72	15.7
28/04/2018 00:00:00	100490	-5	0	77	15.2
28/04/2018 01:00:00	100460	-2	0	83	15
28/04/2018 02:00:00	100460	-1	0	84	14.8
28/04/2018 03:00:00	100440	0	0	86	14.5
28/04/2018 04:00:00	100470	1	0	87	15.1
28/04/2018 05:00:00	100500	28	0	88	14.7
28/04/2018 06:00:00	100530	161	0	84	15.7
28/04/2018 07:00:00	100530	316	0	72	18.7
28/04/2018 08:00:00	100530	525	0	56	20.5
28/04/2018 09:00:00	100540	684	0	40	21.2
28/04/2018 10:00:00	100530	810	0	38	21.7
28/04/2018 11:00:00	100470	839	0	35	22.8
28/04/2018 12:00:00	100420	732	0	34	23.4
28/04/2018 13:00:00	100350	776	0	33	24.4
28/04/2018 14:00:00	100280	658	0	33	24.5
28/04/2018 15:00:00	100240	514	0	32	25.4
28/04/2018 16:00:00	100250	307	0	34	25.2
28/04/2018 17:00:00	100260	129	0	37	24.3
28/04/2018 18:00:00	100320	24	0	40	23.3
28/04/2018 19:00:00	100340	-1	0	44	22.4
28/04/2018 20:00:00	100380	-4	0	49	20.7
28/04/2018 21:00:00	100360	-4	0	55	19.5
28/04/2018 22:00:00	100380	-1	0	58	19.1
28/04/2018 23:00:00	100360	-1	0	57	19.4
29/04/2018 00:00:00	100340	-2	0	61	18.4
29/04/2018 01:00:00	100310	-1	0	63	17.9
29/04/2018 02:00:00	100290	0	0	67	17
29/04/2018 03:00:00	100260	-1	0	76	15.7
29/04/2018 04:00:00	100280	1	0	81	15.9
29/04/2018 05:00:00	100300	22	0	82	15.8
29/04/2018 06:00:00	100310	124	0	77	16.9
29/04/2018 07:00:00	100300	160	0	79	18.2
29/04/2018 08:00:00	100280	294	0	71	19.4
29/04/2018 09:00:00	100290	198	0	65	20.3
29/04/2018 10:00:00	100280	280	0	59	21.1
29/04/2018 11:00:00	100200	560	0	64	22.2
29/04/2018 12:00:00	100140	421	0	58	23
29/04/2018 13:00:00	100070	598	0	51	24.6
29/04/2018 14:00:00	100010	627	0	44	25.1
29/04/2018 15:00:00	99970	409	0	37	23.9
29/04/2018 16:00:00	99960	128	1.2	65	21.7
29/04/2018 17:00:00	99880	171	0	53	22.5
29/04/2018 18:00:00	99850	27	0	81	20.8
29/04/2018 19:00:00	99870	-1	0	79	20.7
29/04/2018 20:00:00	99960	-2	0	68	20.6
29/04/2018 21:00:00	99980	-1	0	57	19.6
29/04/2018 22:00:00	99990	-4	0	35	20.3
29/04/2018 23:00:00	99950	-1	0	38	19.8
30/04/2018 00:00:00	99920	2	0	49	19.1
30/04/2018 01:00:00	99910	0	0	49	19.4
30/04/2018 02:00:00	99980	-1	0	54	18.6
30/04/2018 03:00:00	99990	-1	0	48	18.2
30/04/2018 04:00:00	99970	-2	0	51	17.6
30/04/2018 05:00:00	100070	38	0	49	16.8
30/04/2018 06:00:00	100090	223	0	41	16.9
30/04/2018 07:00:00	100170	342	0	38	18
30/04/2018 08:00:00	100170	598	0	32	19.2
30/04/2018 09:00:00	100180	752	0	26	20.4
30/04/2018 10:00:00	100190	697	0	28	20.7
30/04/2018 11:00:00	100200	430	0	29	20.8
30/04/2018 12:00:00	100220	313	0	26	22
30/04/2018 13:00:00	100230	407	0	27	21.4
30/04/2018 14:00:00	100200	456	0	27	20.9
30/04/2018 15:00:00	100230	411	0	27	20.9
30/04/2018 16:00:00	100220	186	0	30	20.2
30/04/2018 17:00:00	100250	101	0	32	19.6
30/04/2018 18:00:00	100250	26	0	32	18.5
30/04/2018 19:00:00	100320	-1	0	31	18
30/04/2018 20:00:00	100320	-1	0	31	17.4
30/04/2018 21:00:00	100350	0	0	31	17.2
30/04/2018 22:00:00	100340	0	0	32	17
30/04/2018 23:00:00	100330	-2	0	34	16.6
01/05/2018 00:00:00	100300	-5	0	39	16.6
01/05/2018 01:00:00	100280	-4	0	42	15.8
01/05/2018 02:00:00	100260	-3	0	45	15.3
01/05/2018 03:00:00	100270	-1	0	45	15.4
01/05/2018 04:00:00	100320	0	0	48	15.4
01/05/2018 05:00:00	100350	16	0	48	15.1
01/05/2018 06:00:00	100350	59	0	47	15.1
01/05/2018 07:00:00	100350	131	0	48	15.4
01/05/2018 08:00:00	100390	202	0	45	16.1
01/05/2018 09:00:00	100420	310	0	44	17
01/05/2018 10:00:00	100450	277	0	39	17.7
01/05/2018 11:00:00	100450	250	0	34	18.4
01/05/2018 12:00:00	100390	377	0	37	18.6
01/05/2018 13:00:00	100390	282	0	36	18.7
01/05/2018 14:00:00	100350	204	0	55	16.2
01/05/2018 15:00:00	100300	252	0	56	16.6
01/05/2018 16:00:00	100280	73	0	58	16.2
01/05/2018 17:00:00	100240	69	0	56	15.8
01/05/2018 18:00:00	100260	12	0.2	63	15.2
01/05/2018 19:00:00	100300	-3	0	70	14.6
01/05/2018 20:00:00	100350	-5	0.4	88	13.8
01/05/2018 21:00:00	100370	0	1.8	93	12.8
01/05/2018 22:00:00	100320	-1	1	94	12.2
01/05/2018 23:00:00	100300	-3	0.2	95	12.1
02/05/2018 00:00:00	100270	-2	0.2	97	12
02/05/2018 01:00:00	100230	-1	0	96	12
02/05/2018 02:00:00	100200	1	1	97	11.9
02/05/2018 03:00:00	100140	-1	3.2	99	11.6
02/05/2018 04:00:00	100100	5	4.4	100	11.5
02/05/2018 05:00:00	100110	2	2.8	101	11.7
02/05/2018 06:00:00	100110	13	2.6	102	11.9
02/05/2018 07:00:00	100060	18	0.8	102	12.2
02/05/2018 08:00:00	100050	45	0	101	12.6
02/05/2018 09:00:00	100040	65	0	99	13
02/05/2018 10:00:00	100060	122	0	96	13.8
02/05/2018 11:00:00	100010	321	0.2	94	15.1
02/05/2018 12:00:00	99980	384	0	87	15.9
