Fine validità (UTC)	Pressione atmosferica istantanea al livello della stazione a 2 m dal suolo (PA)	Irradianza globale visibile media oraria - componente dall'alto (W/M**2)	Precipitazione cumulata su 1 ora (KG/M**2)	Umidita' relativa dell'aria istantanea a 2 m dal suolo (%)	Temperatura
24/05/2018 15:00:00	100590	579	0	39	26.6
24/05/2018 16:00:00	100580	226	0	39	26.4
24/05/2018 17:00:00	100560	265	0	39	26.1
24/05/2018 18:00:00	100580	76	0	44	25.2
24/05/2018 19:00:00	100610	7	0	51	24.1
24/05/2018 20:00:00	100680	-3	0	59	21.9
24/05/2018 21:00:00	100700	-3	0	60	22.1
24/05/2018 22:00:00	100700	-3	0	63	21.4
24/05/2018 23:00:00	100710	-2	0	65	20.5
25/05/2018 00:00:00	100710	0	0	67	20
25/05/2018 01:00:00	100690	0	0	69	19.3
25/05/2018 02:00:00	100680	-1	0	72	18.7
25/05/2018 03:00:00	100660	-1	0	81	18.2
25/05/2018 04:00:00	100680	6	0	84	17.6
25/05/2018 05:00:00	100710	86	0	82	18
25/05/2018 06:00:00	100710	231	0	78	19.3
25/05/2018 07:00:00	100740	364	0	64	21.9
25/05/2018 08:00:00	100710	572	0	63	23
25/05/2018 09:00:00	100700	742	0	56	25
25/05/2018 10:00:00	100680	827	0	53	25.5
25/05/2018 11:00:00	100670	852	0	44	26.2
25/05/2018 12:00:00	100650	801	0	41	27.3
25/05/2018 13:00:00	100620	779	0	40	27.7
25/05/2018 14:00:00	100570	753	0	36	28.1
25/05/2018 15:00:00	100540	594	0	35	28.9
25/05/2018 16:00:00	100520	229	0	38	27.7
25/05/2018 17:00:00	100530	261	0	39	27.6
25/05/2018 18:00:00	100570	101	0	39	27.2
25/05/2018 19:00:00	100630	12	0	50	25.8
25/05/2018 20:00:00	100720	-5	0	56	24
25/05/2018 21:00:00	100770	0	0	60	22.5
25/05/2018 22:00:00	100790	-7	0	64	21.5
25/05/2018 23:00:00	100810	-3	0	64	21
26/05/2018 00:00:00	100820	-1	0	66	20.6
26/05/2018 01:00:00	100860	-2	0	68	20.1
26/05/2018 02:00:00	100870	-4	0	81	19.3
26/05/2018 03:00:00	100910	-2	0	85	18.9
26/05/2018 04:00:00	100940	7	0	85	18.6
26/05/2018 05:00:00	101000	87	0	85	18.4
26/05/2018 06:00:00	101010	248	0	77	20.6
26/05/2018 07:00:00	101050	369	0	70	22.8
26/05/2018 08:00:00	101050	561	0	65	24.4
26/05/2018 09:00:00	101060	744	0	58	25.5
26/05/2018 10:00:00	101050	816	0	44	26.4
26/05/2018 11:00:00	101040	892	0	38	27.3
26/05/2018 12:00:00	101020	896	0	38	27.6
26/05/2018 13:00:00	100990	541	0	40	27.9
26/05/2018 14:00:00	100940	693	0	37	28.4
26/05/2018 15:00:00	100890	513	0	32	28.7
26/05/2018 16:00:00	100840	264	0	32	28.5
26/05/2018 17:00:00	100860	264	0	37	28.2
26/05/2018 18:00:00	100940	93	0	46	26.9
26/05/2018 19:00:00	100980	14	0	48	25.9
26/05/2018 20:00:00	101010	-2	0	53	24.9
26/05/2018 21:00:00	101040	-6	0	55	23.9
26/05/2018 22:00:00	101070	-3	0	62	22.4
26/05/2018 23:00:00	101030	-2	0	68	21.4
27/05/2018 00:00:00	100990	-6	0	68	21.2
27/05/2018 01:00:00	100940	-5	0	66	21
27/05/2018 02:00:00	100920	0	0	68	20.5
27/05/2018 03:00:00	100950	-2	0	76	19.6
27/05/2018 04:00:00	101010	6	0	84	19.4
27/05/2018 05:00:00	101000	67	0	82	19.4
27/05/2018 06:00:00	101010	190	0	75	20.7
27/05/2018 07:00:00	101050	305	0	71	21.8
27/05/2018 08:00:00	101030	434	0	69	23.4
27/05/2018 09:00:00	101030	702	0	57	25.2
27/05/2018 10:00:00	101000	840	0	40	27.7
27/05/2018 11:00:00	100940	871	0	39	27.6
27/05/2018 12:00:00	100860	890	0	33	28.2
27/05/2018 13:00:00	100800	835	0	34	28.5
27/05/2018 14:00:00	100740	475	0	37	28
27/05/2018 15:00:00	100740	332	0	37	28.1
27/05/2018 16:00:00	100710	204	0	42	27.4
27/05/2018 17:00:00	100660	169	0	44	27
27/05/2018 18:00:00	100740	57	0	48	26.1
27/05/2018 19:00:00	100750	8	0	53	25.1
27/05/2018 20:00:00	100800	-4	0	56	24.3
27/05/2018 21:00:00	100810	-2	0	58	23.6
27/05/2018 22:00:00	100870	-3	0	62	23.1
27/05/2018 23:00:00	100920	-1	0	65	22.4
28/05/2018 00:00:00	100890	-1	0	79	21.5
28/05/2018 01:00:00	100820	-4	0	84	20.8
28/05/2018 02:00:00	100800	-1	0	85	20.8
28/05/2018 03:00:00	100770	-2	0	88	20.1
28/05/2018 04:00:00	100840	4	0	89	19.2
28/05/2018 05:00:00	100910	92	0	84	20.3
28/05/2018 06:00:00	100960	199	0	79	21.1
28/05/2018 07:00:00	100990	321	0	79	21.6
28/05/2018 08:00:00	101030	463	0	74	22.3
28/05/2018 09:00:00	101060	498	0	71	22.7
28/05/2018 10:00:00	101050	682	0	69	23
28/05/2018 11:00:00	101030	808	0	63	24.9
28/05/2018 12:00:00	100950	688	0	63	25.1
28/05/2018 13:00:00	100910	849	0	59	26.3
28/05/2018 14:00:00	100840	542	0	60	26.5
28/05/2018 15:00:00	100790	505	0	56	27
28/05/2018 16:00:00	100760	243	0	55	26.7
28/05/2018 17:00:00	100770	80	0	58	26.2
28/05/2018 18:00:00	100780	41	0	63	24.2
28/05/2018 19:00:00	100740	2	0	68	24.2
28/05/2018 20:00:00	100810	-4	0	78	22.4
28/05/2018 21:00:00	100860	0	0	75	23
28/05/2018 22:00:00	100870	0	0	83	21.3
28/05/2018 23:00:00	100840	0	0	83	21.3
29/05/2018 00:00:00	100840	-1	0	87	20.6
29/05/2018 01:00:00	100790	-6		88	20.3
29/05/2018 02:00:00	100810	-2		90	20
29/05/2018 03:00:00	100810	3		91	19.8
29/05/2018 04:00:00	100800	2		92	19.5
29/05/2018 05:00:00	100810	38		92	19.3
29/05/2018 06:00:00	100760	188		88	20
29/05/2018 07:00:00	100780	261		84	20.6
29/05/2018 08:00:00	100790	217		79	21.5
29/05/2018 09:00:00	100790	224		75	22.2
29/05/2018 10:00:00	100770	287		73	22.7
29/05/2018 11:00:00	100720	706		60	25.6
29/05/2018 12:00:00	100650	830		56	25.3
29/05/2018 13:00:00	100600	812		49	26.8
29/05/2018 14:00:00	100550	729		48	27.4
29/05/2018 15:00:00	100520	520		49	27.1
29/05/2018 16:00:00	100470	173		48	27.2
29/05/2018 17:00:00	100530	45		89	21.6
29/05/2018 18:00:00	100560	67		87	21.6
29/05/2018 19:00:00	100600	4		86	21.1
29/05/2018 20:00:00	100650	-5		89	20.6
29/05/2018 21:00:00	100650	2		86	20
29/05/2018 22:00:00	100630	-3		86	19.8
29/05/2018 23:00:00	100610	0		85	20.2
30/05/2018 00:00:00	100610	0		84	20.6
30/05/2018 01:00:00	100500	0	0	86	20.3
30/05/2018 02:00:00	100510	1	0.2	85	20.1
30/05/2018 03:00:00	100530	0	0	90	19.2
30/05/2018 04:00:00	100570	9	0	92	18.8
30/05/2018 05:00:00	100570	66	0	88	19.4
30/05/2018 06:00:00	100630	172	0	84	20.5
30/05/2018 07:00:00	100670	265	0	80	21.5
30/05/2018 08:00:00	100700	327	0	75	22.6
30/05/2018 09:00:00	100670	524	1.2	72	24.3
30/05/2018 10:00:00	100640	481	0	72	24.8
30/05/2018 11:00:00	100650	295	0	70	25.2
30/05/2018 12:00:00	100630	469	0	68	25.6
30/05/2018 13:00:00	100650	232	0	62	25.8
30/05/2018 14:00:00	100620	173	0	70	25.3
30/05/2018 15:00:00	100540	161	0	72	25.4
30/05/2018 16:00:00	100540	159	0	69	25.5
30/05/2018 17:00:00	100530	128	0	66	25.4
30/05/2018 18:00:00	100580	64	0	72	25
30/05/2018 19:00:00	100590	6	0	75	24.5
30/05/2018 20:00:00	100630	-1	0	79	23.9
30/05/2018 21:00:00	100650	-2	0	77	23.7
30/05/2018 22:00:00	100610	-6	0	75	23
30/05/2018 23:00:00	100600	0	0	67	22.5
31/05/2018 00:00:00	100560	-2	0	66	22.2
31/05/2018 01:00:00	100580	-4	0	71	21.2
31/05/2018 02:00:00	100620	0	0	78	20.1
31/05/2018 03:00:00	100620	2	0	85	19.7
31/05/2018 04:00:00	100640	4	0	86	19.3
31/05/2018 05:00:00	100650	51	0	84	19.2
31/05/2018 06:00:00	100680	225	0	78	21
31/05/2018 07:00:00	100720	405	0	69	23.6
31/05/2018 08:00:00	100740	568	0	64	24.7
31/05/2018 09:00:00	100740	731	0	63	25.5
31/05/2018 10:00:00	100700	760	0	65	25.9
31/05/2018 11:00:00	100710	807	0	59	27
31/05/2018 12:00:00	100660	692	0	54	27.3
31/05/2018 13:00:00	100600	669	0	49	28.1
31/05/2018 14:00:00	100570	491	0	63	25.9
31/05/2018 15:00:00	100550	364	0	59	26
31/05/2018 16:00:00	100590	403	0	56	24.3
31/05/2018 17:00:00	100630	193	0	60	23.9
31/05/2018 18:00:00	100590	95	0	60	23.8
31/05/2018 19:00:00	100590	18	0	64	22.9
31/05/2018 20:00:00	100680	-1	0	69	22.4
31/05/2018 21:00:00	100710	0	0	71	21.9
31/05/2018 22:00:00	100740	-1	0	63	21.7
31/05/2018 23:00:00	100750	-1	0	64	20.7
01/06/2018 00:00:00	100720	-5	0	65	20.5
