Fine validità (UTC)	Pressione atmosferica istantanea al livello della stazione a 2 m dal suolo (PA)	Irradianza globale visibile media oraria - componente dall'alto (W/M**2)	Precipitazione cumulata su 1 ora (KG/M**2)	Umidita' relativa dell'aria istantanea a 2 m dal suolo (%)	Temperatura dell'aria istantanea a 2 m dal suolo (°C)
02/02/2017 17:00:00	101030	3	0	95	6.2
02/02/2017 18:00:00	101060	0	0	95	6.1
02/02/2017 19:00:00	101060	0	0	94	6.4
02/02/2017 20:00:00	101050	1	0	93	6.3
02/02/2017 21:00:00	101030	0	0	94	6.2
02/02/2017 22:00:00	101000	0	0.4	93	6
02/02/2017 23:00:00	100960	1	0	93	6
03/02/2017 00:00:00	100910	1	0	94	5.8
03/02/2017 01:00:00	100860	1	0	95	5.5
03/02/2017 02:00:00	100830	0	0	96	5.5
03/02/2017 03:00:00	100730	0	0	97	5.3
03/02/2017 04:00:00	100640	0	0	97	5.3
03/02/2017 05:00:00	100550	0	0	98	5
03/02/2017 06:00:00	100510	0	0	99	4.8
03/02/2017 07:00:00	100440	3	0	99	5.7
03/02/2017 08:00:00	100390	23	0	95	6.2
03/02/2017 09:00:00	100340	64	0	93	7.3
03/02/2017 10:00:00	100320	151	0	71	13.3
03/02/2017 11:00:00	100270	379	0	61	15.3
03/02/2017 12:00:00	100330	179	0	91	8.7
03/02/2017 13:00:00	100280	234	0	89	8.9
03/02/2017 14:00:00	100220	283	0	86	9.4
03/02/2017 15:00:00	100210	124	0	86	9.6
03/02/2017 16:00:00	100290	28	0	95	7.9
03/02/2017 17:00:00	100330	1	0	97	7.4
03/02/2017 18:00:00	100310	-2	0	98	7.1
03/02/2017 19:00:00	100240	-1	0	98	7.2
03/02/2017 20:00:00	100240	-1	0	98	6.7
03/02/2017 21:00:00	100200	0	0	99	6.9
03/02/2017 22:00:00	100160	-1	0	99	6.6
03/02/2017 23:00:00	100240	0	2.4	99	6.4
04/02/2017 00:00:00	100190	2	5	97	8.3
04/02/2017 01:00:00	100070	-1	4	91	9
04/02/2017 02:00:00	100180	-5	0.2	96	7.3
04/02/2017 03:00:00	100160	-6	0	99	6.7
04/02/2017 04:00:00	100160	0	0	99	6.5
04/02/2017 05:00:00	100170	-1	0	97	6.7
04/02/2017 06:00:00	100170	0	0	95	6.8
04/02/2017 07:00:00	100190	7	0	94	6.5
04/02/2017 08:00:00	100220	95	0	93	6.8
04/02/2017 09:00:00	100190	159	0	88	8.1
04/02/2017 10:00:00	100160	66	0	90	7.8
04/02/2017 11:00:00	100020	77	0	91	8
04/02/2017 12:00:00	99850	104	0	91	8.4
04/02/2017 13:00:00	99700	158	0	91	9.4
04/02/2017 14:00:00	99570	57	0	93	9.3
04/02/2017 15:00:00	99500	82	0.2	95	9
04/02/2017 16:00:00	99490	16	0.6	98	7.1
04/02/2017 17:00:00	99640	2	1.6	99	7.3
04/02/2017 18:00:00	99800	0	0	99	7.4
04/02/2017 19:00:00	99890	0	0.2	100	7.3
04/02/2017 20:00:00	99920	-1	0	99	7.3
04/02/2017 21:00:00	99970	-2	0	95	7.5
04/02/2017 22:00:00	99940	0	0	91	7.4
04/02/2017 23:00:00	99970	0	0	93	6.7
05/02/2017 00:00:00	99990	-1	0	93	6.1
05/02/2017 01:00:00	100000	-1	0	94	5.7
05/02/2017 02:00:00	99990	-5	0	93	5.7
05/02/2017 03:00:00	99950	-7	0	92	5.7
05/02/2017 04:00:00	99950	-2	0	92	5
05/02/2017 05:00:00	99980	0	0	94	4.5
05/02/2017 06:00:00	100000	0	0	91	5.9
05/02/2017 07:00:00	100030	3	0	89	6
05/02/2017 08:00:00	100000	13	0	91	5.9
05/02/2017 09:00:00	99960	26	1.8	96	5.5
05/02/2017 10:00:00	99890	44	1.2	99	4.4
05/02/2017 11:00:00	99810	46	0.2	99	4.6
05/02/2017 12:00:00	99690	40	0.6	99	4.8
05/02/2017 13:00:00	99550	45	0	99	5.1
05/02/2017 14:00:00	99420	28	0.8	99	5.4
05/02/2017 15:00:00	99350	22	1	99	5.9
05/02/2017 16:00:00	99290	20	1.8	99	5.5
05/02/2017 17:00:00	99240	1	0	100	5.4
05/02/2017 18:00:00	99160	0	0	99	5.8
05/02/2017 19:00:00	99090	0	2.8	100	6.1
05/02/2017 20:00:00	99120	0	4.6	100	5.7
05/02/2017 21:00:00	99110	0	3.6	100	5.8
05/02/2017 22:00:00	99040	0	0.4	99	5.9
05/02/2017 23:00:00	99080	0	0	99	5.9
06/02/2017 00:00:00	99050	1	0	100	5.7
06/02/2017 01:00:00	99030	0	0	100	5.8
06/02/2017 02:00:00	99050	1	0	100	4.7
06/02/2017 03:00:00	99050	1	0.2	100	4.6
06/02/2017 04:00:00	99030	-2	0.6	100	4.7
06/02/2017 05:00:00	99030	-2	0.8	99	4.8
06/02/2017 06:00:00	99080	0	1.4	100	4.9
06/02/2017 07:00:00	99120	1	0.6	100	5.2
06/02/2017 08:00:00	99150	9	0.8	99	5.5
06/02/2017 09:00:00	99220	15	2	99	5.3
06/02/2017 10:00:00	99280	32	3.8	99	5.4
06/02/2017 11:00:00	99280	35	2.2	99	5.6
06/02/2017 12:00:00	99290	28	1.8	100	6
06/02/2017 13:00:00	99340	31	1.4	100	6.4
06/02/2017 14:00:00	99400	23	3.4	100	7.1
06/02/2017 15:00:00	99510	12	1.6	100	7.7
06/02/2017 16:00:00	99580	9	0.4	101	7.7
06/02/2017 17:00:00	99670	2	0.4	101	7.6
06/02/2017 18:00:00	99850	0	0	100	7.8
06/02/2017 19:00:00	99940	1	0	99	7.6
06/02/2017 20:00:00	100050	0	0.6	98	7.8
06/02/2017 21:00:00	100130	-1	0.4	97	7.9
06/02/2017 22:00:00	100170	-1	0.2	94	8
06/02/2017 23:00:00	100260	-1	0	96	7.5
07/02/2017 00:00:00	100300	-1	0.2	94	7.5
07/02/2017 01:00:00	100360	0	0	95	7.5
07/02/2017 02:00:00	100390	-2	0	93	7.6
07/02/2017 03:00:00	100390	0	0	90	7.8
07/02/2017 04:00:00	100420	2	0	91	7.5
07/02/2017 05:00:00	100440	3	0	91	7.4
07/02/2017 06:00:00	100490	-2	0	92	7.2
07/02/2017 07:00:00	100510	6	0	90	7.1
07/02/2017 08:00:00	100550	122	0	89	7.4
07/02/2017 09:00:00	100570	178	0	81	9.2
07/02/2017 10:00:00	100600	183	0	70	9.8
07/02/2017 11:00:00	100600	395	0	60	11.1
07/02/2017 12:00:00	100580	403	0	57	11.2
07/02/2017 13:00:00	100510	291	0	54	11.4
07/02/2017 14:00:00	100480	221	0	53	11.6
07/02/2017 15:00:00	100510	143	0	58	11.4
07/02/2017 16:00:00	100530	64	0	66	10.7
07/02/2017 17:00:00	100560	9	0	67	10.4
07/02/2017 18:00:00	100590	-2	0	75	9.4
07/02/2017 19:00:00	100600	-3	0	74	9.1
07/02/2017 20:00:00	100590	0	0	79	8
07/02/2017 21:00:00	100620	-2	0	77	7.7
07/02/2017 22:00:00	100610	-2	0	84	6.4
07/02/2017 23:00:00	100630	0	0	78	6.8
08/02/2017 00:00:00	100630	-1	0	73	7
08/02/2017 01:00:00	100640	0	0	80	5.6
08/02/2017 02:00:00	100610	-11	0	82	6
08/02/2017 03:00:00	100600	-11	0	85	5
08/02/2017 04:00:00	100610	-9	0	80	5.9
08/02/2017 05:00:00	100620	-1	0	79	6.1
08/02/2017 06:00:00	100700	-3	0	84	4.7
08/02/2017 07:00:00	100780	8	0	84	5.2
08/02/2017 08:00:00	100810	54	0	85	5.1
08/02/2017 09:00:00	100820	233	0	80	6.8
08/02/2017 10:00:00	100850	277	0	73	7.7
08/02/2017 11:00:00	100840	243	0	67	8
08/02/2017 12:00:00	100830	215	0	68	8.1
08/02/2017 13:00:00	100830	142	0	59	8.3
08/02/2017 14:00:00	100840	101	0	56	8.1
08/02/2017 15:00:00	100860	135	0	54	7.8
08/02/2017 16:00:00	100890	62	0	55	7.6
08/02/2017 17:00:00	100930	10	0	59	6.9
08/02/2017 18:00:00	100990	0	0	63	6.6
08/02/2017 19:00:00	101020	0	0	65	6.3
08/02/2017 20:00:00	101070	2	0	66	6
08/02/2017 21:00:00	101100	0	0	68	5.6
08/02/2017 22:00:00	101120	0	0	63	5.5
08/02/2017 23:00:00	101170	0	0	70	5
09/02/2017 00:00:00	101180	-3	0	75	4.6
09/02/2017 01:00:00	101210	-1	0	79	3.5
09/02/2017 02:00:00	101210	-10	0	84	3
09/02/2017 03:00:00	101190	-13	0	87	2.5
09/02/2017 04:00:00	101230	-9	0	88	2.1
09/02/2017 05:00:00	101240	0	0	87	2.4
09/02/2017 06:00:00	101270	0	0	84	2.5
09/02/2017 07:00:00	101300	8	0	81	3.3
09/02/2017 08:00:00	101330	51	0	79	3.5
09/02/2017 09:00:00	101330	97	0	77	3.5
09/02/2017 10:00:00	101360	152	0	76	3.6
09/02/2017 11:00:00	101360	179	0	72	4.7
09/02/2017 12:00:00	101330	192	0	72	4.9
09/02/2017 13:00:00	101290	137	0	72	5.1
09/02/2017 14:00:00	101270	84	0	73	5.1
09/02/2017 15:00:00	101250	75	0	73	5.2
09/02/2017 16:00:00	101240	32	0	74	5.2
09/02/2017 17:00:00	101270	4	0	74	5.1
09/02/2017 18:00:00	101300	0	0	74	5
09/02/2017 19:00:00	101310	0	0	74	5.1
09/02/2017 20:00:00	101320	0	0	74	5.1
09/02/2017 21:00:00	101320	0	0	75	5.2
09/02/2017 22:00:00	101330	0	0	77	5
09/02/2017 23:00:00	101310	-2	0	79	5.1
10/02/2017 00:00:00	101300	-3	0	79	5
10/02/2017 01:00:00	101280	-2	0	77	4.7
10/02/2017 02:00:00	101270	-5	0	75	4.8
10/02/2017 03:00:00	101250	-3	0	78	4.4
10/02/2017 04:00:00	101220	1	0	78	4.4
10/02/2017 05:00:00	101220	-2	0	79	4.1
10/02/2017 06:00:00	101210	0	0	78	4.1
10/02/2017 07:00:00	101260	6	0	77	4.3
10/02/2017 08:00:00	101280	64	0	73	5.1
10/02/2017 09:00:00	101300	93	0	71	5.3
10/02/2017 10:00:00	101350	87	0	70	5.6
10/02/2017 11:00:00	101330	134	0	67	5.7
10/02/2017 12:00:00	101300	128	0	69	5.8
10/02/2017 13:00:00	101290	111	0	69	6.2
10/02/2017 14:00:00	101290	77	0	72	6.2
10/02/2017 15:00:00	101300	32	0	75	6.2
10/02/2017 16:00:00	101290	19	0	78	5.9
10/02/2017 17:00:00	101310	1	0	79	6.1
10/02/2017 18:00:00	101340	0	0	77	6.1
10/02/2017 19:00:00	101350	0	0	78	6.1
10/02/2017 20:00:00	101360	0	0	79	6
10/02/2017 21:00:00	101380	0	0	79	5.8
10/02/2017 22:00:00	101390	0	0	82	5.5
10/02/2017 23:00:00	101430	2	0	85	5.3
11/02/2017 00:00:00	101430	0	0	86	5.2
11/02/2017 01:00:00	101430	1	0	89	4.7
11/02/2017 02:00:00	101440	-1	0	91	4.5
11/02/2017 03:00:00	101440	-4	0	91	4.6
11/02/2017 04:00:00	101450	-4	0	86	4.9
11/02/2017 05:00:00	101460	0	0	86	5
11/02/2017 06:00:00	101470	0	0	84	5
11/02/2017 07:00:00	101500	11	0	85	5.1
11/02/2017 08:00:00	101530	85	0	80	5.7
11/02/2017 09:00:00	101550	130	0	73	6.6
11/02/2017 10:00:00	101570	157	0	78	6.6
11/02/2017 11:00:00	101550	221	0	73	7.2
11/02/2017 12:00:00	101520	179	0	74	7.1
11/02/2017 13:00:00	101490	114	0	72	7.6
11/02/2017 14:00:00	101490	52	0	72	7.3
11/02/2017 15:00:00	101470	43	0	73	7.4
11/02/2017 16:00:00	101480	20	0	74	7.5
11/02/2017 17:00:00	101490	3	0	76	7.1
11/02/2017 18:00:00	101520	-2	0	74	7.6
11/02/2017 19:00:00	101570	0	0	73	7.6
11/02/2017 20:00:00	101600	0	0	75	7.5
11/02/2017 21:00:00	101620	0	0	76	7.5
11/02/2017 22:00:00	101630	0	0	78	7.1
11/02/2017 23:00:00	101640	0	0	78	7
12/02/2017 00:00:00	101650	-2	0	81	6.6
12/02/2017 01:00:00	101670	0	0	81	6.7
12/02/2017 02:00:00	101670	-6	0	83	6.5
12/02/2017 03:00:00	101690	-5	0	81	6.8
12/02/2017 04:00:00	101720	-3	0	83	6.5
12/02/2017 05:00:00	101740	3	0	84	6.5
12/02/2017 06:00:00	101790	-1	0	85	6.2
12/02/2017 07:00:00	101830	4	0	85	6.3
12/02/2017 08:00:00	101910	27	0	82	6.7
12/02/2017 09:00:00	101950	73	0	82	6.8
12/02/2017 10:00:00	101990	117	0	79	7.3
12/02/2017 11:00:00	102000	180	0	75	8.2
12/02/2017 12:00:00	101950	189	0	75	8
12/02/2017 13:00:00	101930	140	0	73	8.5
12/02/2017 14:00:00	101900	127	0	71	9
12/02/2017 15:00:00	101880	71	0	72	8.8
12/02/2017 16:00:00	101890	32	0	72	8.8
12/02/2017 17:00:00	101940	5	0	73	8.7
12/02/2017 18:00:00	101980	-2	0	75	8.5
12/02/2017 19:00:00	102000	0	0	77	8.4
12/02/2017 20:00:00	102020	0	0	75	8.5
12/02/2017 21:00:00	102040	1	0	76	8.4
12/02/2017 22:00:00	102030	-1	0	78	8.2
12/02/2017 23:00:00	102040	-1	0	76	8
13/02/2017 00:00:00	102060	0	0	79	7.6
13/02/2017 01:00:00	102050	0	0	78	7.8
13/02/2017 02:00:00	102040	-7	0	77	7.9
13/02/2017 03:00:00	101990	-3	0	77	7.9
13/02/2017 04:00:00	101990	-2	0	78	7.8
13/02/2017 05:00:00	101970	-1	0	77	7.7
13/02/2017 06:00:00	101960	-2	0	79	7.3
13/02/2017 07:00:00	102000	2	0	80	7.3
13/02/2017 08:00:00	102040	22	0	80	7.6
13/02/2017 09:00:00	102050	42	0	78	7.7
13/02/2017 10:00:00	102090	50	0	77	7.8
13/02/2017 11:00:00	102080	56	0	77	7.8
13/02/2017 12:00:00	102050	52	0	77	7.8
13/02/2017 13:00:00	102030	79	0	77	7.9
13/02/2017 14:00:00	102030	57	0	77	8
13/02/2017 15:00:00	102030	43	0	77	8
13/02/2017 16:00:00	102030	17	0	78	7.9
13/02/2017 17:00:00	102060	1	0	79	8
13/02/2017 18:00:00	102110	1	0	86	7.6
13/02/2017 19:00:00	102150	-2	0	82	7.7
13/02/2017 20:00:00	102180	0	0	84	7.5
13/02/2017 21:00:00	102220	0	0	87	7.5
13/02/2017 22:00:00	102250	0	0	89	7.4
13/02/2017 23:00:00	102270	0	0	92	6.9
14/02/2017 00:00:00	102270	0	0	91	7.1
14/02/2017 01:00:00	102290	-3	0	92	6.4
14/02/2017 02:00:00	102300	-3	0	93	6.5
14/02/2017 03:00:00	102270	1	0	94	6.3
14/02/2017 04:00:00	102310	5	0	89	6.1
14/02/2017 05:00:00	102310	2	0	88	6
14/02/2017 06:00:00	102340	0	0	90	5.8
14/02/2017 07:00:00	102430	11	0	89	6
14/02/2017 08:00:00	102470	61	0	89	6.4
14/02/2017 09:00:00	102490	235	0	83	7
14/02/2017 10:00:00	102530	424	0	73	8.9
14/02/2017 11:00:00	102530	465	0	56	9.1
14/02/2017 12:00:00	102490	505	0	47	10.8
14/02/2017 13:00:00	102450	450	0	47	11.1
14/02/2017 14:00:00	102460	358	0	45	12
14/02/2017 15:00:00	102430	240	0	43	11.7
14/02/2017 16:00:00	102450	102	0	48	11
14/02/2017 17:00:00	102490	14	0	51	10.3
14/02/2017 18:00:00	102530	-4	0	60	8.7
14/02/2017 19:00:00	102560	0	0	64	7.5
14/02/2017 20:00:00	102600	-2	0	66	7
14/02/2017 21:00:00	102630	-2	0	69	6.2
14/02/2017 22:00:00	102660	-1	0	70	5.9
14/02/2017 23:00:00	102670	-1	0	72	5.4
15/02/2017 00:00:00	102670	-4	0	71	5.3
15/02/2017 01:00:00	102680	-2	0	72	5.1
15/02/2017 02:00:00	102670	-7	0	75	4.7
15/02/2017 03:00:00	102660	-5	0	75	4.6
15/02/2017 04:00:00	102660	-3	0	80	4.1
15/02/2017 05:00:00	102670	-7	0	82	4.1
15/02/2017 06:00:00	102670	0	0	83	3.9
15/02/2017 07:00:00	102710	25	0	81	4.3
15/02/2017 08:00:00	102720	163	0	77	5.5
15/02/2017 09:00:00	102730	314	0	68	8
15/02/2017 10:00:00	102730	435	0	62	10.1
15/02/2017 11:00:00	102670	504	0	53	12.2
15/02/2017 12:00:00	102590	518	0	50	12.9
15/02/2017 13:00:00	102520	475	0	44	13.7
15/02/2017 14:00:00	102500	378	0	45	13.7
15/02/2017 15:00:00	102460	251	0	43	14.1
15/02/2017 16:00:00	102430	108	0	45	13.5
15/02/2017 17:00:00	102440	13	0	49	12.6
15/02/2017 18:00:00	102460	-1	0	60	10.1
15/02/2017 19:00:00	102430	-2	0	63	9.2
15/02/2017 20:00:00	102440	1	0	65	8.9
15/02/2017 21:00:00	102430	0	0	66	8.6
15/02/2017 22:00:00	102390	-1	0	67	7.6
15/02/2017 23:00:00	102390	-2	0	67	7.1
16/02/2017 00:00:00	102380	-1	0	68	6.6
16/02/2017 01:00:00	102350	-1	0	67	6.5
16/02/2017 02:00:00	102330	-5	0	67	6.2
16/02/2017 03:00:00	102290	-8	0	67	5.8
16/02/2017 04:00:00	102270	-6	0	67	5.6
16/02/2017 05:00:00	102250	-6	0	65	5.7
16/02/2017 06:00:00	102230	1	0	65	5.6
16/02/2017 07:00:00	102240	36	0	64	5.8
16/02/2017 08:00:00	102240	190	0	59	7.2
16/02/2017 09:00:00	102250	332	0	50	10.5
16/02/2017 10:00:00	102240	453	0	50	11.5
16/02/2017 11:00:00	102200	514	0	49	13.4
16/02/2017 12:00:00	102110	519	0	45	14.6
16/02/2017 13:00:00	102030	473	0	38	16
16/02/2017 14:00:00	101970	386	0	38	15.6
16/02/2017 15:00:00	101920	257	0	39	15.8
16/02/2017 16:00:00	101880	112	0	36	15.6
16/02/2017 17:00:00	101910	13	0	44	14.4
16/02/2017 18:00:00	101930	-6	0	55	11.8
16/02/2017 19:00:00	101910	-2	0	51	12.4
16/02/2017 20:00:00	101900	-1	0	55	12.1
16/02/2017 21:00:00	101910	-1	0	58	11.9
16/02/2017 22:00:00	101910	-2	0	60	11.5
16/02/2017 23:00:00	101900	-2	0	62	11.1
17/02/2017 00:00:00	101850	-1	0	63	10.7
17/02/2017 01:00:00	101820	-1	0	63	10.6
17/02/2017 02:00:00	101780	-4	0	64	10.3
17/02/2017 03:00:00	101750	-8	0	65	9.8
17/02/2017 04:00:00	101710	-7	0	65	9.7
17/02/2017 05:00:00	101690	-6	0	69	8.4
17/02/2017 06:00:00	101680	-2	0	70	7.8
17/02/2017 07:00:00	101670	23	0	70	7.6
17/02/2017 08:00:00	101640	172	0	63	9.7
17/02/2017 09:00:00	101610	316	0	53	13.1
17/02/2017 10:00:00	101560	398	0	57	12.9
17/02/2017 11:00:00	101510	505	0	58	12.9
17/02/2017 12:00:00	101440	468	0	56	13.3
17/02/2017 13:00:00	101360	366	0	57	13.4
17/02/2017 14:00:00	101280	262	0	59	13.2
17/02/2017 15:00:00	101190	230	0	57	13.6
17/02/2017 16:00:00	101150	125	0	59	13.1
17/02/2017 17:00:00	101170	24	0	67	11.6
17/02/2017 18:00:00	101210	-1	0	71	10.8
17/02/2017 19:00:00	101260	0	0	74	10.4
17/02/2017 20:00:00	101280	-1	0	86	9.7
17/02/2017 21:00:00	101300	1	0	91	8.1
17/02/2017 22:00:00	101350	0	0	94	6.9
17/02/2017 23:00:00	101360	0	0	90	7.9
18/02/2017 00:00:00	101320	0	0	89	8.2
18/02/2017 01:00:00	101370	0	0	95	7.4
18/02/2017 02:00:00	101390	-5	0	94	7.2
18/02/2017 03:00:00	101400	-7	0	92	7.6
18/02/2017 04:00:00	101410	-9	0	91	7.7
18/02/2017 05:00:00	101460	-8	0	93	7.2
18/02/2017 06:00:00	101480	0	0	94	6.8
18/02/2017 07:00:00	101510	29	0	92	7.1
18/02/2017 08:00:00	101540	171	0	83	8
18/02/2017 09:00:00	101560	327	0	65	10.2
18/02/2017 10:00:00	101580	457	0	86	8.6
18/02/2017 11:00:00	101580	494	0	84	9.2
18/02/2017 12:00:00	101520	519	0	73	10.4
18/02/2017 13:00:00	101450	485	0	60	11.4
18/02/2017 14:00:00	101410	398	0	44	12.5
18/02/2017 15:00:00	101390	277	0	38	12.6
18/02/2017 16:00:00	101400	130	0	38	12.5
18/02/2017 17:00:00	101430	18	0	44	11.6
18/02/2017 18:00:00	101460	-3	0	52	10.8
18/02/2017 19:00:00	101490	-5	0	57	10
18/02/2017 20:00:00	101540	-3	0	59	9.6
18/02/2017 21:00:00	101580	-3	0	66	7.5
18/02/2017 22:00:00	101610	-1	0	66	6.5
18/02/2017 23:00:00	101640	-1	0	64	5.6
19/02/2017 00:00:00	101650	0	0	66	4.9
19/02/2017 01:00:00	101640	-3	0	64	4.6
19/02/2017 02:00:00	101630	-3	0	66	3.7
19/02/2017 03:00:00	101610	-5	0	66	3.4
19/02/2017 04:00:00	101620	-6	0	68	2.9
19/02/2017 05:00:00	101640	-7	0	69	2.7
19/02/2017 06:00:00	101670	0	0	97	1.3
19/02/2017 07:00:00	101720	16	0	100	1.4
19/02/2017 08:00:00	101750	67	0	101	1.9
19/02/2017 09:00:00	101760	268	0	99	3.2
19/02/2017 10:00:00	101760	282	0	93	3.5
19/02/2017 11:00:00	101710	483	0	84	5.7
19/02/2017 12:00:00	101640	522	0	79	7.2
19/02/2017 13:00:00	101540	495	0	72	8.6
19/02/2017 14:00:00	101460	400	0	68	9.6
19/02/2017 15:00:00	101410	262	0	62	10.5
19/02/2017 16:00:00	101370	117	0	63	10.1
19/02/2017 17:00:00	101370	16	0	68	9.2
19/02/2017 18:00:00	101410	-1	0	73	8.3
19/02/2017 19:00:00	101420	-2	0	80	7.2
19/02/2017 20:00:00	101430	0	0	84	6.5
19/02/2017 21:00:00	101400	-2	0	87	5.6
19/02/2017 22:00:00	101390	0	0	85	5.5
19/02/2017 23:00:00	101420	-1	0	87	5.1
20/02/2017 00:00:00	101430	0	0	88	5.6
20/02/2017 01:00:00	101420	0	0	86	5
20/02/2017 02:00:00	101420	-8	0	85	5.2
20/02/2017 03:00:00	101390	-10	0	83	5.2
20/02/2017 04:00:00	101380	-7	0	86	4.8
20/02/2017 05:00:00	101370	-10	0	86	4.3
20/02/2017 06:00:00	101420	-2	0	85	4.1
20/02/2017 07:00:00	101490	27	0	86	3.7
20/02/2017 08:00:00	101520	137	0	80	4.6
20/02/2017 09:00:00	101560	270	0	82	4.8
20/02/2017 10:00:00	101580	283	0	84	5.8
20/02/2017 11:00:00	101560	398	0	82	6.7
20/02/2017 12:00:00	101490	463	0	71	8.5
20/02/2017 13:00:00	101420	492	0	70	9.1
20/02/2017 14:00:00	101370	398	0	68	10.1
20/02/2017 15:00:00	101360	268	0	68	10.1
20/02/2017 16:00:00	101340	122	0	68	10.2
20/02/2017 17:00:00	101350	18	0	75	9.3
20/02/2017 18:00:00	101370	0	0	81	8.5
20/02/2017 19:00:00	101370	-1	0	82	7.8
20/02/2017 20:00:00	101360	-4	0	85	6.4
20/02/2017 21:00:00	101350	-2	0	86	5.6
20/02/2017 22:00:00	101340	0	0	85	5.5
20/02/2017 23:00:00	101330	-2	0	84	4.7
21/02/2017 00:00:00	101310	0	0	83	4.6
21/02/2017 01:00:00	101280	1	0	80	5.2
21/02/2017 02:00:00	101200	-3	0	78	5.4
21/02/2017 03:00:00	101140	-5	0	79	5.2
21/02/2017 04:00:00	101160	-8	0	83	4.8
21/02/2017 05:00:00	101140	-10	0	90	3.8
21/02/2017 06:00:00	101090	0	0	88	4.1
21/02/2017 07:00:00	101070	45	0	83	4.7
21/02/2017 08:00:00	101090	173	0	77	6.2
21/02/2017 09:00:00	101110	299	0	64	9.1
21/02/2017 10:00:00	101090	369	0	59	10.2
21/02/2017 11:00:00	101090	348	0	59	11.1
21/02/2017 12:00:00	100970	356	0	57	11.8
21/02/2017 13:00:00	100880	308	0	60	11.8
21/02/2017 14:00:00	100840	360	0	59	12.2
21/02/2017 15:00:00	100810	232	0	60	12
21/02/2017 16:00:00	100790	124	0	66	11.5
21/02/2017 17:00:00	100840	23	0	69	10.7
21/02/2017 18:00:00	100900	-1	0	73	10.2
21/02/2017 19:00:00	100920	0	0	89	8.3
21/02/2017 20:00:00	100970	-3	0	94	7.3
21/02/2017 21:00:00	100990	2	0	98	6.1
21/02/2017 22:00:00	100980	-2	0	99	5.7
21/02/2017 23:00:00	101010	0	0	99	5.6
22/02/2017 00:00:00	101040	0	0	100	4.4
22/02/2017 01:00:00	101040	0	0	100	4
22/02/2017 02:00:00	101010	-6	0	102	4.1
22/02/2017 03:00:00	100990	-6	0	102	3.8
22/02/2017 04:00:00	101010	-5	0	102	4
22/02/2017 05:00:00	101040	-12	0	102	3.9
22/02/2017 06:00:00	101040	-3	0	102	4.1
22/02/2017 07:00:00	101060	11	0	102	3.8
22/02/2017 08:00:00	101100	40	0	102	4.3
22/02/2017 09:00:00	101120	76	0	102	4.6
22/02/2017 10:00:00	101130	162	0	101	4.9
22/02/2017 11:00:00	101080	299	0	95	7
22/02/2017 12:00:00	101000	534	0	81	8.9
22/02/2017 13:00:00	100920	490	0	72	10.8
22/02/2017 14:00:00	100880	376	0	69	11.5
22/02/2017 15:00:00	100850	245	0	70	11.4
22/02/2017 16:00:00	100840	121	0	70	11.4
22/02/2017 17:00:00	100800	21	0	75	10.7
22/02/2017 18:00:00	100820	-1	0	77	10.3
22/02/2017 19:00:00	100840	-1	0	81	9.6
22/02/2017 20:00:00	100870	-2	0	84	8.7
22/02/2017 21:00:00	100880	-1	0	81	8.4
22/02/2017 22:00:00	100860	-1	0	84	7.5
22/02/2017 23:00:00	100850	0	0	86	6.8
23/02/2017 00:00:00	100840	0	0	89	6.3
23/02/2017 01:00:00	100820	0	0	91	5.8
23/02/2017 02:00:00	100780	-9	0	90	5.4
23/02/2017 03:00:00	100760	-9	0	90	4.9
23/02/2017 04:00:00	100730	-10	0	92	4.7
23/02/2017 05:00:00	100720	-10	0	90	4.7
23/02/2017 06:00:00	100750	-4	0	93	3.8
23/02/2017 07:00:00	100810	51	0	86	4.6
23/02/2017 08:00:00	100820	196	0	84	5.3
23/02/2017 09:00:00	100830	329	0	82	5.8
23/02/2017 10:00:00	100840	474	0	76	7.9
23/02/2017 11:00:00	100800	534	0	71	9.8
23/02/2017 12:00:00	100730	545	0	77	9.8
23/02/2017 13:00:00	100620	503	0	76	10.3
23/02/2017 14:00:00	100540	373	0	76	10.7
23/02/2017 15:00:00	100480	262	0	77	11.4
23/02/2017 16:00:00	100440	115	0	80	11.2
23/02/2017 17:00:00	100430	19	0	82	10.8
23/02/2017 18:00:00	100400	-1	0	83	10.3
23/02/2017 19:00:00	100360	0	0	89	9.3
23/02/2017 20:00:00	100350	-2	0	92	8
23/02/2017 21:00:00	100330	0	0	99	6.8
23/02/2017 22:00:00	100300	0	0	99	6.6
23/02/2017 23:00:00	100280	-2	0	95	7.1
24/02/2017 00:00:00	100230	-1	0	96	6.3
24/02/2017 01:00:00	100140	0	0	93	6.7
24/02/2017 02:00:00	100070	-8	0	93	7.5
24/02/2017 03:00:00	99980	-12	0	96	5.9
24/02/2017 04:00:00	99950	-8	0	96	5.4
24/02/2017 05:00:00	99920	-9	0	99	4.5
24/02/2017 06:00:00	99910	-3	0	99	4.3
24/02/2017 07:00:00	99890	2	0	99	5.1
24/02/2017 08:00:00	99890	19	0	97	5.2
24/02/2017 09:00:00	99880	42	0	96	5.6
24/02/2017 10:00:00	99840	56	0	93	6.3
24/02/2017 11:00:00	99840	84	0	94	6
24/02/2017 12:00:00	99780	60	0	92	6.7
24/02/2017 13:00:00	99750	50	0	90	7.1
24/02/2017 14:00:00	99740	80	0	92	7.2
24/02/2017 15:00:00	99750	75	0.2	94	7.6
