Fine validità (UTC)	Pressione atmosferica istantanea al livello della stazione a 2 m dal suolo (PA)	Irradianza globale visibile media oraria - componente dall'alto (W/M**2)	Precipitazione cumulata su 1 ora (KG/M**2)	Umidita' relativa dell'aria istantanea a 2 m dal suolo (%)	Temperatura dell'aria istantanea a 2 m dal suolo (°C)
03/12/2017 08:00:00	101060	80	0	76	2.6
03/12/2017 09:00:00	101130	210	0	68	3.6
03/12/2017 10:00:00	101180	306	0	62	5.6
03/12/2017 11:00:00	101140	386	0	57	6.4
03/12/2017 12:00:00	101110	260	0	45	6.8
03/12/2017 13:00:00	101080	276	0	42	6.9
03/12/2017 14:00:00	101080	174	0	39	6.9
03/12/2017 15:00:00	101120	64	0	39	6.8
03/12/2017 16:00:00	101180	9	0	49	6
03/12/2017 17:00:00	101240	-4	0	58	4.2
03/12/2017 18:00:00	101290	-3	0	61	3.2
03/12/2017 19:00:00	101340	-1	0	61	2.7
03/12/2017 20:00:00	101400	0	0	63	2.2
03/12/2017 21:00:00	101440	0	0	66	1.6
03/12/2017 22:00:00	101500	0	0	66	1.3
03/12/2017 23:00:00	101540	0	0	66	1.3
04/12/2017 00:00:00	101550	0	0	66	1.4
04/12/2017 01:00:00	101590	0	0	66	1.6
04/12/2017 02:00:00	101620	-6	0	66	1.2
04/12/2017 03:00:00	101620	-7	0	67	0.7
04/12/2017 04:00:00	101640	-8	0	68	0.6
04/12/2017 05:00:00	101660	-5	0	68	0.2
04/12/2017 06:00:00	101670	-1	0	68	0
04/12/2017 07:00:00	101700	7	0	68	0.2
04/12/2017 08:00:00	101780	102	0	62	1.3
04/12/2017 09:00:00	101810	226	0	56	2.9
04/12/2017 10:00:00	101850	324	0	44	6.1
04/12/2017 11:00:00	101830	357	0	39	6.7
04/12/2017 12:00:00	101780	339	0	34	8.2
04/12/2017 13:00:00	101740	289	0	32	9.1
04/12/2017 14:00:00	101700	199	0	31	8.9
04/12/2017 15:00:00	101690	88	0	42	8.1
04/12/2017 16:00:00	101720	3	0	52	6.7
04/12/2017 17:00:00	101780	-1	0	56	5.4
04/12/2017 18:00:00	101850	-1	0	60	4.3
04/12/2017 19:00:00	101870	0	0	63	4.1
04/12/2017 20:00:00	101870	-2	0	59	4.3
04/12/2017 21:00:00	101910	-1	0	59	3.6
04/12/2017 22:00:00	101920	-2	0	58	3.4
04/12/2017 23:00:00	101970	0	0	56	3.1
05/12/2017 00:00:00	101980	0	0	51	3.9
05/12/2017 01:00:00	102000	0	0	51	3.7
05/12/2017 02:00:00	102020	-4	0	52	3.3
05/12/2017 03:00:00	102000	-6	0	53	3.1
05/12/2017 04:00:00	102070	-7	0	55	2.8
05/12/2017 05:00:00	102130	-7	0	57	2.4
05/12/2017 06:00:00	102180	-1	0	59	2.1
05/12/2017 07:00:00	102270	7	0	59	2.7
05/12/2017 08:00:00	102290	95	0	56	3
05/12/2017 09:00:00	102350	216	0	47	5.3
05/12/2017 10:00:00	102390	312	0	42	7
05/12/2017 11:00:00	102350	348	0	40	8.3
05/12/2017 12:00:00	102370	328	0	40	8.7
05/12/2017 13:00:00	102370	280	0	49	8.2
05/12/2017 14:00:00	102340	178	0	46	8.8
05/12/2017 15:00:00	102340	56	0	48	8.6
05/12/2017 16:00:00	102380	10	0	58	7.4
05/12/2017 17:00:00	102420	0	0	63	5.8
05/12/2017 18:00:00	102430	-1	0	64	5.2
05/12/2017 19:00:00	102450	0	0	66	4.9
05/12/2017 20:00:00	102490	-2	0	71	3.8
05/12/2017 21:00:00	102490	-5	0	74	3.5
05/12/2017 22:00:00	102490	0	0	73	3.4
05/12/2017 23:00:00	102500	-5	0	72	3.2
06/12/2017 00:00:00	102460	0	0	64	4
06/12/2017 01:00:00	102470	0	0	64	4.2
06/12/2017 02:00:00	102460	-8	0	64	4.3
06/12/2017 03:00:00	102410	-8	0	62	5
06/12/2017 04:00:00	102390	-5	0	62	5.2
06/12/2017 05:00:00	102370	-4	0	61	5.5
06/12/2017 06:00:00	102380	-2	0	61	5.7
06/12/2017 07:00:00	102400	8	0	62	5.6
06/12/2017 08:00:00	102440	91	0	58	6.8
06/12/2017 09:00:00	102450	215	0	53	8.7
06/12/2017 10:00:00	102450	309	0	48	11.2
06/12/2017 11:00:00	102410	345	0	47	11.6
06/12/2017 12:00:00	102330	324	0	47	11.9
06/12/2017 13:00:00	102290	272	0	49	11.7
06/12/2017 14:00:00	102260	172	0	50	11.7
06/12/2017 15:00:00	102250	70	0	53	11.2
06/12/2017 16:00:00	102250	5	0	60	10
06/12/2017 17:00:00	102250	-4	0	66	8.2
06/12/2017 18:00:00	102250	-1	0	69	7.3
06/12/2017 19:00:00	102280	-1	0	71	6.9
06/12/2017 20:00:00	102290	-1	0	76	6.7
06/12/2017 21:00:00	102270	0	0	74	6.6
06/12/2017 22:00:00	102270	0	0	69	7.7
06/12/2017 23:00:00	102250	-5	0	71	7
07/12/2017 00:00:00	102210	-2	0	72	6.5
07/12/2017 01:00:00	102190	1	0	72	6.6
07/12/2017 02:00:00	102190	-8	0	82	5.8
07/12/2017 03:00:00	102180	-14	0	88	4.1
07/12/2017 04:00:00	102150	-10	0	87	4.8
07/12/2017 05:00:00	102140	-12	0	85	4.9
07/12/2017 06:00:00	102140	-7	0	88	4.2
07/12/2017 07:00:00	102130	5	0	87	4.1
07/12/2017 08:00:00	102140	82	0	80	5.4
07/12/2017 09:00:00	102150	197	0	73	7.1
07/12/2017 10:00:00	102140	295	0	73	7.6
07/12/2017 11:00:00	102060	333	0	67	8.9
07/12/2017 12:00:00	102000	312	0	65	9.8
07/12/2017 13:00:00	101920	256	0	62	11
07/12/2017 14:00:00	101880	154	0	60	11.1
07/12/2017 15:00:00	101870	74	0	60	11
07/12/2017 16:00:00	101820	9	0	67	10.2
07/12/2017 17:00:00	101810	-2	0	74	8.7
07/12/2017 18:00:00	101770	0	0	75	8.8
07/12/2017 19:00:00	101720	0	0	72	9.2
07/12/2017 20:00:00	101680	-2	0	79	7.8
07/12/2017 21:00:00	101660	2	0	82	7
07/12/2017 22:00:00	101600	0	0	83	6.8
07/12/2017 23:00:00	101540	0	0	86	5.9
08/12/2017 00:00:00	101440	-1	0	90	5.3
08/12/2017 01:00:00	101360	0	0	89	5.5
08/12/2017 02:00:00	101340	-8	0	92	4.4
08/12/2017 03:00:00	101260	-11	0	94	4.6
08/12/2017 04:00:00	101130	-9	0	92	5
08/12/2017 05:00:00	100990	-8	0	89	5.2
08/12/2017 06:00:00	100950	0	0	90	4.9
08/12/2017 07:00:00	100890	1	0	94	4.3
08/12/2017 08:00:00	100830	22	0	94	4.7
08/12/2017 09:00:00	100760	54	0	91	4.9
08/12/2017 10:00:00	100720	65	0	92	5.2
08/12/2017 11:00:00	100550	191	0	88	5.7
08/12/2017 12:00:00	100420	185	0	87	6.2
08/12/2017 13:00:00	100330	84	0	90	6
08/12/2017 14:00:00	100230	85	0	90	6.1
08/12/2017 15:00:00	100150	38	0	94	5.5
08/12/2017 16:00:00	100050	3	0	95	5.3
08/12/2017 17:00:00	99950	1	0	96	5.1
08/12/2017 18:00:00	99920	0	0	97	5
08/12/2017 19:00:00	99970	1	0.4	98	4.6
08/12/2017 20:00:00	99930	0	0	98	4.5
08/12/2017 21:00:00	99920	-2	0	97	4.7
08/12/2017 22:00:00	99860	0	0	93	5.4
08/12/2017 23:00:00	99880	0	0.2	87	6.3
09/12/2017 00:00:00	99850	0	0.2	84	6.3
09/12/2017 01:00:00	99800	0	0	84	6.2
09/12/2017 02:00:00	99740	-1	0	57	7.4
09/12/2017 03:00:00	99790	-6	0	58	5.8
09/12/2017 04:00:00	99800	-2	0	38	6.3
09/12/2017 05:00:00	99940	-3	0	60	4
09/12/2017 06:00:00	100020	-2	0	55	4.1
09/12/2017 07:00:00	100130	-2	0	56	3.8
09/12/2017 08:00:00	100210	22	0	48	4.2
09/12/2017 09:00:00	100330	63	0.2	50	4.1
09/12/2017 10:00:00	100380	94	0	51	4.5
09/12/2017 11:00:00	100360	65	1.4	72	3.6
09/12/2017 12:00:00	100380	197	0	71	4.1
09/12/2017 13:00:00	100410	232	0	49	5.4
09/12/2017 14:00:00	100450	147	0	42	6.2
09/12/2017 15:00:00	100470	79	0	46	6.3
09/12/2017 16:00:00	100510	4	0	52	5
09/12/2017 17:00:00	100540	-3	0	41	5
09/12/2017 18:00:00	100610	-1	0	29	5.6
09/12/2017 19:00:00	100660	-2	0	25	5.2
09/12/2017 20:00:00	100710	-1	0	21	5.4
09/12/2017 21:00:00	100740	-1	0	25	4.4
09/12/2017 22:00:00	100750	-2	0	26	3.6
09/12/2017 23:00:00	100760	2	0	33	2.2
10/12/2017 00:00:00	100730	-4	0	32	2.3
10/12/2017 01:00:00	100710	-4	0	30	2.5
10/12/2017 02:00:00	100700	-4	0	30	2.2
10/12/2017 03:00:00	100650	-3	0	30	2.2
10/12/2017 04:00:00	100560	-4	0	30	2.3
10/12/2017 05:00:00	100530	0	0	27	3.4
10/12/2017 06:00:00	100490	0	0	27	4
10/12/2017 07:00:00	100470	-2	0	26	5
10/12/2017 08:00:00	100450	68	0	31	5.9
10/12/2017 09:00:00	100380	220	0	34	6.5
10/12/2017 10:00:00	100290	210	0	37	7.2
10/12/2017 11:00:00	100130	104	0	48	6.6
10/12/2017 12:00:00	100030	132	0	49	7.2
10/12/2017 13:00:00	99870	175	0	51	7
10/12/2017 14:00:00	99820	174	0	53	7.4
10/12/2017 15:00:00	99800	45	0	63	2.6
10/12/2017 16:00:00	99750	4	0	65	1.4
10/12/2017 17:00:00	99720	0	0	66	1.1
10/12/2017 18:00:00	99740	0	0	76	0.6
10/12/2017 19:00:00	99710	-3	0.2	92	0.1
10/12/2017 20:00:00	99700	0	0	95	0.1
10/12/2017 21:00:00	99660	-3	0.2	96	-0.1
10/12/2017 22:00:00	99610	-1	0	96	0.1
10/12/2017 23:00:00	99580	0	0.2	96	0.1
11/12/2017 00:00:00	99530	1	0.4	97	0.2
11/12/2017 01:00:00	99470	4	0.4	98	0.1
11/12/2017 02:00:00	99500	-4	0	98	0.2
11/12/2017 03:00:00	99350	-8	0	100	0.1
11/12/2017 04:00:00	99300	-8	0	99	0.4
11/12/2017 05:00:00	99280	-1	0.6	99	0.4
11/12/2017 06:00:00	99260	-1	0.8	99	0.6
11/12/2017 07:00:00	99190	2	1.6	98	0.5
11/12/2017 08:00:00	99130	11	0.2	99	0.8
11/12/2017 09:00:00	99130	37	0.2	99	1
11/12/2017 10:00:00	99070	22	0.6	98	1.4
11/12/2017 11:00:00	98950	14	0.2	99	1.7
11/12/2017 12:00:00	98930	9	0	99	1.8
11/12/2017 13:00:00	98880	8	0	99	1.7
11/12/2017 14:00:00	98800	11	0	100	1.8
11/12/2017 15:00:00	98800	8	0	99	1.9
11/12/2017 16:00:00	98810	4	0	99	2.4
11/12/2017 17:00:00	98730	-1	0	98	2.6
11/12/2017 18:00:00	98720	0	0	98	3.6
11/12/2017 19:00:00	98670	2	0	57	16.8
11/12/2017 20:00:00	98670	1	0.2	51	17.4
11/12/2017 21:00:00	98640	0	0	50	17.3
11/12/2017 22:00:00	98730	0	0	49	17.5
11/12/2017 23:00:00	98820	0	0	49	17.6
12/12/2017 00:00:00	98850	-2	0	51	17.3
12/12/2017 01:00:00	98930	3	0	51	17.3
12/12/2017 02:00:00	99110	-3	0	63	12.5
12/12/2017 03:00:00	99240	-3	0	85	7.3
12/12/2017 04:00:00	99370	0	0	88	5.6
12/12/2017 05:00:00	99560	0	0	83	4.8
12/12/2017 06:00:00	99660	-1	0	82	4.9
12/12/2017 07:00:00	99730	1	0	76	6.4
12/12/2017 08:00:00	99870	60	0	75	7.2
12/12/2017 09:00:00	99920	127	0	75	8
12/12/2017 10:00:00	100000	208	0	73	8.6
12/12/2017 11:00:00	100030	216	0	68	9.7
12/12/2017 12:00:00	100050	179	0	75	8.9
12/12/2017 13:00:00	100060	81	0	82	6.9
12/12/2017 14:00:00	100090	41	0	79	6.8
12/12/2017 15:00:00	100170	8	0	80	6.9
12/12/2017 16:00:00	100240	2	0	83	6.3
12/12/2017 17:00:00	100250	0	0	80	7.5
12/12/2017 18:00:00	100360	1	0	87	5.4
12/12/2017 19:00:00	100410	0	0	85	5.4
12/12/2017 20:00:00	100430	0	0	81	7.2
12/12/2017 21:00:00	100440	0	0	82	6.3
12/12/2017 22:00:00	100510	0	0	88	4.9
12/12/2017 23:00:00	100570	0	0	90	4.4
13/12/2017 00:00:00	100600	0	0	89	4.4
13/12/2017 01:00:00	100600	3	0	83	5.5
13/12/2017 02:00:00	100660	-3	0	84	5.6
13/12/2017 03:00:00	100680	-8	0	82	5.9
13/12/2017 04:00:00	100670	0	0	81	6.2
13/12/2017 05:00:00	100740	-1	0	84	5
13/12/2017 06:00:00	100760	-1	0	86	4.8
13/12/2017 07:00:00	100840	3	0	88	3.8
13/12/2017 08:00:00	100870	90	0	84	4.8
13/12/2017 09:00:00	100860	191	0	77	6.5
13/12/2017 10:00:00	100860	288	0	68	8.7
13/12/2017 11:00:00	100790	323	0	74	7.7
13/12/2017 12:00:00	100770	318	0	69	8.6
13/12/2017 13:00:00	100740	249	0	71	9.1
13/12/2017 14:00:00	100690	164	0	71	9
13/12/2017 15:00:00	100700	69	0	71	8.7
13/12/2017 16:00:00	100680	7	0	74	8
13/12/2017 17:00:00	100660	-4	0	79	7.4
13/12/2017 18:00:00	100710	-2	0	85	5.6
13/12/2017 19:00:00	100650	-5	0	87	5.1
13/12/2017 20:00:00	100640	-8	0	89	4.6
13/12/2017 21:00:00	100550	-3	0	89	4.7
13/12/2017 22:00:00	100430	1	0	87	5.3
13/12/2017 23:00:00	100400	0	0	90	4.2
14/12/2017 00:00:00	100300	-2	0	91	4.2
14/12/2017 01:00:00	100200	0	0	90	5.1
14/12/2017 02:00:00	100140	-8	0	93	4.3
14/12/2017 03:00:00	100110	-11	0	94	2.6
14/12/2017 04:00:00	100090	-6	0	95	2.3
14/12/2017 05:00:00	100060	-4	0	97	3.2
14/12/2017 06:00:00	100020	2	0	96	3.6
14/12/2017 07:00:00	99990	1	0	95	4.2
14/12/2017 08:00:00	100060	32	0	93	3.8
14/12/2017 09:00:00	100100	97	0	93	3.8
14/12/2017 10:00:00	100100	227	0	86	5.1
14/12/2017 11:00:00	100030	194	0	80	6
14/12/2017 12:00:00	99880	267	0	70	7.8
14/12/2017 13:00:00	99730	217	0	70	7.6
14/12/2017 14:00:00	99790	139	0	71	7.4
14/12/2017 15:00:00	99760	59	0	74	7
14/12/2017 16:00:00	99670	5	0	78	6.4
14/12/2017 17:00:00	99610	0	0	82	6.1
14/12/2017 18:00:00	99560	-1	0	85	5.9
14/12/2017 19:00:00	99530	0	0	85	5.8
14/12/2017 20:00:00	99450	-5	0	91	5.5
14/12/2017 21:00:00	99370	-2	0	99	2.4
14/12/2017 22:00:00	99350	0	0	100	3
14/12/2017 23:00:00	99310	0	0	101	3.1
15/12/2017 00:00:00	99200	0	0	102	3
15/12/2017 01:00:00	99160	0	0	102	3.1
15/12/2017 02:00:00	99090	-3	0	102	4.2
15/12/2017 03:00:00	99010	-10	0	73	8.6
15/12/2017 04:00:00	98920	-5	0	42	14.5
15/12/2017 05:00:00	98900	-6	0	72	7.7
15/12/2017 06:00:00	98880	1	0	46	14.8
15/12/2017 07:00:00	98940	-2	0	67	8.5
15/12/2017 08:00:00	99000	21	0	60	9
15/12/2017 09:00:00	99110	149	0	75	8.2
15/12/2017 10:00:00	99110	320	0	75	8.3
15/12/2017 11:00:00	99000	321	0	78	7.7
15/12/2017 12:00:00	98970	179	0	86	6.2
15/12/2017 13:00:00	98930	97	0	86	6.1
15/12/2017 14:00:00	98900	156	0	83	6.7
15/12/2017 15:00:00	98920	26	0	90	5.3
15/12/2017 16:00:00	98890	3	0.4	91	5.7
15/12/2017 17:00:00	98840	1	0.6	95	5.9
15/12/2017 18:00:00	98880	-2	0	94	5
15/12/2017 19:00:00	98920	0	0.8	92	4.8
15/12/2017 20:00:00	98940	1	0	88	5.4
15/12/2017 21:00:00	98970	1	0.2	86	5.7
15/12/2017 22:00:00	98900	0	0.2	80	7
15/12/2017 23:00:00	98980	0	0	79	7.1
16/12/2017 00:00:00	98940	-5	0	77	6.5
16/12/2017 01:00:00	99020	0	0	82	5.6
16/12/2017 02:00:00	99170	-12	0	90	4
16/12/2017 03:00:00	99230	-9	0	91	3.1
16/12/2017 04:00:00	99360	-5	0	90	2.9
16/12/2017 05:00:00	99430	0	0	89	3
16/12/2017 06:00:00	99500	1	0	87	3.8
16/12/2017 07:00:00	99590	1	0	87	3.9
16/12/2017 08:00:00	99640	21	0	88	4.3
16/12/2017 09:00:00	99740	41	0	86	5.1
16/12/2017 10:00:00	99830	30	0	88	4.3
16/12/2017 11:00:00	99860	74	0	89	4.8
16/12/2017 12:00:00	99870	97	0	89	5.3
16/12/2017 13:00:00	99890	90	0	89	5.5
16/12/2017 14:00:00	99950	26	0	91	5.2
16/12/2017 15:00:00	100000	13	0	92	5.1
16/12/2017 16:00:00	100100	4	0	92	5
16/12/2017 17:00:00	100160	0	0	92	4.8
16/12/2017 18:00:00	100240	0	0	92	4.5
16/12/2017 19:00:00	100310	-1	0	93	4.2
16/12/2017 20:00:00	100350	-4	0	93	3.8
16/12/2017 21:00:00	100420	-2	0	92	3.2
16/12/2017 22:00:00	100510	0	0	88	3.4
16/12/2017 23:00:00	100560	-2	0	88	3.3
17/12/2017 00:00:00	100560	0	0	88	3.3
17/12/2017 01:00:00	100580	-3	0	89	2.7
17/12/2017 02:00:00	100640	-3	0	90	2.3
17/12/2017 03:00:00	100680	-1	0	93	1.5
17/12/2017 04:00:00	100720	-1	0	98	0.6
17/12/2017 05:00:00	100770	-3	0	90	1.9
17/12/2017 06:00:00	100840	0	0	87	2.2
17/12/2017 07:00:00	100890	-3	0	89	1.3
17/12/2017 08:00:00	100940	54	0	84	2
17/12/2017 09:00:00	100990	188	0	73	4
17/12/2017 10:00:00	101050	286	0	62	6.2
17/12/2017 11:00:00	101060	334	0	55	6.5
17/12/2017 12:00:00	101020	333	0	53	6.9
17/12/2017 13:00:00	101010	262	0	43	7.9
17/12/2017 14:00:00	101040	176	0	42	8
17/12/2017 15:00:00	101080	73	0	45	7.5
17/12/2017 16:00:00	101100	5	0	52	6
17/12/2017 17:00:00	101190	-6	0	57	4.8
17/12/2017 18:00:00	101250	-3	0	57	4.1
17/12/2017 19:00:00	101300	0	0	59	4.3
17/12/2017 20:00:00	101340	-3	0	61	3.8
17/12/2017 21:00:00	101380	-2	0	63	3.2
17/12/2017 22:00:00	101420	-4	0	62	3
17/12/2017 23:00:00	101440	-2	0	65	2.3
18/12/2017 00:00:00	101450	-1	0	66	1.9
18/12/2017 01:00:00	101460	0	0	61	2
18/12/2017 02:00:00	101450	-6	0	56	2
18/12/2017 03:00:00	101430	-8	0	57	1.5
18/12/2017 04:00:00	101420	-9	0	55	1.5
18/12/2017 05:00:00	101410	-2	0	55	1.4
18/12/2017 06:00:00	101420	-1	0	61	0.6
18/12/2017 07:00:00	101450	0	0	59	0.9
18/12/2017 08:00:00	101440	69	0	54	1.6
18/12/2017 09:00:00	101470	198	0	50	3.1
18/12/2017 10:00:00	101440	267	0	36	5.4
18/12/2017 11:00:00	101410	217	0	35	5.7
18/12/2017 12:00:00	101390	275	0	34	5.2
18/12/2017 13:00:00	101340	261	0	32	5.7
18/12/2017 14:00:00	101340	152	0	33	5.8
18/12/2017 15:00:00	101370	76	0	44	5
18/12/2017 16:00:00	101420	4	0	53	3.9
18/12/2017 17:00:00	101460	-1	0	53	4.1
18/12/2017 18:00:00	101540	-4	0	56	3.3
18/12/2017 19:00:00	101590	0	0	58	2.6
18/12/2017 20:00:00	101680	-1	0	60	2.4
18/12/2017 21:00:00	101750	-1	0	63	1.4
18/12/2017 22:00:00	101810	0	0	66	0.3
18/12/2017 23:00:00	101850	-4	0	67	0.8
19/12/2017 00:00:00	101890	0	0	67	0.5
19/12/2017 01:00:00	101920	-2	0	68	0.7
19/12/2017 02:00:00	101980	-9	0	70	0.5
19/12/2017 03:00:00	102040	-9	0	68	0.6
19/12/2017 04:00:00	102050	-8	0	69	-0.1
19/12/2017 05:00:00	102090	-7	0	73	-0.7
19/12/2017 06:00:00	102120	-3	0	72	-0.6
19/12/2017 07:00:00	102210	2	0	71	-0.7
19/12/2017 08:00:00	102260	57	0	69	-0.4
19/12/2017 09:00:00	102350	159	0	63	1.3
19/12/2017 10:00:00	102400	258	0	54	3.1
19/12/2017 11:00:00	102380	311	0	50	4.4
19/12/2017 12:00:00	102330	311	0	54	4.7
19/12/2017 13:00:00	102270	247	0	55	4.9
19/12/2017 14:00:00	102290	169	0	55	5
19/12/2017 15:00:00	102290	73	0	54	4.6
19/12/2017 16:00:00	102270	7	0	58	3.8
19/12/2017 17:00:00	102270	-2	0	65	2.6
19/12/2017 18:00:00	102220	-3	0	67	1.9
19/12/2017 19:00:00	102270	-1	0	70	1.5
19/12/2017 20:00:00	102250	0	0	71	1.3
19/12/2017 21:00:00	102260	0	0	70	1.2
19/12/2017 22:00:00	102250	0	0	70	1.4
19/12/2017 23:00:00	102220	-1	0	70	1.3
20/12/2017 00:00:00	102200	-1	0	70	1.1
20/12/2017 01:00:00	102230	0	0	67	2
20/12/2017 02:00:00	102250	-8	0	70	1.3
20/12/2017 03:00:00	102230	-7	0	71	1.1
20/12/2017 04:00:00	102210	-6	0	69	1
20/12/2017 05:00:00	102180	-5	0	70	0.8
20/12/2017 06:00:00	102250	0	0	72	0.6
20/12/2017 07:00:00	102330	1	0	71	1
20/12/2017 08:00:00	102380	35	0	71	0.7
20/12/2017 09:00:00	102440	119	0	67	1.5
20/12/2017 10:00:00	102470	169	0	65	2.4
20/12/2017 11:00:00	102430	236	0	60	3.8
20/12/2017 12:00:00	102390	230	0	56	4.9
20/12/2017 13:00:00	102350	211	0	55	5.2
20/12/2017 14:00:00	102330	147	0	57	5.2
20/12/2017 15:00:00	102330	70	0	57	4.9
20/12/2017 16:00:00	102350	8	0	57	4.3
20/12/2017 17:00:00	102360	-2	0	66	2.8
20/12/2017 18:00:00	102380	-1	0	69	2.1
20/12/2017 19:00:00	102410	-2	0	71	1.6
20/12/2017 20:00:00	102450	-3	0	74	1.2
20/12/2017 21:00:00	102460	0	0	75	0.7
20/12/2017 22:00:00	102520	0	0	75	0.4
20/12/2017 23:00:00	102540	0	0	74	0.3
21/12/2017 00:00:00	102530	0	0	74	0.1
21/12/2017 01:00:00	102520	-1	0	78	-0.3
21/12/2017 02:00:00	102520	-6	0	78	-0.5
21/12/2017 03:00:00	102530	-6	0	79	-0.8
21/12/2017 04:00:00	102510	-6	0	76	-0.8
21/12/2017 05:00:00	102530	-2	0	79	-1.1
21/12/2017 06:00:00	102510	0	0	74	-1
21/12/2017 07:00:00	102600	1	0	73	-1
21/12/2017 08:00:00	102580	62	0	70	-0.5
21/12/2017 09:00:00	102610	186	0	66	0.6
21/12/2017 10:00:00	102620	280	0	51	4
21/12/2017 11:00:00	102580	327	0	50	3.9
21/12/2017 12:00:00	102480	324	0	48	4.8
21/12/2017 13:00:00	102410	253	0	50	5
21/12/2017 14:00:00	102360	167	0	53	5.1
21/12/2017 15:00:00	102380	70	0	54	4.8
21/12/2017 16:00:00	102350	7	0	57	4.3
21/12/2017 17:00:00	102320	-1	0	64	3.1
21/12/2017 18:00:00	102310	-2	0	67	2.3
21/12/2017 19:00:00	102340	-2	0	70	1.9
21/12/2017 20:00:00	102290	1	0	69	1.9
21/12/2017 21:00:00	102270	0	0	68	2.3
21/12/2017 22:00:00	102260	1	0	68	2.1
21/12/2017 23:00:00	102220	0	0	68	1.8
22/12/2017 00:00:00	102230	-3	0	67	1.8
22/12/2017 01:00:00	102190	-2	0	69	1.2
22/12/2017 02:00:00	102180	-9	0	68	1.6
22/12/2017 03:00:00	102160	-8	0	71	0.6
22/12/2017 04:00:00	102160	-10	0	72	0.4
22/12/2017 05:00:00	102160	-5	0	72	0.5
22/12/2017 06:00:00	102210	-2	0	71	0.3
22/12/2017 07:00:00	102200	3	0	72	-0.1
22/12/2017 08:00:00	102240	77	0	64	1.4
22/12/2017 09:00:00	102290	232	0	53	4.3
22/12/2017 10:00:00	102320	216	0	54	4.2
22/12/2017 11:00:00	102280	216	0	57	4.6
22/12/2017 12:00:00	102210	233	0	51	5.4
22/12/2017 13:00:00	102150	199	0	51	5.9
22/12/2017 14:00:00	102100	174	0	46	6.3
22/12/2017 15:00:00	102070	97	0	47	6.2
