"Year" "Month" "Day" "Hour" "wndSpeed" "wndDir"
2017 2 16 20 0.447 180
2017 2 16 21 0.894 135
2017 2 16 22 1.341 247.5
2017 2 16 23 1.788 202.5
2017 2 17 0 0.894 225
2017 2 17 1 0.447 247.5
2017 2 17 2 1.788 202.5
2017 2 17 3 1.788 225
2017 2 17 4 0.894 202.5
2017 2 17 5 0.447 247.5
2017 2 17 6 0.447 292.5
2017 2 17 7 0 292.5
2017 2 17 8 0 247.5
2017 2 17 9 0.447 202.5
2017 2 17 10 0.447 337.5
2017 2 17 11 1.341 22.5
2017 2 17 12 1.341 22.5
2017 2 17 13 1.341 337.5
2017 2 17 14 0.894 22.5
2017 2 17 15 0.894 90
2017 2 17 16 1.788 90
2017 2 17 17 1.341 22.5
2017 2 17 18 1.341 90
2017 2 17 19 1.788 90
2017 2 17 20 1.341 90
2017 2 17 21 0.894 90
2017 2 17 22 0.894 90
2017 2 17 23 0.894 22.5
2017 2 18 0 0.894 135
2017 2 18 1 0.894 180
2017 2 18 2 0.447 0
2017 2 18 15 1.341 90
2017 2 18 16 1.788 90
2017 2 18 17 1.788 90
2017 2 18 18 0.894 90
2017 2 18 19 0.894 90
2017 2 18 20 0.447 112.5
2017 2 18 21 0.894 90
2017 2 18 22 0.447 90
2017 2 18 23 0 90
2017 2 19 0 0.447 247.5
2017 2 19 1 0 292.5
2017 2 19 2 0.447 315
2017 2 19 3 0 292.5
2017 2 19 4 0.447 292.5
2017 2 19 5 0 292.5
2017 2 19 6 0.894 292.5
2017 2 19 7 1.341 292.5
2017 2 19 8 1.788 270
2017 2 19 9 1.341 292.5
2017 2 19 10 1.341 292.5
2017 2 19 11 1.341 315
2017 2 19 12 1.341 337.5
2017 2 19 13 1.341 337.5
2017 2 19 14 0.894 337.5
2017 2 19 15 0.447 315
2017 2 19 16 0.894 337.5
2017 2 19 17 0.447 45
2017 2 19 18 0.447 22.5
2017 2 19 19 0.447 22.5
2017 2 19 20 0.447 292.5
2017 2 19 21 0.447 292.5
2017 2 19 22 0.447 292.5
2017 2 19 23 0 292.5
2017 2 20 0 0.447 292.5
2017 2 20 1 0.894 292.5
2017 2 20 2 0.894 270
2017 2 20 3 0.894 247.5
2017 2 20 4 0.894 270
2017 2 20 5 1.341 270
2017 2 20 6 0.447 247.5
2017 2 20 7 0.447 292.5
2017 2 20 8 1.341 270
2017 2 20 9 1.341 270
2017 2 20 10 1.341 337.5
2017 2 20 11 1.788 337.5
2017 2 20 12 1.788 337.5
2017 2 20 13 1.788 337.5
2017 2 20 14 1.341 337.5
2017 2 20 15 1.341 337.5
2017 2 20 16 0.894 337.5
2017 2 20 17 0.447 22.5
2017 2 20 18 0 67.5
2017 2 20 19 0.894 90
2017 2 20 20 0.894 90
2017 2 20 21 0.447 90
2017 2 20 22 0 90
2017 2 20 23 0 90
2017 2 21 0 0 90
2017 2 21 1 0 90
2017 2 21 2 0 90
2017 2 21 3 0 202.5
2017 2 21 4 0.447 270
2017 2 22 22 0.447 112.5
2017 2 22 23 0 135
2017 2 23 12 0.894 22.5
2017 2 23 13 1.341 22.5
2017 2 23 14 1.788 90
2017 2 23 15 1.788 90
2017 2 23 16 1.341 90
2017 2 23 17 0.447 112.5
2017 2 23 18 0.447 0
2017 2 23 19 0.894 90
2017 2 23 20 1.341 90
2017 2 23 21 0.894 90
2017 2 23 22 0.447 90
2017 2 23 23 0.447 90
2017 2 24 0 0.447 90
2017 2 24 1 0 90
2017 2 24 2 0 90
2017 2 25 0 1.788 90
2017 2 25 1 3.129 90
2017 2 25 2 4.47 90
2017 2 25 3 2.235 90
2017 2 25 4 2.682 90
2017 2 25 5 0.894 45
2017 2 25 6 0.894 22.5
2017 2 25 7 0.894 337.5
2017 2 25 8 0.447 337.5
2017 2 25 9 0.894 292.5
2017 2 25 10 0.894 337.5
2017 2 25 11 1.341 0
2017 2 25 12 1.788 22.5
2017 2 25 13 2.682 22.5
2017 2 25 14 1.788 90
2017 2 25 15 2.235 22.5
2017 2 25 16 1.341 22.5
2017 2 25 17 1.341 22.5
2017 2 25 18 0.894 22.5
2017 2 25 19 0.894 90
2017 2 25 20 0.447 90
2017 2 25 21 0.447 180
2017 2 25 22 0 180
2017 2 25 23 0 180
2017 2 26 12 0.894 22.5
2017 2 26 13 0.894 22.5
2017 2 26 14 0.894 0
2017 2 26 15 1.788 90
2017 2 26 16 1.788 112.5
2017 2 26 17 2.235 90
2017 2 26 18 1.788 90
2017 2 26 19 1.788 90
2017 2 26 20 1.341 90
2017 2 26 21 0.447 90
2017 2 26 22 0.894 90
2017 2 26 23 0.447 90
2017 2 27 0 0.447 112.5
2017 2 27 1 0 112.5
2017 2 27 2 0 112.5
2017 2 27 3 0 112.5
2017 2 27 4 0 112.5
2017 2 27 21 0 90
2017 2 27 22 0 157.5
2017 2 27 23 1.341 180
2017 2 28 0 1.788 157.5
2017 2 28 1 2.235 180
2017 2 28 2 2.235 180
2017 2 28 3 2.682 180
2017 2 28 4 3.576 180
2017 2 28 5 3.576 180
2017 2 28 6 3.129 135
2017 2 28 7 3.129 157.5
2017 2 28 8 3.576 180
2017 2 28 9 2.682 180
2017 2 28 10 4.023 180
2017 2 28 11 4.023 180
2017 2 28 12 4.023 180
2017 2 28 13 3.576 180
2017 2 28 14 3.129 157.5
2017 2 28 15 2.235 135
2017 2 28 16 3.576 180
2017 2 28 17 2.682 135
2017 2 28 18 1.788 180
2017 2 28 19 2.235 135
2017 2 28 20 4.917 202.5
2017 2 28 21 3.576 202.5
2017 2 28 22 1.788 202.5
2017 2 28 23 0.894 202.5
2017 12 1 12 0.894 337.5
2017 12 1 13 0.894 337.5
2017 12 1 14 0.894 337.5
2017 12 1 15 1.341 270
2017 12 1 16 1.788 270
2017 12 1 17 1.341 247.5
2017 12 1 18 0.894 270
2017 12 1 19 0.447 270
2017 12 1 20 0.894 270
2017 12 1 21 1.341 202.5
2017 12 1 22 0.447 202.5
2017 12 1 23 0.894 292.5
2017 12 2 0 0.447 315
2017 12 2 14 1.341 22.5
2017 12 2 15 1.341 22.5
2017 12 2 16 1.788 0
2017 12 2 17 2.235 0
2017 12 2 18 2.235 0
2017 12 2 19 1.341 0
2017 12 2 20 1.341 337.5
2017 12 2 21 0.894 337.5
2017 12 2 22 0.894 337.5
2017 12 2 23 0.894 292.5
2017 12 3 0 0.894 292.5
2017 12 3 1 1.341 270
2017 12 3 2 1.788 270
2017 12 3 3 1.341 270
2017 12 3 4 1.788 270
2017 12 3 5 1.341 270
2017 12 3 6 1.341 270
2017 12 3 7 0.447 247.5
2017 12 3 8 0.894 315
2017 12 3 9 1.341 315
2017 12 3 10 1.341 315
2017 12 3 11 1.341 315
2017 12 3 12 0.894 270
2017 12 3 13 0.894 292.5
2017 12 3 14 0.447 315
2017 12 3 15 0.894 67.5
2017 12 3 16 0.447 67.5
2017 12 3 17 0.447 67.5
2017 12 3 18 0 67.5
2017 12 3 19 0 67.5
2017 12 3 20 0 67.5
2017 12 3 21 0 67.5
2017 12 3 22 0.447 67.5
2017 12 3 23 0.894 67.5
2017 12 5 0 0.447 202.5
2017 12 5 1 0.447 202.5
2017 12 5 2 0.447 180
2017 12 5 3 0 202.5
2017 12 5 4 0.447 202.5
2017 12 5 5 0.447 180
2017 12 5 6 0 180
2017 12 5 7 0.447 135
2017 12 5 8 0 135
2017 12 5 9 0.447 157.5
2017 12 5 10 0.447 90
2017 12 5 11 0.894 337.5
2017 12 5 12 1.341 315
2017 12 5 13 0.894 337.5
2017 12 5 14 0.894 337.5
2017 12 5 15 0.894 315
2017 12 5 16 0 337.5
2017 12 5 17 0.447 67.5
2017 12 5 18 0.447 67.5
2017 12 5 19 0 67.5
2017 12 5 20 0.447 67.5
2017 12 5 21 0.447 337.5
2017 12 5 22 0.894 292.5
2017 12 5 23 0.447 270
2017 12 6 0 0.447 315
2017 12 6 1 0.447 292.5
2017 12 6 2 0.447 292.5
2017 12 6 3 0 292.5
2017 12 6 4 0 292.5
2017 12 6 5 0 292.5
2017 12 6 6 0 292.5
2017 12 6 7 0.894 202.5
2017 12 6 8 0 225
2017 12 6 9 0.447 202.5
2017 12 6 10 0.894 202.5
2017 12 6 11 0.894 180
2017 12 6 12 0.894 315
2017 12 6 13 1.341 337.5
2017 12 6 14 1.341 315
2017 12 6 15 1.341 337.5
2017 12 6 16 0.894 315
2017 12 6 17 0 292.5
2017 12 6 18 0 292.5
2017 12 6 19 0 292.5
2017 12 6 20 0 292.5
2017 12 6 21 0.447 202.5
2017 12 6 22 0 202.5
2017 12 6 23 0 202.5
2017 12 8 0 0.447 315
2017 12 8 1 0.447 337.5
2017 12 8 19 1.341 315
2017 12 8 20 1.788 292.5
2017 12 8 21 2.235 270
2017 12 8 22 1.788 292.5
2017 12 8 23 1.341 247.5
2017 12 9 0 1.341 292.5
2017 12 9 1 1.341 270
2017 12 9 2 0.894 202.5
2017 12 9 3 2.682 270
2017 12 9 4 2.682 270
2017 12 9 5 1.341 315
2017 12 9 6 1.341 0
2017 12 9 7 0.447 315
2017 12 9 8 0.894 292.5
2017 12 9 9 1.341 247.5
2017 12 9 10 0.894 292.5
2017 12 9 11 0.894 247.5
2017 12 9 12 1.341 270
2017 12 9 13 2.235 202.5
2017 12 9 14 1.788 247.5
2017 12 9 15 1.341 247.5
2017 12 9 16 0.894 270
2017 12 9 17 0.894 270
2017 12 9 18 1.341 247.5
2017 12 9 19 1.788 247.5
2017 12 9 20 1.341 247.5
2017 12 9 21 1.788 247.5
2017 12 9 22 1.341 247.5
2017 12 9 23 0.447 225
2017 12 10 0 0.894 225
2017 12 10 1 1.341 180
2017 12 10 2 1.788 202.5
2017 12 10 3 1.788 202.5
2017 12 10 4 1.341 180
2017 12 10 5 1.341 157.5
2017 12 10 6 1.788 157.5
2017 12 10 7 2.682 180
2017 12 10 8 2.235 180
2017 12 10 9 2.235 180
2017 12 10 10 4.023 180
2017 12 10 11 3.576 180
2017 12 10 12 3.129 180
2017 12 10 13 3.576 180
2017 12 10 14 4.47 180
2017 12 10 15 3.576 180
2017 12 10 16 2.235 292.5
2017 12 10 17 2.235 270
2017 12 10 18 2.682 270
2017 12 10 19 2.682 270
2017 12 10 20 1.788 315
2017 12 10 21 2.235 292.5
2017 12 10 22 1.788 270
2017 12 10 23 1.341 315
2017 12 11 0 1.341 315
2017 12 11 1 0.894 270
2017 12 11 2 0.894 315
2017 12 11 3 1.788 270
2017 12 11 4 1.341 270
2017 12 11 18 1.341 337.5
2017 12 11 19 1.341 337.5
2017 12 11 20 3.129 180
2017 12 11 21 2.682 135
2017 12 11 22 2.682 202.5
2017 12 11 23 4.023 202.5
2017 12 12 0 2.682 180
2017 12 12 1 3.129 180
2017 12 12 2 2.235 180
2017 12 12 3 1.788 270
2017 12 12 4 0.894 292.5
2017 12 12 5 1.788 315
2017 12 12 6 1.788 270
2017 12 12 7 0.894 270
2017 12 12 8 0.447 270
2017 12 12 9 0.447 22.5
2017 12 12 10 0.447 0
2017 12 12 11 0.894 337.5
2017 12 12 12 0.447 337.5
2017 12 12 13 0.894 337.5
2017 12 12 14 0.894 315
2017 12 12 15 0.447 315
2017 12 12 16 0.447 315
2017 12 12 17 0.447 337.5
2017 12 12 18 0 337.5
2017 12 12 19 0.894 315
2017 12 12 20 0.894 315
2017 12 12 21 0.894 90
2017 12 12 22 0 90
2017 12 12 23 1.341 292.5
2017 12 13 18 0 337.5
2017 12 13 19 0 337.5
2017 12 13 20 0 337.5
2017 12 13 21 0 337.5
2017 12 13 22 0.447 0
2017 12 13 23 0.447 0
2017 12 14 0 0 0
2017 12 14 1 0 0
2017 12 14 2 0.447 90
2017 12 14 3 0.894 90
2017 12 14 4 0.894 90
2017 12 14 5 1.788 292.5
2017 12 14 6 0.894 270
2017 12 14 7 0.894 225
2017 12 14 8 0.447 225
2017 12 14 9 1.341 337.5
2017 12 14 10 1.788 270
2017 12 14 11 1.788 270
2017 12 14 12 1.788 315
2017 12 14 13 1.341 270
2017 12 14 14 0.894 337.5
2017 12 14 15 0.894 337.5
2017 12 14 16 0.894 292.5
2017 12 14 17 0.447 22.5
2017 12 14 18 0.894 90
2017 12 14 19 0.447 90
2017 12 14 20 0.447 90
2017 12 14 21 0.447 90
2017 12 14 22 0.447 0
2017 12 14 23 0.447 0
2017 12 15 0 0.894 337.5
2017 12 15 1 0.894 337.5
2017 12 15 2 1.341 315
2017 12 15 3 0.447 315
2017 12 15 4 0.447 0
2017 12 15 5 2.682 225
2017 12 15 6 2.682 225
2017 12 15 7 3.576 202.5
2017 12 15 8 2.682 202.5
2017 12 15 9 2.235 202.5
2017 12 15 10 1.341 315
2017 12 15 11 1.788 337.5
2017 12 15 12 1.341 337.5
2017 12 15 13 2.235 315
2017 12 15 14 2.235 315
2017 12 15 15 1.788 315
2017 12 15 16 2.682 315
2017 12 15 17 1.341 225
2017 12 15 18 0.894 337.5
2017 12 15 19 0.894 315
2017 12 15 20 1.341 292.5
2017 12 15 21 1.788 270
2017 12 15 22 1.788 270
2017 12 15 23 1.341 180
2017 12 16 0 0.894 180
2017 12 16 13 1.341 315
2017 12 16 14 1.341 292.5
2017 12 16 15 1.788 292.5
2017 12 16 16 1.788 315
2017 12 16 17 1.788 270
2017 12 16 18 2.235 270
2017 12 16 19 1.788 292.5
2017 12 16 20 1.341 315
2017 12 16 21 1.341 292.5
2017 12 16 22 1.788 270
2017 12 16 23 2.235 270
2017 12 17 0 2.235 270
2017 12 17 1 2.682 270
2017 12 17 2 2.235 270
2017 12 17 3 2.235 270
2017 12 17 4 1.788 292.5
2017 12 17 5 1.341 315
2017 12 17 6 2.235 270
2017 12 17 7 0.447 315
2017 12 17 8 0.894 247.5
2017 12 17 9 0.894 270
2017 12 17 10 0.894 315
2017 12 17 11 1.341 315
2017 12 17 12 1.788 315
2017 12 17 13 1.788 315
2017 12 17 14 1.341 315
2017 12 17 15 1.341 315
2017 12 17 16 1.341 315
2017 12 17 17 0.447 292.5
2017 12 17 18 0.447 292.5
2017 12 17 19 0.447 270
2017 12 17 20 0.447 225
2017 12 17 21 0.447 225
2017 12 17 22 0.894 202.5
2017 12 17 23 0.894 202.5
2017 12 18 0 0.447 202.5
2017 12 18 1 0 180
2017 12 18 2 0 180
2017 12 18 3 0.447 180
2017 12 18 4 0.894 270
2017 12 18 5 0.447 270
2017 12 18 6 0.894 247.5
2017 12 18 7 0 247.5
2017 12 18 8 0.894 247.5
2017 12 18 9 0.894 270
2017 12 18 10 0.894 270
2017 12 18 11 0.894 337.5
2017 12 18 12 1.341 315
2017 12 18 13 1.341 337.5
2017 12 18 14 1.341 337.5
2017 12 18 15 1.341 337.5
2017 12 18 16 0.894 337.5
2017 12 18 17 0.447 337.5
2017 12 18 18 0.447 22.5
2017 12 18 19 0.447 22.5
2017 12 18 20 0.447 22.5
2017 12 18 21 0 22.5
2017 12 18 22 0 22.5
2017 12 18 23 0.447 22.5
2017 12 19 0 0 22.5
2017 12 19 1 0.447 315
2017 12 19 2 0.894 270
2017 12 19 3 0.894 292.5
2017 12 19 4 1.341 292.5
2017 12 19 18 0 292.5
2017 12 19 19 0.447 180
2017 12 19 20 0 180
2017 12 19 21 0 202.5
2017 12 19 22 0.447 202.5
2017 12 19 23 0 180
2017 12 20 0 0.447 180
2017 12 20 1 0 180
2017 12 20 2 0.447 180
2017 12 21 0 0.894 247.5
2017 12 21 1 0.894 202.5
2017 12 22 23 0 270
2017 12 23 13 1.341 315
2017 12 23 14 0.894 270
2017 12 23 15 1.341 292.5
2017 12 23 16 0.894 337.5
2017 12 23 17 0 337.5
2017 12 23 18 0.447 45
2017 12 23 19 0.447 135
2017 12 23 20 0 135
2017 12 23 21 0 135
2017 12 23 22 0 135
2017 12 23 23 0.447 135
2017 12 24 0 0.447 135
2017 12 24 1 0 135
2017 12 24 2 0 135
2017 12 24 3 0 135
2017 12 24 4 0 135
2017 12 24 6 0 135
2017 12 24 7 0 135
2017 12 24 8 0 135
2017 12 24 9 0 135
2017 12 24 10 0 135
2017 12 24 11 0.447 225
2017 12 24 12 1.341 270
2017 12 24 13 1.788 315
2017 12 24 14 1.341 292.5
2017 12 24 15 1.341 315
2017 12 24 16 0.447 337.5
2017 12 24 17 0 315
2017 12 24 18 0 315
2017 12 24 19 0 180
2017 12 24 20 0.447 202.5
2017 12 24 23 1.341 247.5
2017 12 25 0 1.788 202.5
2017 12 25 1 0.447 292.5
2017 12 25 2 0 292.5
2017 12 25 3 0.447 202.5
2017 12 25 4 0.447 225
2017 12 25 5 0 135
2017 12 25 6 0 135
2017 12 25 8 0 135
2017 12 25 9 0 135
2017 12 25 10 0.447 337.5
2017 12 25 11 0.447 337.5
2017 12 25 12 0.894 90
2017 12 25 13 0.894 22.5
2017 12 25 14 0.894 112.5
2017 12 25 15 1.341 90
2017 12 25 16 1.341 90
2017 12 25 17 0.447 90
2017 12 25 18 0.447 90
2017 12 25 19 0.894 90
2017 12 25 20 0.894 112.5
2017 12 25 21 0 112.5
2017 12 25 22 0 0
2017 12 25 23 0.447 0
2017 12 26 0 0.447 0
2017 12 26 1 1.341 90
2017 12 26 2 0.894 90
2017 12 26 3 1.788 90
2017 12 26 22 0.894 90
2017 12 26 23 0.894 90
2017 12 27 0 0.447 180
2017 12 27 1 0.447 337.5
2017 12 27 2 0.447 270
2017 12 27 3 0.447 337.5
2017 12 27 4 0.447 67.5
2017 12 27 5 1.341 292.5
2017 12 27 6 0 270
2017 12 27 7 0.894 90
2017 12 27 8 0.894 112.5
2017 12 27 9 0.894 90
2017 12 27 10 0.894 90
2017 12 27 11 1.341 90
2017 12 27 12 3.576 135
2017 12 27 13 1.788 90
2017 12 27 14 1.788 135
2017 12 27 15 0.447 135
2017 12 27 16 0.894 112.5
2017 12 27 17 0.894 90
2017 12 27 18 1.341 90
2017 12 27 19 0.894 90
2017 12 27 20 1.341 157.5
2017 12 27 21 2.235 180
2017 12 27 22 1.788 180
2017 12 27 23 2.235 270
2017 12 28 0 1.788 270
2017 12 28 1 1.341 315
2017 12 28 2 0.894 315
2017 12 28 3 1.341 270
2017 12 28 4 1.341 247.5
2017 12 28 5 1.341 315
2017 12 28 6 0.894 315
2017 12 28 7 0 292.5
2017 12 28 8 1.341 270
2017 12 28 9 1.341 315
2017 12 28 10 1.788 315
2017 12 28 11 2.682 270
2017 12 28 12 2.682 270
2017 12 28 13 1.341 270
2017 12 28 14 1.788 247.5
2017 12 28 15 1.341 0
2017 12 28 16 2.235 0
2017 12 28 17 1.341 270
2017 12 28 18 1.341 292.5
2017 12 28 19 0.894 270
2017 12 28 20 0.894 225
2017 12 28 21 0.894 180
2017 12 28 22 0.447 180
2017 12 28 23 0.894 202.5
2017 12 29 0 0.447 180
2017 12 29 1 0.894 180
2017 12 29 2 0.894 202.5
2017 12 29 3 1.788 247.5
2017 12 29 4 2.682 270
2017 12 29 5 2.235 270
2017 12 29 6 1.788 292.5
2017 12 29 7 1.788 270
2017 12 29 8 0.894 292.5
2017 12 29 9 0.894 270
2017 12 29 10 1.341 270
2017 12 29 11 2.235 315
2017 12 29 12 2.235 315
2017 12 29 13 1.788 270
2017 12 29 14 1.788 292.5
2017 12 29 15 1.341 315
2017 12 29 16 1.341 270
2017 12 29 17 0.447 292.5
2017 12 29 18 0.447 90
2017 12 29 19 0.447 157.5
2017 12 29 20 0.894 180
2017 12 29 21 0.894 202.5
2017 12 29 22 0.894 202.5
2017 12 29 23 0.447 202.5
2017 12 30 0 0 202.5
2017 12 30 1 0 225
2017 12 30 2 0.447 292.5
2017 12 30 3 1.341 270
2017 12 30 4 0.894 270
2017 12 30 5 0.447 292.5
2017 12 30 18 0 337.5
2017 12 30 19 0 135
2017 12 30 20 0.447 135
2017 12 30 21 0.447 135
2017 12 30 22 0 135
2017 12 30 23 0 135
2017 12 31 13 0.894 90
2017 12 31 14 0.894 90
2017 12 31 15 1.341 90
2017 12 31 16 1.788 90
2017 12 31 17 0.894 90
2017 12 31 18 0.894 90
2017 12 31 19 0.894 90
2017 12 31 20 0.447 90
2017 12 31 21 0 90
2017 12 31 22 0 90
2017 12 31 23 0.894 90
2018 1 1 0 0.447 90
2018 1 1 1 0.447 112.5
2018 1 1 2 0.447 112.5
2018 1 1 3 0.894 112.5
2018 1 1 4 0.894 90
2018 1 1 5 0.447 90
2018 1 1 6 0.447 90
2018 1 1 7 1.341 315
2018 1 1 8 1.341 270
2018 1 1 9 1.341 270
2018 1 1 10 2.235 292.5
2018 1 1 11 2.682 270
2018 1 1 12 2.235 270
2018 1 1 13 1.788 247.5
2018 1 1 14 1.788 270
2018 1 1 15 2.235 270
2018 1 1 16 2.235 270
2018 1 1 17 1.788 270
2018 1 1 18 0 270
2018 1 1 19 0.447 337.5
2018 1 1 20 0.447 337.5
2018 1 1 21 0 315
2018 1 1 22 0.447 67.5
2018 1 1 23 0.447 67.5
2018 1 2 0 0.894 337.5
2018 1 2 1 0.447 337.5
2018 1 2 2 0.894 292.5
2018 1 2 3 0.894 225
2018 1 2 4 2.235 270
2018 1 2 5 2.682 270
2018 1 2 6 2.235 270
2018 1 2 7 2.235 270
2018 1 2 8 3.576 270
2018 1 2 9 2.682 270
2018 1 2 10 2.235 270
2018 1 2 11 2.235 292.5
2018 1 2 12 2.235 270
2018 1 2 13 2.235 270
2018 1 2 14 1.341 292.5
2018 1 2 15 2.235 315
2018 1 2 16 1.341 292.5
2018 1 2 17 1.788 270
2018 1 2 18 2.235 270
2018 1 2 19 1.341 270
2018 1 2 20 0.894 270
2018 1 2 21 1.341 247.5
2018 1 2 22 0.894 270
2018 1 2 23 0.447 247.5
2018 1 3 0 0.894 247.5
2018 1 3 1 1.341 202.5
2018 1 3 2 0.894 180
2018 1 3 3 0.894 135
2018 1 3 4 1.341 202.5
2018 1 3 5 0 225
2018 1 3 6 0.447 225
2018 1 3 7 0.447 112.5
2018 1 3 8 0.447 112.5
2018 1 3 9 0 112.5
2018 1 3 10 0.447 112.5
2018 1 3 11 0.894 45
2018 1 3 12 0.894 0
2018 1 3 13 0.894 0
2018 1 3 14 1.788 315
2018 1 3 15 1.788 315
2018 1 3 16 1.788 337.5
2018 1 3 17 0.894 337.5
2018 1 3 18 1.341 292.5
2018 1 3 19 2.682 247.5
2018 1 3 20 1.788 337.5
2018 1 3 21 0.447 45
2018 1 3 22 0.894 270
2018 1 3 23 1.341 315
2018 1 4 0 1.788 270
2018 1 4 1 2.682 270
2018 1 4 2 2.235 270
2018 1 4 3 1.341 292.5
2018 1 4 4 1.341 292.5
2018 1 4 5 1.341 270
2018 1 4 6 0.894 247.5
2018 1 4 7 0.447 270
2018 1 4 8 1.341 247.5
2018 1 4 9 0.447 292.5
2018 1 4 10 0.894 315
2018 1 4 11 0.894 337.5
2018 1 4 12 1.341 337.5
2018 1 4 13 0.447 337.5
2018 1 4 14 0.447 45
2018 1 4 15 0.447 22.5
2018 1 4 16 0.447 67.5
2018 1 4 17 0.447 67.5
2018 1 4 18 0.447 67.5
2018 1 4 19 0.447 67.5
2018 1 4 20 0.447 67.5
2018 1 4 21 0.447 67.5
2018 1 4 22 0.447 67.5
2018 1 4 23 0 67.5
2018 1 5 0 0 67.5
2018 1 5 1 0.447 202.5
2018 1 5 2 0.447 202.5
2018 1 5 22 0 22.5
2018 1 5 23 0 22.5
2018 1 6 0 0 22.5
2018 1 6 1 0 22.5
2018 1 6 2 0 22.5
2018 1 6 3 0 22.5
2018 1 6 4 0 22.5
2018 1 6 5 0 22.5
2018 1 6 6 0.447 22.5
2018 1 6 7 0.447 22.5
2018 1 7 0 0.894 315
2018 1 7 1 0.447 292.5
2018 1 7 2 0.894 315
2018 1 7 3 0.894 270
2018 1 7 4 0.447 315
2018 1 7 5 0.447 247.5
2018 1 7 6 0 247.5
2018 1 7 7 0.447 112.5
2018 1 7 8 0.447 112.5
2018 1 7 9 0 112.5
2018 1 7 10 0.447 112.5
2018 1 7 11 1.341 90
2018 1 7 12 1.341 90
2018 1 7 13 1.788 90
2018 1 7 14 1.788 90
2018 1 7 15 1.788 90
2018 1 7 16 1.341 112.5
2018 1 7 17 1.341 90
2018 1 7 18 0.447 90
2018 1 7 19 0.447 90
2018 1 7 20 0.447 90
2018 1 7 21 0 202.5
2018 1 7 22 0.447 225
2018 1 7 23 0 225
2018 1 8 0 0 225
2018 1 8 1 0.447 225
2018 1 8 19 1.341 90
2018 1 8 20 1.341 90
2018 1 8 21 1.788 90
2018 1 8 22 1.341 90
2018 1 8 23 1.341 90
2018 1 9 0 1.341 90
2018 1 9 1 1.788 90
2018 1 9 2 2.235 112.5
2018 1 9 3 0.894 135
2018 1 9 4 1.341 90
2018 1 9 5 1.341 90
2018 1 9 6 0.894 90
2018 1 9 7 1.341 112.5
2018 1 9 8 1.341 90
2018 1 9 9 0.894 90
2018 1 9 10 0.447 112.5
2018 1 9 11 1.788 90
2018 1 9 12 1.788 90
2018 1 9 13 2.235 112.5
2018 1 9 14 1.788 90
2018 1 9 15 2.235 157.5
2018 1 9 16 1.341 315
2018 1 9 17 0.894 270
2018 1 9 18 0 202.5
2018 1 9 19 0 202.5
2018 1 9 21 0.447 202.5
2018 1 9 22 0.447 202.5
2018 1 9 23 0.447 247.5
2018 1 10 0 0.447 247.5
2018 1 10 1 0 247.5
2018 1 10 2 0 247.5
2018 1 10 3 0 247.5
2018 1 10 4 0.447 247.5
2018 1 10 5 0.447 247.5
2018 1 10 6 0.447 247.5
2018 1 10 7 0.894 247.5
2018 1 10 8 0.894 247.5
2018 1 10 9 2.235 202.5
2018 1 10 10 2.682 202.5
2018 1 10 11 1.788 202.5
2018 1 10 12 1.788 180
2018 1 10 13 0.894 202.5
2018 1 10 14 0.447 112.5
2018 1 10 15 0.447 22.5
2018 1 10 16 0.447 22.5
2018 1 10 17 0.447 0
2018 1 10 18 0 0
2018 1 10 19 0.894 247.5
2018 1 10 20 0.894 292.5
2018 1 10 21 0.447 292.5
2018 1 10 22 0.447 292.5
2018 1 10 23 0.894 315
2018 1 11 23 1.341 270
2018 1 12 21 0.894 292.5
2018 1 12 22 0.894 292.5
2018 1 12 23 0.894 292.5
2018 1 13 0 1.341 270
2018 1 13 1 1.341 292.5
2018 1 13 18 0.894 315
2018 1 13 19 0.447 292.5
2018 1 13 20 0.447 270
2018 1 13 21 0.447 315
2018 1 13 22 0 315
2018 1 13 23 0 315
2018 1 14 0 0.447 292.5
2018 1 14 1 0.447 337.5
2018 1 14 2 0 0
2018 1 14 3 0.447 0
2018 1 14 4 0 0
2018 1 14 5 0 0
2018 1 14 6 0 0
2018 1 14 7 0 0
2018 1 14 8 0 0
2018 1 14 9 0 0
2018 1 14 10 0.447 270
2018 1 14 11 1.341 315
2018 1 14 12 0.894 315
2018 1 14 13 0.894 337.5
2018 1 14 14 0.894 337.5
2018 1 14 15 0.447 292.5
2018 1 14 16 0.447 337.5
2018 1 14 17 0 337.5
2018 1 14 18 0 337.5
2018 1 14 19 0 337.5
2018 1 14 20 0.447 292.5
2018 1 14 21 0.447 292.5
2018 1 14 22 0 292.5
2018 1 14 23 0 292.5
2018 1 15 0 0 292.5
2018 1 15 1 0.894 270
2018 1 15 23 0.447 90
2018 1 16 20 0 157.5
2018 1 16 21 0.447 112.5
2018 1 16 22 1.341 90
2018 1 16 23 1.341 90
2018 1 17 0 0.894 90
2018 1 17 1 1.341 90
2018 1 17 2 0.894 90
2018 1 17 3 0.894 90
2018 1 17 4 0.447 337.5
2018 1 17 5 0.447 337.5
2018 1 17 6 0.894 337.5
2018 1 17 7 1.341 292.5
2018 1 17 8 1.788 270
2018 1 17 9 0.894 315
2018 1 17 10 1.788 292.5
2018 1 17 11 3.576 270
2018 1 17 12 2.682 270
2018 1 17 13 3.576 270
2018 1 17 14 4.917 315
2018 1 17 15 4.917 315
