"lon"	"lat"	"201610140000"	"201610140100"	"201610140200"	"201610140300"	"201610140400"	"201610140500"	"201610140600"	"201610140700"	"201610140800"	"201610140900"	"201610141000"	"201610141100"	"201610141200"	"201610141300"	"201610141400"	"201610141500"	"201610141600"	"201610141700"	"201610141800"	"201610141900"	"201610142000"	"201610142100"	"201610142200"	"201610142300"
9.75	44	0	0	0	0	0.145666316151619	0.253993570804596	0	0.26023867726326	0	0	0	0	0.892890334129333	0.187648445367813	0	0	0	0	0	0	0	0	0	0
9.75	44.1	0	0.199999943375587	0	0	0	0	0	0	0	0	0	0	0.200000017881393	0.399999767541885	0.400000035762787	0.399999976158142	0	0	0	0	0.200000002980232	0	0	0
9.75	44.2	0.19999985396862	0	0.399999976158142	0	0.999999821186066	0.799999475479126	0.600000083446503	4.00000429153442	0.799998462200165	0	0	0	12.3999996185303	1.60000002384186	2.40000152587891	3.20000028610229	0.599999904632568	0.199999898672104	0	0	0	0	0	0
9.75	44.3	0.477387666702271	0.217649310827255	0.144356444478035	0.0993299186229706	2.23422265052795	3.09456205368042	1.44207727909088	5.97237968444824	5.23822069168091	1.20427095890045	0.121125236153603	0.114853672683239	8.15260982513428	4.04856157302856	4.50866937637329	3.68074631690979	0.998075246810913	0.108587354421616	0	0	0	0.158579751849174	1.03421247005463	0.706948935985565
9.75	44.4	2.28618383407593	1.56880915164948	0.99102783203125	0.3272365629673	1.50283765792847	4.23174905776978	7.55307579040527	4.75656461715698	16.2218799591064	4.4192943572998	0.39751198887825	0	10.2765817642212	5.86663103103638	5.40853595733643	3.94789719581604	1.12528967857361	0	0.0547906011343002	0	0	0.223753452301025	1.54000198841095	1.39517164230347
9.75	44.5	2.87993764877319	1.97336292266846	2.08360934257507	0.184375211596489	1.22550630569458	4.85990190505981	6.75754117965698	1.05121386051178	11.229024887085	5.99682903289795	1.48371815681458	0.0681154802441597	11.9703807830811	5.56215381622314	6.48728609085083	4.73504018783569	1.84527111053467	0.072534441947937	0	0	0	0	0.761251866817474	0.691787481307983
9.75	44.6	1.40000021457672	0.600000083446503	1.40000009536743	0	0	1.20000016689301	5.59999895095825	0.600000381469727	3.59999942779541	2.80000066757202	2.19999980926514	0.200000017881393	6.19999980926514	4.99999904632568	6.59999847412109	5.60000038146973	1.79999959468842	0	0	0	0	0	0.600000262260437	0.200000032782555
9.75	44.7	0.753973186016083	1.65230166912079	1.00384378433228	0.540556192398071	0.108754016458988	0.793164849281311	3.32920789718628	0.911271154880524	2.42464900016785	2.74280190467834	2.48448920249939	0.338610529899597	4.79581451416016	4.40754461288452	7.16599178314209	4.74044036865234	1.41629421710968	0	0	0.128015473484993	0	0.0949742197990417	0.784558534622192	0.227224960923195
9.75	44.8	0.399115949869156	1.38638174533844	0.693076312541962	0.440463185310364	0.460273921489716	0.920595943927765	2.59963417053223	1.22347581386566	1.72254252433777	2.81632447242737	3.40330505371094	0.209485098719597	2.03677034378052	4.37653207778931	5.72694253921509	4.78869152069092	1.89006996154785	0.142979547381401	0	0	0	0.372760355472565	0.481504589319229	0.14121600985527
