"lon" "lat" "0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19" "20" "21" "22" "23"
"1" 9.75 44 1.11150741577148 1.43289566040039 1.71041488647461 1.69563293457031 0.922679901123047 1.37186050415039 3.02839279174805 6.98328018188477 4.26340103149414 0.744342803955078 0.370502471923828 0.764369964599609 0.990867614746094 6.62755966186523 6.53600692749023 6.4539909362793 3.1743049621582 5.35726547241211 6.21557235717773 5.20801544189453 6.2255859375 5.1732063293457 4.42695617675781 3.34310531616211
"2" 9.75 44.1 1.11150741577148 1.43289566040039 1.71041488647461 1.69563293457031 0.922679901123047 1.37186050415039 3.02839279174805 6.98328018188477 4.26340103149414 0.744342803955078 0.370502471923828 0.764369964599609 0.990867614746094 6.62755966186523 6.53600692749023 6.4539909362793 3.1743049621582 5.35726547241211 6.21557235717773 5.20801544189453 6.2255859375 5.1732063293457 4.42695617675781 3.34310531616211
"3" 9.75 44.2 3.25441360473633 3.05700302124023 3.753662109375 4.32491302490234 5.02204895019531 6.32715225219727 7.76815414428711 6.38198852539062 8.98170471191406 7.42197036743164 2.11858749389648 3.35788726806641 8.77952575683594 12.6371383666992 12.0754241943359 10.9376907348633 4.95100021362305 6.31856918334961 6.22415542602539 3.33023071289062 2.77519226074219 2.30932235717773 1.51681900024414 1.2359619140625
"4" 9.75 44.3 3.25441360473633 3.05700302124023 3.753662109375 4.32491302490234 5.02204895019531 6.32715225219727 7.76815414428711 6.38198852539062 8.98170471191406 7.42197036743164 2.11858749389648 3.35788726806641 8.77952575683594 12.6371383666992 12.0754241943359 10.9376907348633 4.95100021362305 6.31856918334961 6.22415542602539 3.33023071289062 2.77519226074219 2.30932235717773 1.51681900024414 1.2359619140625
"5" 9.75 44.4 3.67259979248047 3.99494171142578 4.79984283447266 5.42831420898438 5.74588775634766 6.77156448364258 8.03804397583008 5.50317764282227 6.48832321166992 7.62319564819336 8.09001922607422 6.48689270019531 10.0140571594238 11.286735534668 13.5354995727539 14.5936012268066 9.04512405395508 7.78388977050781 6.70957565307617 2.47097015380859 2.29167938232422 1.71136856079102 1.1134147644043 1.05381011962891
"6" 9.75 44.5 3.67259979248047 3.99494171142578 4.79984283447266 5.42831420898438 5.74588775634766 6.77156448364258 8.03804397583008 5.50317764282227 6.48832321166992 7.62319564819336 8.09001922607422 6.48689270019531 10.0140571594238 11.286735534668 13.5354995727539 14.5936012268066 9.04512405395508 7.78388977050781 6.70957565307617 2.47097015380859 2.29167938232422 1.71136856079102 1.1134147644043 1.05381011962891
"7" 9.75 44.6 3.67259979248047 3.99494171142578 4.79984283447266 5.42831420898438 5.74588775634766 6.77156448364258 8.03804397583008 5.50317764282227 6.48832321166992 7.62319564819336 8.09001922607422 6.48689270019531 10.0140571594238 11.286735534668 13.5354995727539 14.5936012268066 9.04512405395508 7.78388977050781 6.70957565307617 2.47097015380859 2.29167938232422 1.71136856079102 1.1134147644043 1.05381011962891
"8" 9.75 44.7 1.84440612792969 2.15864181518555 2.62069702148438 2.98261642456055 3.04412841796875 3.29971313476562 4.91714477539062 2.13527679443359 2.29072570800781 3.23581695556641 4.03738021850586 3.52859497070312 6.58893585205078 6.31046295166016 10.6391906738281 11.1045837402344 8.66127014160156 8.57400894165039 5.7220458984375 2.07328796386719 1.28936767578125 0.946044921875 0.844478607177734 0.899791717529297
"9" 9.75 44.8 1.84440612792969 2.15864181518555 2.62069702148438 2.98261642456055 3.04412841796875 3.29971313476562 4.91714477539062 2.13527679443359 2.29072570800781 3.23581695556641 4.03738021850586 3.52859497070312 6.58893585205078 6.31046295166016 10.6391906738281 11.1045837402344 8.66127014160156 8.57400894165039 5.7220458984375 2.07328796386719 1.28936767578125 0.946044921875 0.844478607177734 0.899791717529297
"10" 9.75 44.9 0.691890716552734 0.957965850830078 1.09577178955078 1.3575553894043 1.53017044067383 1.52730941772461 2.55966186523438 1.0986328125 2.48289108276367 1.27601623535156 1.4185905456543 1.97315216064453 3.66401672363281 2.38609313964844 4.32825088500977 6.67095184326172 6.55984878540039 6.62422180175781 4.71210479736328 0.866889953613281 0.527381896972656 0.611305236816406 1.007080078125 1.2054443359375
"11" 9.75 45 0.691890716552734 0.957965850830078 1.09577178955078 1.3575553894043 1.53017044067383 1.52730941772461 2.55966186523438 1.0986328125 2.48289108276367 1.27601623535156 1.4185905456543 1.97315216064453 3.66401672363281 2.38609313964844 4.32825088500977 6.67095184326172 6.55984878540039 6.62422180175781 4.71210479736328 0.866889953613281 0.527381896972656 0.611305236816406 1.007080078125 1.2054443359375
"12" 9.85 44 1.11150741577148 1.43289566040039 1.71041488647461 1.69563293457031 0.922679901123047 1.37186050415039 3.02839279174805 6.98328018188477 4.26340103149414 0.744342803955078 0.370502471923828 0.764369964599609 0.990867614746094 6.62755966186523 6.53600692749023 6.4539909362793 3.1743049621582 5.35726547241211 6.21557235717773 5.20801544189453 6.2255859375 5.1732063293457 4.42695617675781 3.34310531616211
"13" 9.85 44.1 1.11150741577148 1.43289566040039 1.71041488647461 1.69563293457031 0.922679901123047 1.37186050415039 3.02839279174805 6.98328018188477 4.26340103149414 0.744342803955078 0.370502471923828 0.764369964599609 0.990867614746094 6.62755966186523 6.53600692749023 6.4539909362793 3.1743049621582 5.35726547241211 6.21557235717773 5.20801544189453 6.2255859375 5.1732063293457 4.42695617675781 3.34310531616211
"14" 9.85 44.2 3.25441360473633 3.05700302124023 3.753662109375 4.32491302490234 5.02204895019531 6.32715225219727 7.76815414428711 6.38198852539062 8.98170471191406 7.42197036743164 2.11858749389648 3.35788726806641 8.77952575683594 12.6371383666992 12.0754241943359 10.9376907348633 4.95100021362305 6.31856918334961 6.22415542602539 3.33023071289062 2.77519226074219 2.30932235717773 1.51681900024414 1.2359619140625
"15" 9.85 44.3 3.25441360473633 3.05700302124023 3.753662109375 4.32491302490234 5.02204895019531 6.32715225219727 7.76815414428711 6.38198852539062 8.98170471191406 7.42197036743164 2.11858749389648 3.35788726806641 8.77952575683594 12.6371383666992 12.0754241943359 10.9376907348633 4.95100021362305 6.31856918334961 6.22415542602539 3.33023071289062 2.77519226074219 2.30932235717773 1.51681900024414 1.2359619140625
"16" 9.85 44.4 3.67259979248047 3.99494171142578 4.79984283447266 5.42831420898438 5.74588775634766 6.77156448364258 8.03804397583008 5.50317764282227 6.48832321166992 7.62319564819336 8.09001922607422 6.48689270019531 10.0140571594238 11.286735534668 13.5354995727539 14.5936012268066 9.04512405395508 7.78388977050781 6.70957565307617 2.47097015380859 2.29167938232422 1.71136856079102 1.1134147644043 1.05381011962891
"17" 9.85 44.5 3.67259979248047 3.99494171142578 4.79984283447266 5.42831420898438 5.74588775634766 6.77156448364258 8.03804397583008 5.50317764282227 6.48832321166992 7.62319564819336 8.09001922607422 6.48689270019531 10.0140571594238 11.286735534668 13.5354995727539 14.5936012268066 9.04512405395508 7.78388977050781 6.70957565307617 2.47097015380859 2.29167938232422 1.71136856079102 1.1134147644043 1.05381011962891
"18" 9.85 44.6 3.67259979248047 3.99494171142578 4.79984283447266 5.42831420898438 5.74588775634766 6.77156448364258 8.03804397583008 5.50317764282227 6.48832321166992 7.62319564819336 8.09001922607422 6.48689270019531 10.0140571594238 11.286735534668 13.5354995727539 14.5936012268066 9.04512405395508 7.78388977050781 6.70957565307617 2.47097015380859 2.29167938232422 1.71136856079102 1.1134147644043 1.05381011962891
"19" 9.85 44.7 1.84440612792969 2.15864181518555 2.62069702148438 2.98261642456055 3.04412841796875 3.29971313476562 4.91714477539062 2.13527679443359 2.29072570800781 3.23581695556641 4.03738021850586 3.52859497070312 6.58893585205078 6.31046295166016 10.6391906738281 11.1045837402344 8.66127014160156 8.57400894165039 5.7220458984375 2.07328796386719 1.28936767578125 0.946044921875 0.844478607177734 0.899791717529297
"20" 9.85 44.8 1.84440612792969 2.15864181518555 2.62069702148438 2.98261642456055 3.04412841796875 3.29971313476562 4.91714477539062 2.13527679443359 2.29072570800781 3.23581695556641 4.03738021850586 3.52859497070312 6.58893585205078 6.31046295166016 10.6391906738281 11.1045837402344 8.66127014160156 8.57400894165039 5.7220458984375 2.07328796386719 1.28936767578125 0.946044921875 0.844478607177734 0.899791717529297
"21" 9.85 44.9 0.691890716552734 0.957965850830078 1.09577178955078 1.3575553894043 1.53017044067383 1.52730941772461 2.55966186523438 1.0986328125 2.48289108276367 1.27601623535156 1.4185905456543 1.97315216064453 3.66401672363281 2.38609313964844 4.32825088500977 6.67095184326172 6.55984878540039 6.62422180175781 4.71210479736328 0.866889953613281 0.527381896972656 0.611305236816406 1.007080078125 1.2054443359375
"22" 9.85 45 0.691890716552734 0.957965850830078 1.09577178955078 1.3575553894043 1.53017044067383 1.52730941772461 2.55966186523438 1.0986328125 2.48289108276367 1.27601623535156 1.4185905456543 1.97315216064453 3.66401672363281 2.38609313964844 4.32825088500977 6.67095184326172 6.55984878540039 6.62422180175781 4.71210479736328 0.866889953613281 0.527381896972656 0.611305236816406 1.007080078125 1.2054443359375
"23" 9.95 44 1.60026550292969 1.24549865722656 1.32465362548828 1.11103057861328 0.878810882568359 1.04856491088867 1.8305778503418 3.1895637512207 1.88255310058594 0.289440155029297 0.226020812988281 0.249385833740234 0.502586364746094 2.44140625 7.87162780761719 8.01324844360352 2.49481201171875 8.14723968505859 7.31468200683594 4.75788116455078 4.38308715820312 4.33349609375 2.99692153930664 2.43902206420898
"24" 9.95 44.1 1.60026550292969 1.24549865722656 1.32465362548828 1.11103057861328 0.878810882568359 1.04856491088867 1.8305778503418 3.1895637512207 1.88255310058594 0.289440155029297 0.226020812988281 0.249385833740234 0.502586364746094 2.44140625 7.87162780761719 8.01324844360352 2.49481201171875 8.14723968505859 7.31468200683594 4.75788116455078 4.38308715820312 4.33349609375 2.99692153930664 2.43902206420898
"25" 9.95 44.2 3.58963012695312 3.42273712158203 3.39984893798828 3.94058227539062 5.0048828125 6.25705718994141 7.94267654418945 6.86120986938477 7.32612609863281 4.04119491577148 1.92546844482422 1.52921676635742 6.0267448425293 7.67135620117188 8.73947143554688 8.15391540527344 4.94003295898438 4.50420379638672 6.6676139831543 4.07981872558594 3.80802154541016 2.85863876342773 0.812530517578125 0.880241394042969
"26" 9.95 44.3 3.58963012695312 3.42273712158203 3.39984893798828 3.94058227539062 5.0048828125 6.25705718994141 7.94267654418945 6.86120986938477 7.32612609863281 4.04119491577148 1.92546844482422 1.52921676635742 6.0267448425293 7.67135620117188 8.73947143554688 8.15391540527344 4.94003295898438 4.50420379638672 6.6676139831543 4.07981872558594 3.80802154541016 2.85863876342773 0.812530517578125 0.880241394042969
"27" 9.95 44.4 3.3717155456543 3.49807739257812 3.34358215332031 3.88050079345703 4.40740585327148 4.8832893371582 6.36911392211914 4.45938110351562 4.78744506835938 5.31578063964844 3.60870361328125 2.69746780395508 5.40590286254883 6.93702697753906 9.09709930419922 11.3620758056641 8.36181640625 7.79533386230469 9.66501235961914 3.27491760253906 2.79808044433594 1.97887420654297 0.870227813720703 0.923633575439453
"28" 9.95 44.5 3.3717155456543 3.49807739257812 3.34358215332031 3.88050079345703 4.40740585327148 4.8832893371582 6.36911392211914 4.45938110351562 4.78744506835938 5.31578063964844 3.60870361328125 2.69746780395508 5.40590286254883 6.93702697753906 9.09709930419922 11.3620758056641 8.36181640625 7.79533386230469 9.66501235961914 3.27491760253906 2.79808044433594 1.97887420654297 0.870227813720703 0.923633575439453
"29" 9.95 44.6 3.3717155456543 3.49807739257812 3.34358215332031 3.88050079345703 4.40740585327148 4.8832893371582 6.36911392211914 4.45938110351562 4.78744506835938 5.31578063964844 3.60870361328125 2.69746780395508 5.40590286254883 6.93702697753906 9.09709930419922 11.3620758056641 8.36181640625 7.79533386230469 9.66501235961914 3.27491760253906 2.79808044433594 1.97887420654297 0.870227813720703 0.923633575439453
"30" 9.95 44.7 1.52397155761719 1.98698043823242 2.35605239868164 2.5477409362793 2.63452529907227 2.99739837646484 3.38220596313477 2.11381912231445 3.16095352172852 2.98690795898438 3.24296951293945 2.63738632202148 4.32968139648438 4.608154296875 5.96237182617188 8.62216949462891 7.26795196533203 6.10160827636719 7.84492492675781 1.56593322753906 1.25503540039062 1.03521347045898 0.891208648681641 0.942230224609375
"31" 9.95 44.8 1.52397155761719 1.98698043823242 2.35605239868164 2.5477409362793 2.63452529907227 2.99739837646484 3.38220596313477 2.11381912231445 3.16095352172852 2.98690795898438 3.24296951293945 2.63738632202148 4.32968139648438 4.608154296875 5.96237182617188 8.62216949462891 7.26795196533203 6.10160827636719 7.84492492675781 1.56593322753906 1.25503540039062 1.03521347045898 0.891208648681641 0.942230224609375
"32" 9.95 44.9 0.536441802978516 0.902652740478516 1.0066032409668 1.13630294799805 1.28602981567383 1.30558013916016 1.35898590087891 0.8392333984375 2.93588638305664 1.26743316650391 1.19686126708984 1.13201141357422 2.02655792236328 1.73854827880859 1.36947631835938 4.47463989257812 4.83417510986328 4.21714782714844 5.51939010620117 0.612258911132812 0.544548034667969 0.662803649902344 0.857830047607422 1.03998184204102
"33" 9.95 45 0.536441802978516 0.902652740478516 1.0066032409668 1.13630294799805 1.28602981567383 1.30558013916016 1.35898590087891 0.8392333984375 2.93588638305664 1.26743316650391 1.19686126708984 1.13201141357422 2.02655792236328 1.73854827880859 1.36947631835938 4.47463989257812 4.83417510986328 4.21714782714844 5.51939010620117 0.612258911132812 0.544548034667969 0.662803649902344 0.857830047607422 1.03998184204102
"34" 10.05 44 1.60026550292969 1.24549865722656 1.32465362548828 1.11103057861328 0.878810882568359 1.04856491088867 1.8305778503418 3.1895637512207 1.88255310058594 0.289440155029297 0.226020812988281 0.249385833740234 0.502586364746094 2.44140625 7.87162780761719 8.01324844360352 2.49481201171875 8.14723968505859 7.31468200683594 4.75788116455078 4.38308715820312 4.33349609375 2.99692153930664 2.43902206420898
"35" 10.05 44.1 1.60026550292969 1.24549865722656 1.32465362548828 1.11103057861328 0.878810882568359 1.04856491088867 1.8305778503418 3.1895637512207 1.88255310058594 0.289440155029297 0.226020812988281 0.249385833740234 0.502586364746094 2.44140625 7.87162780761719 8.01324844360352 2.49481201171875 8.14723968505859 7.31468200683594 4.75788116455078 4.38308715820312 4.33349609375 2.99692153930664 2.43902206420898
"36" 10.05 44.2 3.58963012695312 3.42273712158203 3.39984893798828 3.94058227539062 5.0048828125 6.25705718994141 7.94267654418945 6.86120986938477 7.32612609863281 4.04119491577148 1.92546844482422 1.52921676635742 6.0267448425293 7.67135620117188 8.73947143554688 8.15391540527344 4.94003295898438 4.50420379638672 6.6676139831543 4.07981872558594 3.80802154541016 2.85863876342773 0.812530517578125 0.880241394042969
"37" 10.05 44.3 3.58963012695312 3.42273712158203 3.39984893798828 3.94058227539062 5.0048828125 6.25705718994141 7.94267654418945 6.86120986938477 7.32612609863281 4.04119491577148 1.92546844482422 1.52921676635742 6.0267448425293 7.67135620117188 8.73947143554688 8.15391540527344 4.94003295898438 4.50420379638672 6.6676139831543 4.07981872558594 3.80802154541016 2.85863876342773 0.812530517578125 0.880241394042969
