"lon" "lat" "0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19" "20" "21" "22" "23"
"1" 9.75 44 NA NA 0.241621219902299 9.31414221413434 11.4521855022758 7.40090478211641 NA NA NA 0.147206938709132 2.26722992083523 11.240933672525 7.18071180162951 10.6111524626613 13.9732458628714 8.89217625372111 7.15002659708261 4.23790040658787 3.1972018943634 3.21737980702892 1.28704301314428 1.41578909824602 NA NA
"2" 9.75 44.1 NA NA NA 3.89758180535863 11.8633145000786 5.85023385792739 NA NA NA NA 2.64574071625247 10.3202922502533 8.04942565737292 9.54610069748014 12.7915003336966 7.71093119401485 6.07961051864549 3.74973836587742 2.71054189070128 2.95924395904876 1.53230420546606 1.56313176266849 0.254496923298575 NA
"3" 9.75 44.2 NA NA NA 3.01281055435538 12.0054715778679 6.36843663305626 NA NA NA NA 1.07961930334568 9.41327644977719 8.30444998573513 9.18410976883024 12.6493074931204 7.59312857408077 5.57106368942186 4.59130826639012 2.51613538130186 3.1330511032138 1.71791306929663 1.71598152519437 0.598677957896144 NA
"4" 9.75 44.3 NA NA NA 1.30163278081454 9.80949341319502 5.46528323320672 1.6447450267151 NA NA NA 0.798237696290016 8.57052637729794 8.20048756431787 7.66361912246794 9.24540543928742 6.46016348619014 5.48158519668505 4.30055680917576 2.29962746961974 2.71162242279388 1.6312240739353 1.55204491020413 0.635157716169489 NA
"5" 9.75 44.4 NA NA NA 1.58487833105028 10.4091280605644 6.32058593910187 2.52000169130042 NA NA NA 1.53165796073154 7.95039954828098 8.576747844927 5.47847708221525 8.4438898600638 6.56476974254474 4.98205058975145 4.28854056517594 1.91682262520771 2.67771930084564 1.82884923415259 1.71190455439501 1.08791458478663 NA
"6" 9.75 44.5 NA NA NA 0.606408482417465 9.39922273537377 6.59320566337555 3.60111018817407 1.5732916072011 2.5208548642695 NA 0.732574198627844 6.22573915170506 8.34511227440089 5.86589535232633 8.33345437422394 7.00497388606891 4.51041095657274 3.5878402297385 1.83785839180928 2.38718242035248 1.9633888383396 1.67735772847664 0.8115397678921 NA
"7" 9.75 44.6 NA NA NA NA 5.96932113548973 7.38628132967278 1.98650978782098 5.44714914285579 4.32061858009548 NA NA 5.1307542482391 7.62649493990466 4.65514633397106 7.46799493208527 5.47117948299274 3.86550062103197 3.91689368407242 2.02024863101542 2.3365423141513 2.30928651290014 1.92197519063484 0.758325823699123 NA
"8" 9.75 44.7 NA NA NA NA 10.8060958329588 8.47418530611322 1.03738329926273 4.43588384950999 5.2557086572051 NA NA 5.39243055973202 5.95816103741527 3.72602905263193 4.82140565291046 5.46238196839113 4.01688449783251 3.6126239458099 1.78657458163798 2.22002715454437 2.00265637831762 1.90952971461229 0.948010562569834 NA
"9" 9.75 44.8 NA NA NA NA 7.14305683504791 8.59112951438875 1.53793719800888 4.72713599447162 5.67427582573145 1.53305464118603 NA 4.72327294992283 5.42053906247019 3.70618071901844 3.56255555525422 4.92304324870928 4.03555272496306 3.14688517246395 1.58980772830546 2.09020823822357 2.1105884690769 1.98076918604784 0.955736415926367 NA
"10" 9.75 44.9 NA NA NA NA 5.88885527104139 8.89733060030266 1.98017983348109 4.17546062381007 6.32337051210925 4.98462854884564 NA 5.93402220401913 6.95240217028185 3.74448270304128 3.836212400347 4.83088254695758 3.36317656910978 3.07897158781998 1.6861526761204 1.95008963928558 1.95866815047339 1.83614447596483 1.02583147818223 NA
